custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,source_dir,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model
688055_1208153501_glm4_dewrap_join_chunk_0001,688055,龙腾光电,1208153501,1,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6954,6481,3996,3996,15,3996,glm4_dewrap_join_full543_20260705,283,283,"龙腾光电是国内知名的TFT-LCD制造商，专注于中小尺寸显示领域，产品应用于笔记本电脑、手机、车载和工控显示系统。公司2019年笔电面板出货量全球第六，车载显示面板全球第八，智能手机面板全球第九。公司拥有国家企业技术中心等科研平台，自主研发HVA宽窄视角防窥技术、金属网格On-cell触控技术等先进技术，获得1,748项授权专利。公司已与惠普、联想等知名企业形成良好合作关系，为惠普供应的笔记本电脑面板采用全球首创的HVA技术，2018年销量超百万台。报告期内，公司主营业务收入中笔电面板占比55.20%，手机面板占比24.02%，车载和工控面板占比17.02%。",142,65,65,0,10,15,18,12,7,3,10,0.15384615384615385,6,-4,2.0,
688055_1208153501_glm4_dewrap_join_chunk_0002,688055,龙腾光电,1208153501,2,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7140,6533,3996,3996,15,3996,glm4_dewrap_join_full543_20260705,212,217,公司是中国光学光电子行业协会及南京平板显示行业协会会员。平板显示产业是我国重点扶持的战略新兴产业，被列入国家多项政策规划，带动产业链完善和做大做强。液晶显示（LCD）与有机电致发光显示（OLED）为行业主要显示技术。TFT-LCD 是市场主流技术，具有轻薄、成本低、技术成熟稳定的优点，广泛应用于各类消费电子终端。AMOLED 因低能耗、轻薄及可柔性化等特点，在手机、可穿戴市场快速渗透，预计 2025 年手机面板占比将达到 37%。,106,49,49,0,12,18,10,5,3,1,4,0.08163265306122448,5,1,1.4285714285714286,
688055_1208153501_glm4_dewrap_join_chunk_0003,688055,龙腾光电,1208153501,3,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6983,6437,3998,3998,15,3998,glm4_dewrap_join_full543_20260705,244,244,全球平板显示产业2018年产值达1144.26亿美元，其中TFT-LCD占比77.67%，AMOLED占比21.26%。平板显示下游应用主要包括手机、笔记本电脑、平板电脑、电视等消费电子产品以及车载、工控等专业显示产品。我国大陆平板显示产能迅速增长，2017年超过韩国成为全球最大产能地区，预计2022年占比达56%。高世代TFT-LCD产线投资巨大，在中大尺寸面板保持领先。AMOLED在手机中渗透率快速增加，2022年预计达34%，但受限于寿命和成本，在中大尺寸产品市场应用仍不成熟。,122,54,54,0,10,20,12,8,3,1,4,0.07407407407407407,6,2,1.5740740740740742,
688055_1208153501_glm4_dewrap_join_chunk_0004,688055,龙腾光电,1208153501,4,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6881,6147,3966,3966,15,3966,glm4_dewrap_join_full543_20260705,228,245,我国大陆已量产及在建的 IGZO TFT-LCD 生产线共 9 条，LTPS 生产线共 5 条。JDI 最早量产 LTPS 技术，改变了日本独大的态势。我国大陆面板厂商如京东方、华星光电等快速崛起，形成了“三国四地”的竞争格局。公司创新性地采用色域可切换技术，搭配两组不同的 LED 和同一组 LCD 色阻来实现不同色域的切换，满足消费者不同程度的需求。公司创新性地提出一种通过嵌入式光传感器控制显示屏幕亮度的方法，利用显示面板上的 TFT 元件作为光传感器，实现车载显示器的复合功能集成。,114,54,54,0,10,15,12,8,6,3,9,0.16666666666666666,6,-3,1.8888888888888888,
688055_1208153501_glm4_dewrap_join_chunk_0005,688055,龙腾光电,1208153501,5,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6574,5874,3997,3997,15,3997,glm4_dewrap_join_full543_20260705,271,271,公司是我国大陆最早从事TFT-LCD生产制造的企业之一，2006年投产的第5代TFT-LCD生产线是我国大陆第三条TFT-LCD生产线。公司深耕中小屏市场多年，在笔记本电脑、智能手机和车载显示面板领域取得了一定的全球市场份额。2019年，公司智能手机面板出货量全球占比4.13%，笔记本电脑面板出货量全球占比2.19%，车载面板出货量全球占比4.23%。公司采用HVA宽窄视角防窥、金属网格On-cell触控等差异化高附加值技术提高产品附加值，保持了较好的盈利能力。报告期内，公司扣除非经常性损益后均保持盈利，展现出差异化、高值化的竞争优势。,136,54,54,0,12,15,10,10,5,2,7,0.12962962962962962,6,-1,1.7592592592592593,
688055_1208153501_glm4_dewrap_join_chunk_0006,688055,龙腾光电,1208153501,6,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6906,6415,3976,3976,15,3976,glm4_dewrap_join_full543_20260705,297,297,"公司研发投入金额低于同行业平均数，但研发投入占营业收入比例高于同行业平均数，研发技术人员数量低于同行业平均数，但研发技术人员占员工总数比例高于同行业平均数。公司通过深耕a-Si技术，生产差异化、高附加值的中小尺寸产品，实行差异化竞争。公司主营业务毛利率高于同行业可比公司，应收账款周转率2017年和2018年高于同行业平均水平，2019年略低于同行业平均水平，周转情况较好。公司拥有授权专利1,748项，其中发明专利535项。公司研发投入占营业收入比例分别为5.50%、6.16%和6.78%，研发技术人员占员工总数比例分别为33.37%、34.25%和35.07%，高于同行业可比公司平均数。",149,54,54,0,15,12,8,7,10,2,12,0.2222222222222222,6,-6,1.8333333333333333,
688055_1208153501_glm4_dewrap_join_chunk_0007,688055,龙腾光电,1208153501,7,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6693,6014,3971,3971,15,3971,glm4_dewrap_join_full543_20260705,248,248,公司2019年每月可生产约60只不同光罩产品，单一产线生产种类行业较高。公司原材料国产化率超过70%，通过优秀供应链和产线配置形成弹性生产交付能力。报告期内公司主营业务毛利率分别为41.46%、24.15%和17.34%，高于同行业可比公司。公司目前拥有第5代TFT-LCD生产线，为国内单一产能最大第5代生产线。公司产品主要为薄膜晶体管液晶显示面板，尺寸规格涵盖1.77英寸至27英寸，终端应用包括笔记本电脑、手机、车载显示、工控显示等。报告期内公司直销收入占比逐年上升，2019年达到81%。,124,54,54,0,10,15,12,8,6,3,9,0.16666666666666666,5,-4,1.8888888888888888,
688055_1208153501_glm4_dewrap_join_chunk_0008,688055,龙腾光电,1208153501,8,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6545,5510,3994,3994,15,3994,glm4_dewrap_join_full543_20260705,227,230,"报告期内，公司主营业务收入按产品模式销售，Cell产品金额为123,711.88万元，占比32.85%；Module产品金额为252,849.42万元，占比67.15%。公司前五名客户中，HP International Pte. Ltd.销售金额为126,737.77万元，占比33.66%；深圳传音控股股份有限公司销售金额为28,133.73万元，占比7.47%。公司采购的主要原材料包括背光源、彩色滤光片、控制电路板、偏光片、驱动芯片、玻璃基板、液晶等。",114,54,54,0,0,0,0,54,0,0,0,0.0,3,3,3.0,
688055_1208153501_glm4_dewrap_join_chunk_0009,688055,龙腾光电,1208153501,9,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6488,5673,3990,3990,15,3990,glm4_dewrap_join_full543_20260705,253,253,"公司主要原材料采购价格逐年上涨，尤其是背光源和控制电路板，主要由于公司推出使用HVA技术的高端笔记本电脑面板，对原材料规格要求较高。报告期内，公司外协加工费用占营业成本比例较小，主要外协工序为薄化、异形切割和贴合。公司拥有多项自主核心技术，包括HVA宽窄视角防窥技术、On-cell触控技术、负性IPS液晶面板技术等，部分技术达到行业先进水平。公司已授权境内专利1,705项、境外专利43项。公司主要生产设备已使用10～13年，已提足折旧但仍继续使用，产能利用率高，Array制程产品良率可达99.60%。",127,54,54,0,12,15,10,8,6,3,9,0.16666666666666666,6,-3,1.8148148148148149,
688055_1208153501_glm4_dewrap_join_chunk_0010,688055,龙腾光电,1208153501,10,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6211,5853,3976,3976,15,3976,glm4_dewrap_join_full543_20260705,274,274,发行人核心技术包括HVA宽窄视角防窥技术、金属网格On-cell触控技术、负性IPS液晶面板技术等八大技术。HVA技术防窥角度可达左右50°，对比度降低至2:1，人眼无法分辨显示内容，已量产并应用于笔电产品。金属网格On-cell触控技术触控线性度中心可达±0.4mm，边缘±0.5mm，穿透率提升至97%。负性IPS液晶面板技术将对比度提升到1500:1，穿透率提升20%以上，通过Intel实验室认证。发行人HVA防窥面板产品市场占有率约95%，竞争优势明显。金属网格On-cell触控技术解决了传统ITO导电薄膜的方阻较大且穿透率较低的问题。,137,60,60,0,12,18,10,10,7,3,10,0.16666666666666666,6,-4,1.85,
