custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,source_dir
688663_1209649781_glm4_dewrap_join_chunk_0001,688663,新风光,1209649781,1,13,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688663_1209649781_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6870,6466,3973,3973,13,3973,272,272,"公司从事大功率电力电子节能控制设备研发、生产、销售和服务，产品包括高压SVG、高中低压变频器、轨道交通能量回馈装置和特种电源，应用于新能源发电、轨道交通、冶金、电力、矿业、化工等领域。公司以大功率电力电子节能控制技术为核心平台，高压动态无功补偿装置与高压变频器市场份额均居国内前列。2017年至2020年1-6月主营业务收入分别为42,598.86万元、52,554.54万元、62,323.50万元和30,520.28万元，其中高压SVG和高压变频器为主要收入来源；公司主要产品按订单生产，核心工序自主完成，采用直销为主、经销为辅的销售模式。",136,101,101,0,10,10,31,32,15,3,18,0.1782178217821782,3,-15,2.405940594059406,,glm4_dewrap_join_full543_20260705
688663_1209649781_glm4_dewrap_join_chunk_0002,688663,新风光,1209649781,2,13,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688663_1209649781_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7146,6791,3990,3990,13,3990,218,218,公司所属行业为电气机械和器材制造业下的其他输配电及控制设备制造，产品属于新能源领域电力电子节能控制设备。行业政策支持无功补偿、高压变频器、能量回馈装置等节能控制产品，2019年国内高压SVG市场规模为41亿元，2011-2019年复合增长率为32.45%，近三年行业技术进步包括60MVar、80MVar、100MVar大容量项目应用和单元自动冗余等。公司无重大生产废水，2020年4月26日完成排污登记，最近三年未因环保问题受到处罚。,109,93,93,0,8,57,17,6,4,1,5,0.053763440860215,3,-2,1.3978494623655917,,glm4_dewrap_join_full543_20260705
688663_1209649781_glm4_dewrap_join_chunk_0003,688663,新风光,1209649781,3,13,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688663_1209649781_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7089,6783,3991,3991,13,3991,259,259,高压变频器行业中，国产品牌市占率已超过60%，新风光等国产企业在成本、营销和技术提升下持续进口替代。公司高性能电能质量治理产品为高压级联式SVG，电压等级可达35kV、单机最大容量100MVar，跟踪响应时间小于10ms、整机损耗小于0.8%，低电压穿越可在电压低穿到20%时提供额定容性电流。公司高压级联四象限变频器整机效率可达98%以上、响应时间10ms以内，轨道交通能量回馈装置满足0.75kV-3kV直流电压等级、功率达6MW，输出电流谐波≤2%、单元不均流度≤1%、系统效率≥98%，并牵头起草相关国家标准。,130,86,86,0,6,40,15,10,10,5,15,0.1744186046511628,4,-11,1.9186046511627908,,glm4_dewrap_join_full543_20260705
688663_1209649781_glm4_dewrap_join_chunk_0004,688663,新风光,1209649781,4,13,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688663_1209649781_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7575,7280,3993,3993,13,3993,237,237,公司高压变频器被评为“中国高压变频器市场十大品牌”等，“高压提升机变频器项目”被列入国家火炬计划产业化示范项目。轨道交通能量回馈装置2019年国内招标180套，新风光中标77套，占比42.78%，并在该领域形成先发地位。公司截至2020年6月30日拥有研发人员99人，具备多个省级研发平台，并参与国家技术发明二等奖项目及多项863项目应用。公司拥有授权专利135项，其中发明专利27项，软件著作权50项，并参与或牵头多项变频器、SVG和轨道交通再生制动能量吸收逆变装置标准。,119,78,78,0,5,25,20,13,11,4,15,0.1923076923076923,4,-11,2.1538461538461537,,glm4_dewrap_join_full543_20260705
688663_1209649781_glm4_dewrap_join_chunk_0005,688663,新风光,1209649781,5,13,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688663_1209649781_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6232,5730,3918,3918,13,3918,299,299,"新风光与同行相比，电力电子节能控制设备在光伏、风电、钢铁及轨道交通领域应用具有一定优势，截至招股书签署日拥有发明专利27项、实用新型92项、外观设计16项，并参与国家技术发明二等奖及多项863项目产品应用。关键技术参数方面，公司高压SVG输出电流谐波≤3%、最高IP65、指令响应<5ms、跟踪响应<10ms、效率不小于额定容量99.20%；高压变频器效率>97%、输入电流谐波<1.5%；轨道交通能量回馈装置THDi<2%、功率因数>0.99。2019年公司SVG收入34,014.64万元，轨道交通能量回馈装置中标77套、市场占比42.78%，主要产品以销定产，部分年度产能利用率超过100%。",150,67,67,0,5,10,13,14,18,7,25,0.373134328358209,4,-21,2.7611940298507465,,glm4_dewrap_join_full543_20260705
688663_1209649781_glm4_dewrap_join_chunk_0006,688663,新风光,1209649781,6,13,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688663_1209649781_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6180,5544,3874,3874,13,3874,269,269,"公司主营业务收入主要来自高压SVG、高压变频器和轨道交通能量回馈装置，2017年至2020年1-6月主营业务收入分别为42,598.86万元、52,554.54万元、62,323.50万元和30,520.28万元，三类主要产品合计占比分别为89.44%、91.94%、91.06%和94.04%。公司以直销为主，报告期直销占比均在93%以上，主要客户包括新能源项目建设企业、大型国企、市政、电网公司等。报告期各年前五大客户销售占营业收入比例为18.21%、17.94%、20.31%和15.84%，不存在单一客户销售占比超过50%的情况。",135,52,52,0,4,7,12,15,12,2,14,0.2692307692307692,3,-11,2.576923076923077,,glm4_dewrap_join_full543_20260705
688663_1209649781_glm4_dewrap_join_chunk_0007,688663,新风光,1209649781,7,13,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688663_1209649781_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6008,5141,3733,3733,13,3733,229,229,"公司2019年因英飞凌功率模块供应紧张，将部分功率模块采购调整至集晟国际贸易（上海）有限公司；截至2020年6月30日，公司固定资产原值中房屋及建筑物10,262.37万元、机器设备2,488.04万元，固定资产不存在减值准备。公司拥有多处自建房屋及工业用地，主要生产工序包括软件烧录、线路板焊接、装配、连接、调试、检验，所需机器设备较少且使用状况良好。截至招股说明书签署日，公司拥有发明专利27项、实用新型专利92项、外观设计专利16项，专利均为原始取得。",115,44,44,0,5,8,14,8,7,2,9,0.2045454545454545,3,-6,2.227272727272727,,glm4_dewrap_join_full543_20260705
688663_1209649781_glm4_dewrap_join_chunk_0008,688663,新风光,1209649781,8,13,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688663_1209649781_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6489,5356,3998,3998,13,3998,202,202,公司实用新型专利覆盖高压变频器、SVG、轨道交通制动能量吸收装置、功率单元、散热结构、光纤通信控制系统等方向，外观设计专利覆盖动态无功补偿机柜、控制柜、功率单元、变频器和再生制动能量吸收装置等产品。上述专利均为公司自主申请取得，权属清晰且不存在纠纷；截至招股说明书签署日，公司还拥有9个注册商标和50项软件著作权，软件著作权包括高压SVG、储能变流器、轨道交通再生制动能量回馈装置、高压变频器等控制软件。,101,62,62,0,12,8,25,10,6,1,7,0.1129032258064516,2,-5,1.8870967741935485,,glm4_dewrap_join_full543_20260705
688663_1209649781_glm4_dewrap_join_chunk_0009,688663,新风光,1209649781,9,13,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688663_1209649781_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6464,5479,3984,3984,13,3984,224,224,公司拥有高新技术企业、质量管理体系、环境管理体系、职业健康安全管理体系、知识产权管理体系以及多项矿用隔爆兼本质安全型变频器、静止无功发生器和高压动态无功补偿装置认证。公司或核心技术人员参与多项调速电气传动系统、通用变频调速设备、冶金用变频调速设备标准制定，并主持国家标准《城市轨道交通再生制动能量吸收逆变装置》。公司研发平台取得国家发改委新能源与高效节能研究中心、山东省院士工作站、山东省企业技术中心等称号，拥有专利授权135项、软件著作权50项。,112,48,48,0,6,10,14,8,7,3,10,0.2083333333333333,3,-7,2.1875,,glm4_dewrap_join_full543_20260705
688663_1209649781_glm4_dewrap_join_chunk_0010,688663,新风光,1209649781,10,13,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688663_1209649781_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6538,6039,3978,3978,13,3978,299,299,公司产品曾获4项山东省科技进步奖、5项国家重点新产品称号、2项国家火炬计划和1项国家科学技术发明二等奖，参与3项国家“863”计划产品研制，并牵头制定城市轨道交通再生制动能量吸收逆变装置国家标准。公司高压SVG核心技术覆盖H桥级联控制、冗余监控、环形光纤并联、电网自适应补偿和强环境适应性，其中35kV超大功率机型可控制210个级联H桥，每相自动冗余最多4个单元，低穿可做到0电压穿越、高穿做到1.3倍过压，功率单元最高防护等级IP65。公司高压变频器技术包括矢量控制、振荡抑制、多机主从控制和快速飞车启动，低频启动最大可达额定转矩150%，转矩动态响应时间50ms，主从控制电流不平衡度小于5%。,150,58,58,0,3,7,9,14,17,8,25,0.4310344827586206,3,-22,3.0172413793103448,,glm4_dewrap_join_full543_20260705
