sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,section_status,tech_text_compact_chars,chunk_count,chunks,completed_chunks,original_compact_chars,summary_compact_chars,original_length_units,summary_length_units,sentence_count_sum,summary_sentence_count_sum,high_score_count_sum,high_score_share_mean,summary_high_score_gap_mean,relevant_score_mean,n0_sum,n1_sum,n2_sum,n3_sum,n4_sum,n5_sum,llm_complete,length_mode,redundancy_partial,redundancy
688003,天准科技,1206430546,首次公开发行股票并在科创板上市招股说明书,2019-07-08,final_prospectus,ok,108835,18,18,18,108835,4528,67095,2268,1056,98,268,0.24907358116408007,-9.444444444444445,2.0788110563714346,195,245,178,170,209,59,True,token_proxy,29.583333333333332,29.583333333333332
688007,光峰科技,1206447905,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,101293,16,16,16,101293,3859,63227,1935,926,93,162,0.17478432661423837,-4.3125,1.9190226930752143,182,239,180,163,116,46,True,token_proxy,32.67545219638243,32.67545219638243
688010,福光股份,1206447921,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,80411,14,14,14,80411,3729,51938,1869,839,79,157,0.21351374439282572,-5.571428571428571,2.042938540109007,175,212,160,135,103,54,True,token_proxy,27.789192081326913,27.789192081326913
688015,交控科技,1206456398,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,ok,93821,15,15,15,93821,4140,56851,2075,859,84,115,0.13342403060106825,-2.066666666666667,1.6456000796816144,222,241,156,125,83,32,True,token_proxy,27.398072289156627,27.398072289156627
688019,安集科技,1206447918,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,71359,12,12,12,71359,3079,44881,1541,687,68,97,0.14147963247425613,-2.4166666666666665,1.6661965921374524,184,180,129,97,72,25,True,token_proxy,29.124594419208307,29.124594419208307
688028,沃尔德,1206456405,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,ok,95240,16,16,16,95240,3906,63160,1956,1053,87,283,0.22263210216918117,-12.25,2.0159240805503345,184,244,189,153,245,38,True,token_proxy,32.29038854805726,32.29038854805726
688066,航天宏图,1206456395,首次公开发行股票并在科创板上市招股说明书,2019-07-18,final_prospectus,ok,96575,16,16,16,96575,4136,60358,2072,941,81,125,0.1859197629386605,-2.75,1.8706811756553188,207,247,153,131,95,30,True,token_proxy,29.13030888030888,29.13030888030888
688333,铂力特,1206447901,首次公开发行股票并在科创板上市招股说明书,2019-07-16,final_prospectus,ok,146255,24,24,24,146255,5869,93830,2943,1353,130,377,0.2807873855263793,-10.291666666666666,2.2030849557747976,219,326,210,221,321,56,True,token_proxy,31.882432891607202,31.882432891607202
688321,微芯生物,1206499446,首次公开发行股票并在科创板上市招股说明书,2019-08-06,final_prospectus,ok,118177,19,19,19,118177,4512,74712,2260,1053,103,201,0.19921122368975874,-5.157894736842105,1.8055966219060446,265,293,166,128,163,38,True,token_proxy,33.05840707964602,33.05840707964602
688030,山石网科,1206944409,首次公开发行股票并在科创板上市招股说明书,2019-09-24,final_prospectus,ok,136821,22,22,22,136821,5135,84483,2573,1331,111,191,0.14780203693217414,-3.6363636363636362,1.6785784771004244,333,384,248,175,135,56,True,token_proxy,32.83443451224252,32.83443451224252
688108,赛诺医疗,1207009190,首次公开发行股票并在科创板上市招股说明书,2019-10-24,final_prospectus,ok,129126,21,21,21,129126,5578,80927,2795,1111,104,236,0.2706074137407516,-6.285714285714286,2.0963006061825187,230,266,175,142,199,37,True,token_proxy,28.954203935599285,28.954203935599285
688369,致远互联,1207014769,首次公开发行股票并在科创板上市招股说明书,2019-10-25,final_prospectus,ok,88791,14,14,14,88791,3457,54337,1731,818,80,125,0.20253646199550146,-3.2142857142857144,1.8359991385628531,200,234,148,111,93,32,True,token_proxy,31.39052570768342,31.39052570768342
688199,久日新材,1207039442,首次公开发行股票并在科创板上市招股说明书,2019-10-30,final_prospectus,ok,134476,23,23,23,134476,5482,88867,2746,1196,118,207,0.20743402574552092,-3.869565217391304,1.8702262637001632,277,293,210,155,164,43,True,token_proxy,32.36234522942462,32.36234522942462
688021,奥福环保,1207048360,首次公开发行股票并在科创板上市招股说明书,2019-10-31,final_prospectus,ok,110046,19,19,19,110046,4783,74095,2397,1074,101,209,0.2291602193869333,-5.684210526315789,2.08105818923703,195,265,160,185,151,58,True,token_proxy,30.911556111806426,30.911556111806426
688101,三达膜,1207081669,首次公开发行股票并在科创板上市招股说明书,2019-11-12,final_prospectus,ok,115660,19,19,19,115660,4720,73296,2365,1064,106,155,0.1404498025671719,-2.5789473684210527,1.7468692462456419,235,292,208,174,116,39,True,token_proxy,30.991966173361522,30.991966173361522
688138,清溢光电,1207092034,首次公开发行股票并在科创板上市招股说明书,2019-11-15,final_prospectus,ok,74364,13,13,13,74364,3144,50045,1574,699,70,182,0.27821844480830654,-8.615384615384615,2.205074821491872,130,166,110,111,125,57,True,token_proxy,31.79479034307497,31.79479034307497
