code,sec_name_csmar,company_name_csmar,list_date_csmar,list_year_csmar,prospectus_publish_date_csmar,prospectus_sign_date_csmar,issue_price,gross_proceeds,issue_fee,sponsor,Listexg,Nindcd,Nindnme,IndustryCodeC,IndustryNameC,in_candidate_x,candidate_status
688256,寒武纪,中科寒武纪科技股份有限公司,2020-07-20,2020,2020-07-14,2020-07-14,64.39,258203.9,8436.61,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688488,艾迪药业,江苏艾迪药业股份有限公司,2020-07-20,2020,2020-07-13,2020-07-13,13.99,83940.0,7533.0,华泰联合证券有限责任公司,1,C41,其他制造业,,,True,in_candidate_x
688580,伟思医疗,南京伟思医疗科技股份有限公司,2020-07-21,2020,2020-07-14,2020-07-14,67.58,115471.7,9173.0,,1,C35,专用设备制造业,,,True,in_candidate_x
688069,德林海,无锡德林海环保科技股份有限公司,2020-07-22,2020,2020-07-17,2020-07-17,67.2,99926.4,6952.11,申港证券股份有限公司,1,N77,生态保护和环境治理业,,,True,in_candidate_x
688077,大地熊,安徽大地熊新材料股份有限公司,2020-07-22,2020,2020-07-17,2020-07-17,28.07,56140.0,5954.69,华泰联合证券有限责任公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688336,三生国健,三生国健药业(上海)股份有限公司,2020-07-22,2020,2020-07-17,2020-07-17,28.18,173648.38,10205.56,华泰联合证券有限责任公司,1,C27,医药制造业,,,True,in_candidate_x
688418,震有科技,深圳震有科技股份有限公司,2020-07-22,2020,2020-07-17,2020-07-17,16.25,78666.25,7365.7,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688508,芯朋微,无锡芯朋微电子股份有限公司,2020-07-22,2020,2020-07-17,2020-07-17,28.3,79806.0,7556.89,华林证券股份有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688561,奇安信,奇安信科技集团股份有限公司,2020-07-22,2020,2020-07-20,2020-07-20,56.1,571892.26,32325.32,中信建投证券股份有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688589,力合微,深圳市力合微电子股份有限公司,2020-07-22,2020,2020-07-17,2020-07-17,17.91,48357.0,5801.84,兴业证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688050,爱博医疗,爱博诺德(北京)医疗科技股份有限公司,2020-07-29,2020,2020-07-24,2020-07-24,33.55,88202.95,7804.04,招商证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688311,盟升电子,成都盟升电子技术股份有限公司,2020-07-31,2020,2020-07-28,2020-07-28,41.58,119209.86,13784.7,华泰联合证券有限责任公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688586,江航装备,合肥江航飞机装备股份有限公司,2020-07-31,2020,2020-07-28,2020-07-28,10.27,103661.3922,9568.0564,"中信证券股份有限公司,中航证券有限公司",1,C37,铁路、船舶、航空航天和其它运输设备制造业,,,True,in_candidate_x
688338,赛科希德,北京赛科希德科技股份有限公司,2020-08-06,2020,2020-07-29,2020-07-29,50.35,102774.42,10347.46,中国国际金融股份有限公司,1,C27,医药制造业,,,True,in_candidate_x
688556,高测股份,青岛高测科技股份有限公司,2020-08-07,2020,2020-07-31,2020-07-31,14.41,58307.04,5256.64,国信证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688286,敏芯股份,苏州敏芯微电子技术股份有限公司,2020-08-10,2020,2020-08-04,2020-08-04,62.67,83351.1,10119.01,国泰君安证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688339,亿华通,北京亿华通科技股份有限公司,2020-08-10,2020,2020-08-04,2020-08-04,76.65,135137.96,12671.0267,国泰君安证券股份有限公司,1,C38,电气机械及器材制造业,,,True,in_candidate_x
688155,先惠技术,上海先惠自动化技术股份有限公司,2020-08-11,2020,2020-08-05,2020-08-05,38.77,73314.07,9054.29,东兴证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688065,凯赛生物,上海凯赛生物技术股份有限公司,2020-08-12,2020,2020-08-07,2020-08-07,133.45,556062.1,28062.72,中信证券股份有限公司,1,C28,化学纤维制造业,,,True,in_candidate_x
688313,仕佳光子,河南仕佳光子科技股份有限公司,2020-08-12,2020,2020-08-06,2020-08-06,10.82,49772.0,5282.25,华泰联合证券有限责任公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688185,康希诺,康希诺生物股份公司,2020-08-13,2020,2020-08-06,2020-08-06,209.71,520080.8,22134.29,中信证券股份有限公司,1,C27,医药制造业,,,True,in_candidate_x
688055,龙腾光电,昆山龙腾光电股份有限公司,2020-08-17,2020,2020-08-12,2020-08-12,1.22,40666.6748,5161.2153,东吴证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688229,博睿数据,北京博睿宏远数据科技股份有限公司,2020-08-17,2020,2020-08-11,2020-08-11,65.82,73060.2,8034.53,兴业证券股份有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688335,复洁环保,上海复洁环保科技股份有限公司,2020-08-17,2020,2020-08-11,2020-08-11,46.22,84120.4,7749.2077,海通证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688519,南亚新材,南亚新材料科技股份有限公司,2020-08-18,2020,2020-08-12,2020-08-12,32.6,191036.0,12428.06,光大证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688521,芯原股份,芯原微电子(上海)股份有限公司,2020-08-18,2020,2020-08-13,2020-08-13,38.53,186174.22,18378.91,招商证券股份有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688379,华光新材,杭州华光焊接新材料股份有限公司,2020-08-19,2020,2020-08-13,2020-08-13,16.78,36916.0,5002.9726,中国银河证券股份有限公司,1,C33,金属制品业,,,True,in_candidate_x
688393,安必平,广州安必平医药科技股份有限公司,2020-08-20,2020,2020-08-14,2020-08-14,30.56,71327.04,7332.4874,民生证券股份有限公司,1,C27,医药制造业,,,True,in_candidate_x
688596,正帆科技,上海正帆科技股份有限公司,2020-08-20,2020,2020-08-14,2020-08-14,15.67,100656.95,9584.65,国泰君安证券股份有限公司,1,C34,通用设备制造业,,,True,in_candidate_x
688356,键凯科技,北京键凯科技股份有限公司,2020-08-26,2020,2020-08-19,2020-08-19,41.18,61770.0,6541.52,中信证券股份有限公司,1,C26,化学原料及化学制品制造业,,,True,in_candidate_x
688017,绿的谐波,苏州绿的谐波传动科技股份有限公司,2020-08-28,2020,2020-08-25,2020-08-25,35.06,105545.33,9315.55,国泰君安证券股份有限公司,1,C34,通用设备制造业,,,True,in_candidate_x
688215,瑞晟智能,浙江瑞晟智能科技股份有限公司,2020-08-28,2020,2020-08-24,2020-08-24,34.73,34764.73,5325.9031,民生证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688289,圣湘生物,圣湘生物科技股份有限公司,2020-08-28,2020,2020-08-24,2020-08-24,50.48,201920.0,14993.02,西部证券股份有限公司,1,C27,医药制造业,,,True,in_candidate_x
688408,中信博,江苏中信博新能源科技股份有限公司,2020-08-28,2020,2020-08-24,2020-08-24,42.19,143145.9025,12440.4222,安信证券股份有限公司,1,C38,电气机械及器材制造业,,,True,in_candidate_x
688569,铁科轨道,北京铁科首钢轨道技术股份有限公司,2020-08-31,2020,2020-08-25,2020-08-25,22.46,118289.41,5817.27,中信建投证券股份有限公司,1,C37,铁路、船舶、航空航天和其它运输设备制造业,,,True,in_candidate_x
688056,莱伯泰科,北京莱伯泰科仪器股份有限公司,2020-09-02,2020,2020-08-27,2020-08-27,24.8,42160.0,4711.79,招商证券股份有限公司,1,C40,仪器仪表制造业,,,True,in_candidate_x
688513,苑东生物,成都苑东生物制药股份有限公司,2020-09-02,2020,2020-08-25,2020-08-25,44.36,133479.24,11209.17,中信证券股份有限公司,1,C27,医药制造业,,,True,in_candidate_x
688550,瑞联新材,西安瑞联新材料股份有限公司,2020-09-02,2020,2020-08-26,2020-08-26,113.72,199578.6,15175.01,海通证券股份有限公司,1,C26,化学原料及化学制品制造业,,,True,in_candidate_x
688378,奥来德,吉林奥来德光电材料股份有限公司,2020-09-03,2020,2020-08-28,2020-08-28,62.57,114404.2394,8380.4,申万宏源证券承销保荐有限责任公司,1,C35,专用设备制造业,,,True,in_candidate_x
688390,固德威,江苏固德威电源科技股份有限公司,2020-09-04,2020,2020-08-31,2020-08-31,37.93,83446.0,6293.7612,东兴证券股份有限公司,1,C38,电气机械及器材制造业,,,True,in_candidate_x
688095,福昕软件,福建福昕软件开发股份有限公司,2020-09-08,2020,2020-09-03,2020-09-03,238.53,287190.12,28542.26,兴业证券股份有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688559,海目星,深圳市海目星激光智能装备股份有限公司,2020-09-09,2020,2020-09-01,2020-09-01,14.56,72800.0,7891.21,中信证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688551,科威尔,合肥科威尔电源系统股份有限公司,2020-09-10,2020,2020-09-03,2020-09-03,37.94,75880.0,6924.81,国元证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688577,浙海德曼,浙江海德曼智能装备股份有限公司,2020-09-16,2020,2020-09-10,2020-09-10,33.13,44725.5,6530.8713,民生证券股份有限公司,1,C34,通用设备制造业,,,True,in_candidate_x
688301,奕瑞科技,上海奕瑞光电子科技股份有限公司,2020-09-18,2020,2020-09-11,2020-09-11,119.6,217672.0,19055.0629,海通证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688127,蓝特光学,浙江蓝特光学股份有限公司,2020-09-21,2020,2020-09-16,2020-09-16,15.41,63026.9,7513.3,华泰联合证券有限责任公司,1,C41,其他制造业,,,True,in_candidate_x
688536,思瑞浦,思瑞浦微电子科技(苏州)股份有限公司,2020-09-21,2020,2020-09-15,2020-09-15,115.71,231420.0,16845.3425,海通证券股份有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688156,路德环境,路德环境科技股份有限公司,2020-09-22,2020,2020-09-16,2020-09-16,15.91,36529.36,4111.876,安信证券股份有限公司,1,N77,生态保护和环境治理业,,,True,in_candidate_x
688526,科前生物,武汉科前生物股份有限公司,2020-09-22,2020,2020-09-17,2020-09-17,11.69,122745.0,8571.72,招商证券股份有限公司,1,C27,医药制造业,,,True,in_candidate_x
688013,天臣医疗,天臣国际医疗科技股份有限公司,2020-09-28,2020,2020-09-23,2020-09-23,18.62,37240.0,4860.53,安信证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688585,上纬新材,上纬新材料科技股份有限公司,2020-09-28,2020,2020-09-23,2020-09-23,2.49,10756.8,3752.53,申万宏源证券承销保荐有限责任公司,1,C26,化学原料及化学制品制造业,,,True,in_candidate_x
688595,芯海科技,芯海科技(深圳)股份有限公司,2020-09-28,2020,2020-09-22,2020-09-22,22.82,57050.0,7600.36,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688093,世华科技,苏州世华新材料科技股份有限公司,2020-09-30,2020,2020-09-24,2020-09-24,17.55,75465.0,5413.98,华泰联合证券有限责任公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688330,宏力达,上海宏力达信息技术股份有限公司,2020-10-15,2020,2020-09-30,2020-09-30,88.23,220575.0,13944.51,华泰联合证券有限责任公司,1,C38,电气机械及器材制造业,,,True,in_candidate_x
688386,泛亚微透,江苏泛亚微透科技股份有限公司,2020-10-16,2020,2020-10-13,2020-10-13,16.28,28490.0,4736.9737,东方证券承销保荐有限公司,1,C29,橡胶和塑料制品业,,,True,in_candidate_x
688788,科思科技,深圳市科思科技股份有限公司,2020-10-22,2020,2020-10-15,2020-10-15,106.04,200241.249,9179.5771,中天国富证券有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688129,东来技术,东来涂料技术(上海)股份有限公司,2020-10-23,2020,2020-10-19,2020-10-19,15.22,45660.0,4950.8572,东方证券承销保荐有限公司,1,C26,化学原料及化学制品制造业,,,True,in_candidate_x
688179,阿拉丁,上海阿拉丁生化科技股份有限公司,2020-10-26,2020,2020-10-20,2020-10-20,19.43,49028.5,5585.48,西部证券股份有限公司,1,M73,研究和试验发展,,,True,in_candidate_x
688221,前沿生物,前沿生物药业(南京)股份有限公司,2020-10-28,2020,2020-10-22,2020-10-22,20.5,184418.0,12688.99,瑞银证券有限责任公司,1,C27,医药制造业,,,True,in_candidate_x
688133,泰坦科技,上海泰坦科技股份有限公司,2020-10-30,2020,2020-10-26,2020-10-26,44.47,84770.11,7497.77,中信证券股份有限公司,1,M73,研究和试验发展,,,True,in_candidate_x
688529,豪森股份,大连豪森设备制造股份有限公司,2020-11-09,2020,2020-11-03,2020-11-03,20.2,64640.0,5634.0118,海通证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688057,金达莱,江西金达莱环保股份有限公司,2020-11-11,2020,2020-11-06,2020-11-06,25.84,178296.0,9963.89,申港证券股份有限公司,1,N77,生态保护和环境治理业,,,True,in_candidate_x
688135,利扬芯片,广东利扬芯片测试股份有限公司,2020-11-11,2020,2020-11-05,2020-11-05,15.72,53605.2,6510.94,东莞证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688160,步科股份,上海步科自动化股份有限公司,2020-11-12,2020,2020-11-06,2020-11-06,20.34,42714.0,4568.5906,海通证券股份有限公司,1,C40,仪器仪表制造业,,,True,in_candidate_x
688219,会通股份,会通新材料股份有限公司,2020-11-18,2020,2020-11-10,2020-11-10,8.29,38074.61,5292.47,中信证券股份有限公司,1,C29,橡胶和塑料制品业,,,True,in_candidate_x
688777,中控技术,浙江中控技术股份有限公司,2020-11-24,2020,2020-11-17,2020-11-17,35.73,175541.49,11808.8783,申万宏源证券承销保荐有限责任公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688557,兰剑智能,兰剑智能科技股份有限公司,2020-12-02,2020,2020-11-27,2020-11-27,27.7,50330.9,4731.7094,中泰证券股份有限公司,1,C34,通用设备制造业,,,True,in_candidate_x
688578,艾力斯,上海艾力斯医药科技股份有限公司,2020-12-02,2020,2020-11-25,2020-11-25,22.73,204570.0,11315.04,中信证券股份有限公司,1,C27,医药制造业,,,True,in_candidate_x
688590,新致软件,上海新致软件股份有限公司,2020-12-07,2020,2020-12-01,2020-12-01,10.73,48827.5088,7712.5725,长江证券承销保荐有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688308,欧科亿,株洲欧科亿数控精密刀具股份有限公司,2020-12-10,2020,2020-12-07,2020-12-07,23.99,59975.0,6637.27,民生证券股份有限公司,1,C33,金属制品业,,,True,in_candidate_x
688571,杭华股份,杭华油墨股份有限公司,2020-12-11,2020,2020-12-04,2020-12-04,5.33,42640.0,5893.83,浙商证券股份有限公司,1,C26,化学原料及化学制品制造业,,,True,in_candidate_x
688136,科兴制药,科兴生物制药股份有限公司,2020-12-14,2020,2020-12-07,2020-12-07,22.33,110924.94,11460.85,中信建投证券股份有限公司,1,C27,医药制造业,,,True,in_candidate_x
688510,航亚科技,无锡航亚科技股份有限公司,2020-12-16,2020,2020-12-09,2020-12-09,8.17,52778.2,5346.9853,"光大证券股份有限公司,华泰联合证券有限责任公司",1,C37,铁路、船舶、航空航天和其它运输设备制造业,,,True,in_candidate_x
688608,恒玄科技,恒玄科技(上海)股份有限公司,2020-12-16,2020,2020-12-09,2020-12-09,162.07,486210.0,10331.88,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688699,明微电子,深圳市明微电子股份有限公司,2020-12-18,2020,2020-12-14,2020-12-14,38.43,71449.06,7212.26,中信建投证券股份有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688668,鼎通科技,东莞市鼎通精密科技股份有限公司,2020-12-21,2020,2020-12-15,2020-12-15,20.07,42729.03,4906.97,东莞证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688678,福立旺,福立旺精密机电(中国)股份有限公司,2020-12-23,2020,2020-12-17,2020-12-17,18.05,78246.75,6987.1226,东吴证券股份有限公司,1,C34,通用设备制造业,,,True,in_candidate_x
688560,明冠新材,明冠新材料股份有限公司,2020-12-24,2020,2020-12-18,2020-12-18,15.87,65101.914,7778.3573,民生证券股份有限公司,1,C29,橡胶和塑料制品业,,,True,in_candidate_x
688658,悦康药业,悦康药业集团股份有限公司,2020-12-24,2020,2020-12-18,2020-12-18,24.36,219240.0,17488.45,中信证券股份有限公司,1,C27,医药制造业,,,True,in_candidate_x
688679,通源环境,安徽省通源环境节能股份有限公司,2020-12-25,2020,2020-12-18,2020-12-18,12.05,39671.51,6406.62,国元证券股份有限公司,1,N77,生态保护和环境治理业,,,True,in_candidate_x
688698,伟创电气,苏州伟创电气科技股份有限公司,2020-12-29,2020,2020-12-24,2020-12-24,10.75,48375.0,6544.39,国泰君安证券股份有限公司,1,C40,仪器仪表制造业,,,True,in_candidate_x
688063,派能科技,上海派能能源科技股份有限公司,2020-12-30,2020,2020-12-24,2020-12-24,56.0,216782.72,15385.87,中信建投证券股份有限公司,1,C38,电气机械及器材制造业,,,True,in_candidate_x
688618,三旺通信,深圳市三旺通信股份有限公司,2020-12-30,2020,2020-12-25,2020-12-25,34.08,43049.86,4609.77,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688686,奥普特,广东奥普特科技股份有限公司,2020-12-31,2020,2020-12-28,2020-12-28,78.49,161846.38,8249.48,国信证券股份有限公司,1,C40,仪器仪表制造业,,,True,in_candidate_x
688617,惠泰医疗,深圳惠泰医疗器械股份有限公司,2021-01-07,2021,2021-01-04,2021-01-04,74.46,124124.82,9053.04,中信证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688656,浩欧博,江苏浩欧博生物医药股份有限公司,2021-01-13,2021,2021-01-08,2021-01-08,35.26,55585.9161,5939.3405,华泰联合证券有限责任公司,1,C27,医药制造业,,,True,in_candidate_x
688317,之江生物,上海之江生物科技股份有限公司,2021-01-18,2021,2021-01-12,2021-01-12,43.22,210378.0523,16145.8884,海通证券股份有限公司,1,C27,医药制造业,,,True,in_candidate_x
688819,天能股份,天能电池集团股份有限公司,2021-01-18,2021,2021-01-11,2021-01-11,41.79,487271.4,14298.09,中信证券股份有限公司,1,C38,电气机械及器材制造业,,,True,in_candidate_x
688680,海优新材,上海海优威新材料股份有限公司,2021-01-22,2021,2021-01-19,2021-01-19,69.94,146943.94,12253.3016,海通证券股份有限公司,1,C29,橡胶和塑料制品业,,,True,in_candidate_x
688669,聚石化学,广东聚石化学股份有限公司,2021-01-25,2021,2021-01-19,2021-01-19,36.65,85516.67,7943.7,光大证券股份有限公司,1,C29,橡胶和塑料制品业,,,True,in_candidate_x
688689,银河微电,常州银河世纪微电子股份有限公司,2021-01-27,2021,2021-01-19,2021-01-19,14.01,44972.1,6360.42,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688350,富淼科技,江苏富淼科技股份有限公司,2021-01-28,2021,2021-01-25,2021-01-25,13.58,41486.9,4794.5834,华泰联合证券有限责任公司,1,N77,生态保护和环境治理业,,,True,in_candidate_x
688607,康众医疗,江苏康众数字医疗科技股份有限公司,2021-02-01,2021,2021-01-27,2021-01-27,23.21,51136.87,6402.62,中信证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688628,优利德,优利德科技(中国)股份有限公司,2021-02-01,2021,2021-01-26,2021-01-26,19.11,52552.5,4866.5534,长城证券股份有限公司,1,C40,仪器仪表制造业,,,True,in_candidate_x
688059,华锐精密,株洲华锐精密工具股份有限公司,2021-02-08,2021,2021-02-03,2021-02-03,37.09,40806.42,4837.41,招商证券股份有限公司,1,C33,金属制品业,,,True,in_candidate_x
688687,凯因科技,北京凯因科技股份有限公司,2021-02-08,2021,2021-02-02,2021-02-02,18.98,80589.08,8002.4659,海通证券股份有限公司,1,C27,医药制造业,,,True,in_candidate_x
688665,四方光电,四方光电股份有限公司,2021-02-09,2021,2021-02-04,2021-02-04,29.53,51677.5,6004.8754,海通证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688070,纵横股份,成都纵横自动化技术股份有限公司,2021-02-10,2021,2021-02-04,2021-02-04,23.16,50720.4,6119.88,国泰君安证券股份有限公司,1,C37,铁路、船舶、航空航天和其它运输设备制造业,,,True,in_candidate_x
688619,罗普特,罗普特科技集团股份有限公司,2021-02-23,2021,2021-02-10,2021-02-10,19.31,90428.73,8550.0288,国金证券股份有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688183,生益电子,生益电子股份有限公司,2021-02-25,2021,2021-02-19,2021-02-19,12.42,206624.088,9130.1959,东莞证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688677,海泰新光,青岛海泰新光科技股份有限公司,2021-02-26,2021,2021-02-22,2021-02-22,35.76,77885.28,8533.65,国泰君安证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688079,美迪凯,杭州美迪凯光电科技股份有限公司,2021-03-02,2021,2021-02-25,2021-02-25,10.19,102239.6673,8033.1479,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688696,极米科技,成都极米科技股份有限公司,2021-03-03,2021,2021-02-25,2021-02-25,133.73,167162.5,10919.33,中国国际金融股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688328,深科达,深圳市深科达智能装备股份有限公司,2021-03-09,2021,2021-03-03,2021-03-03,16.49,33408.74,5711.2551,安信证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688676,金盘科技,海南金盘智能科技股份有限公司,2021-03-09,2021,2021-03-04,2021-03-04,10.1,42995.7,7957.71,浙商证券股份有限公司,1,C38,电气机械及器材制造业,,,True,in_candidate_x
688083,中望软件,广州中望龙腾软件股份有限公司,2021-03-11,2021,2021-03-08,2021-03-08,150.5,233064.3,15168.9745,华泰联合证券有限责任公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688667,菱电电控,武汉菱电汽车电控系统股份有限公司,2021-03-12,2021,2021-03-05,2021-03-05,75.42,97291.8,9180.494,长江证券承销保荐有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688316,青云科技,北京青云科技股份有限公司,2021-03-16,2021,2021-03-09,2021-03-09,63.7,76440.0,7712.16,中国国际金融股份有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688456,有研粉材,有研粉末新材料股份有限公司,2021-03-17,2021,2021-03-12,2021-03-12,10.62,31860.0,3466.422,长江证券承销保荐有限公司,1,C33,金属制品业,,,True,in_candidate_x
688616,西力科技,杭州西力智能科技股份有限公司,2021-03-18,2021,2021-03-12,2021-03-12,7.35,27562.5,4241.59,国金证券股份有限公司,1,C40,仪器仪表制造业,,,True,in_candidate_x
688092,爱科科技,杭州爱科科技股份有限公司,2021-03-19,2021,2021-03-16,2021-03-16,19.11,28262.9218,4800.7698,海通证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688609,九联科技,广东九联科技股份有限公司,2021-03-23,2021,2021-03-17,2021-03-17,3.99,39900.0,5359.7153,民生证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688633,星球石墨,南通星球石墨股份有限公司,2021-03-24,2021,2021-03-19,2021-03-19,33.62,61132.3689,6020.2947,华泰联合证券有限责任公司,1,C35,专用设备制造业,,,True,in_candidate_x
688606,奥泰生物,杭州奥泰生物技术股份有限公司,2021-03-25,2021,2021-03-19,2021-03-19,133.67,180454.5,16127.8094,申万宏源证券承销保荐有限责任公司,1,C27,医药制造业,,,True,in_candidate_x
688195,腾景科技,腾景科技股份有限公司,2021-03-26,2021,2021-03-22,2021-03-22,13.6,43996.0,4763.92,兴业证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688329,艾隆科技,苏州艾隆科技股份有限公司,2021-03-29,2021,2021-03-18,2021-03-18,16.81,32443.3,5005.6507,海通证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688661,和林微纳,苏州和林微纳科技股份有限公司,2021-03-29,2021,2021-03-23,2021-03-23,17.71,35420.0,4224.2453,华兴证券有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688109,品茗股份,杭州品茗安控信息技术股份有限公司,2021-03-30,2021,2021-03-24,2021-03-24,50.05,68068.0,7431.8962,长江证券承销保荐有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688626,翔宇医疗,河南翔宇医疗设备股份有限公司,2021-03-31,2021,2021-03-25,2021-03-25,28.82,115280.0,10314.3446,海通证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688659,元琛科技,安徽元琛环保科技股份有限公司,2021-03-31,2021,2021-03-26,2021-03-26,6.5,26000.0,5083.3,国元证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688630,芯碁微装,合肥芯碁微电子装备股份有限公司,2021-04-01,2021,2021-03-29,2021-03-29,15.23,45998.3283,4362.5087,海通证券股份有限公司,1,C35,专用设备制造业,,,True,in_candidate_x
688662,富信科技,广东富信科技股份有限公司,2021-04-01,2021,2021-03-29,2021-03-29,15.61,34435.66,3678.19,中泰证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688260,昀冢科技,苏州昀冢电子科技股份有限公司,2021-04-06,2021,2021-03-29,2021-03-29,9.63,28890.0,4089.03,华泰联合证券有限责任公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688191,智洋创新,智洋创新科技股份有限公司,2021-04-08,2021,2021-04-01,2021-04-01,11.38,43541.6007,5711.0118,民生证券股份有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
688636,智明达,成都智明达电子股份有限公司,2021-04-08,2021,2021-04-01,2021-04-01,34.5,43125.0,4942.38,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688468,科美诊断,科美诊断技术股份有限公司,2021-04-09,2021,2021-04-02,2021-04-02,7.15,29315.0,4459.3052,中信证券股份有限公司,1,C27,医药制造业,,,True,in_candidate_x
688611,杭州柯林,杭州柯林电气股份有限公司,2021-04-12,2021,2021-04-06,2021-04-06,33.44,46732.4,7612.29,浙商证券股份有限公司,1,C38,电气机械及器材制造业,,,True,in_candidate_x
688683,莱尔科技,广东莱尔新材料科技股份有限公司,2021-04-12,2021,2021-04-06,2021-04-06,9.51,35320.14,5836.5293,东方证券承销保荐有限公司,1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688315,诺禾致源,北京诺禾致源科技股份有限公司,2021-04-13,2021,2021-04-07,2021-04-07,12.76,51295.2,6318.24,中信证券股份有限公司,1,M74,专业技术服务业,,,True,in_candidate_x
688663,新风光,新风光电子科技股份有限公司,2021-04-13,2021,2021-04-08,2021-04-08,14.48,50665.52,6336.2602,"中泰证券股份有限公司,红塔证券股份有限公司",1,C38,电气机械及器材制造业,,,True,in_candidate_x
688533,上声电子,苏州上声电子股份有限公司,2021-04-19,2021,2021-04-13,2021-04-13,7.72,30880.0,5028.8808,"东吴证券股份有限公司,东方证券承销保荐有限公司",1,C39,计算机、通信和其他电子设备制造业,,,True,in_candidate_x
688682,霍莱沃,上海霍莱沃电子系统技术股份有限公司,2021-04-20,2021,2021-04-15,2021-04-15,45.72,42291.0,5239.9915,海通证券股份有限公司,1,I65,软件和信息技术服务业,,,True,in_candidate_x
