custom_id,sec_code,sec_name,chunk_index,summary_token_proxy,relevant_score,summary_text,old_summary_token_proxy,old_relevant_score,old_summary_text,summary_token_proxy_delta,relevant_score_delta
688981_1208025389_glm4_dewrap_join_chunk_0001,688981,中芯国际,1,122,2.2096774193548385,中芯国际是中国大陆技术最先进、规模最大的集成电路晶圆代工企业，提供0.35微米至14纳米多种技术节点的晶圆代工及配套服务。公司拥有上海、北京、天津和深圳等多个生产基地，2019年末产能达每月45万片晶圆。中芯国际是中国大陆首家实现14纳米FinFET量产的企业，并推出24纳米NAND等特色工艺。公司主营业务收入主要来自集成电路晶圆代工，报告期内占比分别为95.94%、89.30%及93.12%。公司采用Foundry模式，提供设计服务与IP支持、光掩模制造、凸块加工及测试等配套服务。,122,2.21875,中芯国际主要提供0.35微米至14纳米多技术节点、不同工艺平台的集成电路晶圆代工及配套服务，采用Foundry模式，并配套设计服务与IP支持、光掩模制造、凸块加工及测试。公司是中国大陆第一家实现14纳米FinFET量产的晶圆代工企业，并推出24纳米NAND、40纳米高性能图像传感器等特色工艺。截至2019年末，公司在上海、北京、天津、深圳拥有8英寸和12英寸生产基地，产能合计每月45万片晶圆约当8英寸；报告期晶圆代工收入占主营业务收入比例为95.94%、89.30%和93.12%。,0,-0.009072580645161477
688981_1208025389_glm4_dewrap_join_chunk_0002,688981,中芯国际,2,134,1.6451612903225807,中芯国际是中国大陆首家提供0.18微米技术的集成电路晶圆代工企业，2001年建成上海8英寸生产基地，2002年实现0.18微米量产。公司于2004年首次实现盈利并上市，2005年营业收入突破10亿美元。2015年，公司成为中国大陆首家实现28纳米量产的企业，2019年实现14纳米FinFET量产。公司采用晶圆代工模式，主要工艺流程包括晶圆清洗、热氧化、光刻、刻蚀、离子注入、退火、扩散、化学气相沉积、物理气相沉积、化学机械研磨、晶圆检测和包装入库。公司重视环境保护，已建立完善的环保制度和设施，并通过ISO14001环境管理体系认证。,131,1.61864406779661,"中芯国际自2000年开工建设以来持续从事晶圆代工，2002年实现0.18微米全面技术认证和量产，2005年营业收入首次突破10亿美元，并于2006年、2009年、2011年实现90纳米、65/55纳米、45/40纳米升级和量产。2015年公司成为中国大陆第一家实现28纳米量产的企业，2017年营业收入首次突破30亿美元，2019年实现14纳米FinFET量产且第二代FinFET进入客户导入。公司报告期内未发生重大安全生产事故，境内子公司环保处理能力合计为废水131,734立方米/天、废气9,009,950立方米/小时。",3,0.026517222525970663
688981_1208025389_glm4_dewrap_join_chunk_0003,688981,中芯国际,3,108,1.2903225806451613,"中国集成电路产业在政策支持下快速发展，2018年产业销售额达6,531亿元，年均复合增长率20.27%。全球集成电路行业市场规模由2012年的2,382亿美元增长至2018年的3,933亿美元。集成电路产业链包括设计、制造、封装测试等环节，其中制造环节技术含量高、工艺复杂。全球晶圆代工行业市场集中度高，2018年前十大纯晶圆代工厂商占全球市场97%份额。中国晶圆代工行业实现高速稳定增长，2018年制造业销售额达1,818亿元。",63,1.1538461538461535,本段主要为集成电路行业政策、产业链分工、市场规模和技术路线背景，发行人绑定信息较少。可保留的公司相关事实为中芯国际属于集成电路行业，采用Foundry晶圆代工模式，属于全球领先晶圆代工企业之一，并与台积电、格罗方德、联华电子等同处主要晶圆代工企业序列。,45,0.13647642679900773
688981_1208025389_glm4_dewrap_join_chunk_0004,688981,中芯国际,4,187,1.3709677419354838,中芯国际是全球领先的集成电路晶圆代工企业之一，也是中国大陆技术最先进、规模最大、配套服务最完善、跨国经营的晶圆代工企业，提供 0.35 微米到14 纳米多种技术节点、不同工艺平台的集成电路晶圆代工及配套服务。根据 IC Insights 公布的 2018 年纯晶圆代工行业全球市场销售额排名，中芯国际占全球纯晶圆代工市场份额的 6%，位居全球第四位。根据 IC Insights 公布的 2018 年纯晶圆代工行业中国市场销售额排名，中芯国际占中国纯晶圆代工市场份额的 18%，在中国大陆企业中排名第一。中芯国际经过多年发展，取得了丰富的科技成果，部分成果已达到国际领先的技术水平。公司成功开发了 0.35 微米至 14 纳米多种技术节点，应用于不同工艺技术平台，具备逻辑电路、电源/模拟、高压驱动、嵌入式非挥发性存储、非易失性存储、混合信号/射频、图像传感器等多个技术平台的量产能力。,141,2.0697674418604652,中芯国际是中国大陆技术最先进、规模最大、配套服务最完善、跨国经营的晶圆代工企业，提供0.35微米至14纳米晶圆代工及配套服务。根据IC Insights，2018年公司占全球纯晶圆代工市场6%、排名第四；占中国纯晶圆代工市场18%，在中国大陆企业中排名第一。公司已开发0.35微米至14纳米技术节点，具备逻辑、电源/模拟、高压驱动、嵌入式非挥发性存储、非易失性存储、混合信号/射频、图像传感器等平台量产能力。公司第一代14纳米FinFET已量产，第二代FinFET进入客户导入；其光掩模制造覆盖全部晶圆代工工艺，是中国大陆唯一具备FinFET光掩模量产能力的企业。,46,-0.6987996999249815
688981_1208025389_glm4_dewrap_join_chunk_0005,688981,中芯国际,5,99,1.6774193548387095,"公司是中国大陆领先的集成电路晶圆代工企业，具备从0.35微米至14纳米多种技术节点的量产能力，拥有8,122件专利。2019年公司实现销售收入199.94亿元，产能利用率93.99%。公司研发团队2,530人，占比16.02%，承担7项国家重大科研专项。公司通过ISO9001、ISO14001等多项国际标准认证。报告期内前五大客户销售额占比逐年降低至50.45%，不存在严重依赖单一客户情况。",167,2.9239130434782608,"中芯国际2018年纯晶圆代工排名全球第四、中国大陆第一；2019年总资产1,148亿元、收入220亿元、净利润13亿元、毛利率21%，研发费用47亿元、占营业收入22%。公司报告期内承担7项国家重大科研专项，是国家级工业设计中心和国家认定企业技术中心，建立14纳米FinFET、28纳米PolySiON和HKMG等研发平台。截至2019年末，公司员工15,795人，其中研发人员2,530人，占16.02%；与生产经营相关主要专利8,122件，另有集成电路布图设计94件。报告期年产能约当8英寸分别为5,289,113片、5,393,219片和5,482,475片，产能利用率86.72%、91.77%和93.99%；前五大客户销售占比由50.45%降至43.21%。",-68,-1.2464936886395512
688981_1208025389_glm4_dewrap_join_chunk_0006,688981,中芯国际,6,123,1.7592592592592593,"中芯国际报告期内电力单价逐年下降，2019年为0.58元/千瓦时。公司主要原材料硅片采购单价呈上升趋势，2019年为322.72元/片。公司向前五大供应商采购占比逐年上升，2019年为46.57%，不存在对单一供应商严重依赖。截至2019年末，公司拥有固定资产原值10.94亿元，账面价值3.69亿元，成新率33.69%。公司拥有境内专利5,965件，境外专利1,595件，是公司核心竞争力的关键。公司掌握0.35微米至14纳米的多种技术节点，包括14纳米FinFET等领先逻辑工艺技术平台。",122,2.5344827586206895,"报告期内公司前五名材料供应商采购占比分别为39.42%、42.87%和46.57%，不存在单一材料供应商采购占比超过50%或严重依赖少数供应商的情形。截至2019年末，公司固定资产账面价值368.66亿元，其中机器设备309.38亿元；与生产经营相关专利8,122件，境内发明专利5,965件，并拥有70项商标和94项集成电路布图设计专有权。中芯国际已开发0.35微米至14纳米技术节点，14纳米FinFET、28纳米等逻辑工艺具备国际领先特征，核心资产支撑晶圆代工、工艺研发及配套服务。",1,-0.7752234993614302
688981_1208025389_glm4_dewrap_join_chunk_0007,688981,中芯国际,7,132,2.0483870967741935,"中芯国际拥有多种逻辑工艺技术平台，包括0.13/0.11微米、0.18/0.15微米等成熟工艺，以及智能手机、平板电脑及消费电子产品电源/模拟技术等特色工艺平台。公司核心技术在主营业务产品中广泛应用，包括集成电路晶圆代工、光掩模制造、凸块加工及测试等，报告期内核心技术产品和服务收入占比超过97%。公司拥有8,122件与生产经营相关的专利，承担多项国家重大科研项目，并获得国家知识产权示范企业等多项荣誉。公司在研项目包括先进和成熟工艺制程的升级工作和新产品研发项目，如14纳米FinFET衍生技术平台开发、N+1工艺技术优化等。",134,2.7,"中芯国际核心技术覆盖逻辑工艺、特色工艺和配套服务，14纳米及更先进节点光掩模误差修正、中段凸块等技术达到国际领先，其中凸块技术包括更低辐射检测、更高密度铜布线、高速电镀和低温钝化层重构量产能力。截至2019年末，公司生产经营相关主要专利8,122件，并通过专利、网络隔离和非专利技术数据云端存储审查保护核心技术。报告期核心技术产品和服务收入分别为209.82亿元、225.41亿元和214.70亿元，占营业收入98.09%、97.93%和97.51%；公司承担7项国家或专项科研项目，并获得国家知识产权示范企业、中国专利奖优秀奖等荣誉。",-2,-0.6516129032258067
688981_1208025389_glm4_dewrap_join_chunk_0008,688981,中芯国际,8,110,1.6,"中芯国际研发平台涵盖55纳米BSI、ISP技术及40纳米平台开发，应用于物联网、智能卡、汽车电子等领域。公司量产38/24纳米NAND Flash，自主研发的24纳米SLC技术国际领先。报告期内研发费用持续增长，2019年达474,445.66万元，占营收21.55%。研发人员占比提升至16.02%，核心技术人员包括赵海军、梁孟松等。公司通过“市场为导向”的研发战略，建立先进研发体系，拥有14纳米FinFET生产能力，并持续引进高端人才。",187,2.5072463768115942,"公司主要在研项目包括CMOS图像传感器、eFlash、NOR Flash、NAND Flash和90纳米BCD等工艺平台，年度研发总预算约5.16亿美元，24纳米SLC技术处于国际领先，48NOR较55NOR面积缩小22%。报告期研发费用由35.76亿元增至47.44亿元，复合增长率15.18%，研发费用率由16.72%升至21.55%，并实现28纳米HKC+和第一代14纳米FinFET量产，第二代FinFET稳步推进。截至2019年末研发人员2,530人，占员工总数16.02%，硕博人员占比20.53%；公司建有12英寸研发生产一体化产线，具备大陆最先进的14纳米FinFET生产能力和第二代FinFET研发能力。2019年公司转让SMIC HK及LFoundry70%股权后，境外主体主要为持股、销售及市场推广平台，不存在境外生产性经营资产。",-77,-0.9072463768115941
688567_1208019699_glm4_dewrap_join_chunk_0001,688567,孚能科技,1,112,2.448717948717949,孚能科技是全球三元软包动力电池领军企业之一，专注于新能源车用锂离子动力电池及整车电池系统的研发、生产和销售。公司量产能量密度达285Wh/kg的电芯产品，性能全球领先。2019年动力电池销量2.27GWh，产品出货量和装机量连续两年全球第三、全国第一。公司客户涵盖国内外主流整车企业，如北汽新能源、戴姆勒、北京奔驰等。公司已在赣州、镇江建立生产基地，计划未来5年在全球布局。报告期内，动力电池系统收入占比超过99.9%，其中电池包占比65.77%。,147,2.021052631578947,孚能科技专注新能源车用锂离子动力电池及整车电池系统研发、生产和销售，是较早确立三元软包路线并实现量产的企业之一，创始团队具备17年以上产品试制和生产经验。公司量产电芯能量密度达285Wh/kg，截至2019年末已服务超过12.5万辆新能源汽车，2017-2019年动力电池销量分别为0.95GWh、1.92GWh和2.27GWh。公司软包动力电池出货量和装机量2017、2018年均为全球第三、全国第一，2019年装机量继续全国第一。主营产品为电芯、模组和电池包，2017-2019年动力电池系统收入占主营业务收入均超过99%，客户包括北汽新能源、戴姆勒、北京奔驰、广汽、长城、吉利等。,-35,0.4276653171390019
688567_1208019699_glm4_dewrap_join_chunk_0002,688567,孚能科技,2,108,1.1411764705882352,公司主要从事新能源汽车动力电池系统的研发、生产和销售，属于锂离子电池制造行业。公司采用冷凝回收+喷淋水吸附处理NMP废气，油烟净化器处理油烟，厂区污水处理站处理废水，并委托有资质单位处置固体废物，遵守环保法规未发生环保事故。公司所处行业主管部门为发改委和工信部，行业协会为中国电池工业协会和中国化学与物理电源行业协会。国家密集出台政策支持新能源汽车及动力电池行业发展，包括财政补贴、积分管理、充电保障、税收优惠等，推动产业快速升级。,79,1.146341463414634,"公司主要环保设施包括NMP回收系统、油烟净化设备和厂区污水处理站，最大处理能力分别为258,000立方米/小时、23,000立方米/小时和360吨/天，均有效运行并达标排放。报告期内，公司遵守环保法规，未发生环保事故或环保处罚。公司所属行业为C3841锂离子电池制造，并属于科创板节能环保领域动力电池科技创新企业。",29,-0.005164992826398818
688567_1208019699_glm4_dewrap_join_chunk_0003,688567,孚能科技,3,86,1.5,国家政策持续支持新能源汽车及动力电池产业发展，驱动产业规模扩大。公司产品采用三元软包技术路线，符合政策方向，有望长期受益。新能源汽车已成为全球趋势，锂离子电池是主流动力选择，动力电池占整车成本40%左右。动力电池性能直接决定新能源汽车性能，各国政府推动技术进步，高能量密度、安全性能是研发重点。中国新能源汽车产销量全球领先，产业规模持续扩大。,79,1.0657894736842106,国家新能源汽车和动力电池政策对公司经营具有正向促进作用，同时补贴退坡和技术门槛提升推动行业竞争加剧、低端产能出清。公司产品全部采用三元软包技术路线，具备长续航、高能量密度、高安全性和长寿命等性能，符合扶优扶强政策方向。锂离子动力电池直接影响新能源汽车续航、安全、寿命、充电时间和成本，动力电池成本约占整车成本40%。,7,0.4342105263157894
688567_1208019699_glm4_dewrap_join_chunk_0004,688567,孚能科技,4,130,1.4074074074074074,NCM523 是当前最广泛使用的三元材料，而国内外动力电池企业正加速研发 NCM811 或 NCA 等高镍正极材料。软包动力电池采用铝塑膜作为外壳，具备高能量密度和高安全性能的优势，符合动力电池的技术发展方向。根据 GGII 数据，三元软包、三元方形、三元圆柱以及磷酸铁锂方形的动力电池在 2018 年装机量合计占比达 89%，2019 年装机量占比达到 91.1%。三元软包动力电池与其他新能源动力电池相比，具有更高的能量密度和更好的安全性，单体电芯能量密度已达 240-250Wh/kg，比同材料体系的三元方形动力电池平均高 10%-15%。,87,1.1265822784810129,三元软包动力电池采用三元材料和铝塑膜软包封装，量产平均电芯能量密度约240-250Wh/kg，高于同材料体系三元方形动力电池的210-230Wh/kg。其优势包括能量密度高、安全性较好、容量较大、内阻小和设计灵活，但产品一致性、成组效率和成本存在劣势。软包电池制造工艺要求较高，研发和生产能力较强的企业在一致性、成组效率和成本控制上更具竞争优势。,43,0.28082512892639455
