sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,section_status,tech_text_compact_chars,chunk_count,chunks,completed_chunks,original_compact_chars,summary_compact_chars,original_length_units,summary_length_units,sentence_count_sum,summary_sentence_count_sum,high_score_count_sum,high_score_share_mean,summary_high_score_gap_mean,relevant_score_mean,n0_sum,n1_sum,n2_sum,n3_sum,n4_sum,n5_sum,llm_complete,length_mode,redundancy_partial,redundancy
688981,中芯国际,1208025389,首次公开发行股票并在科创板上市招股说明书,2020-07-13,final_prospectus,ok,48565,8,8,8,48565,2028,30954,1015,486,43,67,0.13764187574671446,-3.0,1.7001493428912784,104,157,90,68,50,17,True,token_proxy,30.49655172413793,30.49655172413793
688567,孚能科技,1208019699,首次公开发行股票并在科创板上市招股说明书,2020-07-10,final_prospectus,ok,121217,21,21,21,121217,4731,79835,2371,1251,106,217,0.20754968033645912,-5.285714285714286,1.961771876762646,235,352,202,183,173,44,True,token_proxy,33.67144664698439,33.67144664698439
688579,山大地纬,1208020056,首次公开发行股票并在科创板上市招股说明书,2020-07-10,final_prospectus,ok,92312,15,15,15,92312,4040,55072,2024,791,80,144,0.20642847693922964,-4.266666666666667,1.947816405020706,149,208,159,131,113,31,True,token_proxy,27.209486166007906,27.209486166007906
688256,寒武纪,1208028359,首次公开发行股票并在科创板上市招股说明书,2020-07-14,final_prospectus,ok,74658,12,12,12,74658,3267,44986,1637,632,65,141,0.22614691784718666,-6.333333333333333,2.1352788800705467,93,186,101,111,95,46,True,token_proxy,27.48075748320098,27.48075748320098
688488,艾迪药业,1208025382,首次公开发行股票并在科创板上市招股说明书,2020-07-13,final_prospectus,ok,98643,17,17,17,98643,4192,63783,2099,933,97,166,0.20520930912660382,-4.0588235294117645,1.945735266432396,214,246,160,147,126,40,True,token_proxy,30.38732729871367,30.38732729871367
688580,伟思医疗,1208028342,首次公开发行股票并在科创板上市招股说明书,2020-07-14,final_prospectus,ok,86983,15,15,15,86983,3795,55934,1901,738,72,136,0.30207615288584744,-4.266666666666667,2.074025672510401,189,195,127,91,110,26,True,token_proxy,29.423461336138875,29.423461336138875
688069,德林海,1208040059,首次公开发行股票并在科创板上市招股说明书,2020-07-17,final_prospectus,ok,108998,20,20,20,108998,4570,75234,2291,1088,100,176,0.20482010513557003,-3.8,1.9366981798121314,239,278,184,149,117,59,True,token_proxy,32.8389349628983,32.8389349628983
688077,大地熊,1208040060,首次公开发行股票并在科创板上市招股说明书,2020-07-17,final_prospectus,ok,70692,13,13,13,70692,2854,47357,1429,717,60,228,0.2836664442451919,-12.923076923076923,2.2344553598941643,153,126,87,123,172,56,True,token_proxy,33.139958012596225,33.139958012596225
688418,震有科技,1208040040,首次公开发行股票并在科创板上市招股说明书,2020-07-17,final_prospectus,ok,112946,18,18,18,112946,4985,70296,2498,1025,99,237,0.22822585634927606,-7.666666666666667,1.9414482543566025,236,272,143,137,195,42,True,token_proxy,28.140912730184148,28.140912730184148
688508,芯朋微,1208040305,首次公开发行股票并在科创板上市招股说明书,2020-07-17,final_prospectus,ok,71766,12,12,12,71766,3167,45947,1586,610,69,149,0.3224741842685391,-6.666666666666667,2.3523923694286597,104,139,98,120,121,28,True,token_proxy,28.970365699873895,28.970365699873895
688561,奇安信,1208046692,首次公开发行股票并在科创板上市招股说明书,2020-07-20,final_prospectus,ok,148638,24,24,24,148638,6254,93942,3132,1400,108,376,0.3285376864420982,-11.166666666666666,2.402410330375226,209,249,181,241,323,53,True,token_proxy,29.99425287356322,29.99425287356322
688589,力合微,1208040064,首次公开发行股票并在科创板上市招股说明书,2020-07-17,final_prospectus,ok,75092,13,13,13,75092,3358,47664,1682,706,66,138,0.18464169009709805,-5.538461538461538,1.8108984372504295,146,174,135,113,101,37,True,token_proxy,28.33769322235434,28.33769322235434
688050,爱博医疗,1208062349,首次公开发行股票并在科创板上市招股说明书,2020-07-24,final_prospectus,ok,124820,23,23,23,124820,5063,84393,2537,1286,106,471,0.3992412384030833,-15.869565217391305,2.4246360492595436,236,308,142,129,374,97,True,token_proxy,33.26487977926685,33.26487977926685
688586,江航装备,1208080617,首次公开发行股票并在科创板上市招股说明书,2020-07-28,final_prospectus,ok,60279,11,11,11,60279,2801,40540,1402,591,57,88,0.19842127026559686,-2.8181818181818183,1.867130026942039,115,175,127,86,71,17,True,token_proxy,28.91583452211127,28.91583452211127
688338,赛科希德,1208094195,首次公开发行股票并在科创板上市招股说明书,2020-07-29,final_prospectus,ok,105861,18,18,18,105861,4384,67794,2196,952,92,211,0.2681338298682997,-6.611111111111111,2.0925967312503273,247,210,140,144,149,62,True,token_proxy,30.871584699453553,30.871584699453553
688556,高测股份,1208104519,首次公开发行股票并在科创板上市招股说明书,2020-07-31,final_prospectus,ok,107090,19,19,19,107090,4729,71243,2369,977,99,278,0.2842249745475552,-9.421052631578947,2.1941711721817225,187,205,154,153,248,30,True,token_proxy,30.073026593499367,30.073026593499367
688286,敏芯股份,1208120179,首次公开发行股票并在科创板上市招股说明书,2020-08-04,final_prospectus,ok,72354,12,12,12,72354,3062,44794,1534,676,69,107,0.15447642617381482,-3.1666666666666665,1.8012002409179828,150,180,127,112,79,28,True,token_proxy,29.20078226857888,29.20078226857888
688339,亿华通,1208120188,首次公开发行股票并在科创板上市招股说明书,2020-08-04,final_prospectus,ok,118068,20,20,20,118068,5762,74275,2884,1027,106,309,0.29340898436421237,-10.15,2.203861189998565,167,244,163,144,277,32,True,token_proxy,25.754160887656035,25.754160887656035
688155,先惠技术,1208056592,首次公开发行股票并在科创板上市招股意向书,2020-07-22,intention_prospectus,ok,93451,15,15,15,93451,3978,58023,1990,938,81,245,0.2619396465506522,-10.933333333333334,2.1624663787029377,193,199,134,167,165,80,True,token_proxy,29.157286432160802,29.157286432160802
