custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,source_dir
688162_1211492657_glm4_dewrap_join_chunk_0001,688162,巨一科技,1211492657,1,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688162_1211492657_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6618,6418,3890,3890,16,3890,212,212,公司主营为智能装备整体解决方案和新能源汽车电驱动系统，客户覆盖捷豹路虎、特斯拉、上汽大众、蔚来、理想、中国一汽、宁德时代等整车、零部件和动力电池企业。公司建有国家企业技术中心等平台，主持或参与国家及省部级项目40余项，获授权发明专利232项、软件著作权123项，并参与制定国家标准4项、行业标准3项。智能装备产品包括白车身连接、动力总成装测、动力电池装测和数字化运营系统，核心设备与软件多为自主开发，并已应用于多家主流客户。,106,49,49,0,6,7,13,13,8,2,10,0.2040816326530612,3,-7,2.326530612244898,,glm4_dewrap_join_full543_20260705
688162_1211492657_glm4_dewrap_join_chunk_0002,688162,巨一科技,1211492657,2,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688162_1211492657_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6799,6359,3999,3999,16,3999,289,289,公司数字化运营管理系统覆盖J-MOM、MES、SCADA、LES、MDA、PMC&AVI等模块，面向采购、仓储物流、订单、生产过程和质量控制等流程，已应用于蔚来汽车、广汽三菱、东风日产、格特拉克、麦格纳、上海变速器等客户。公司电驱动系统包括电机、控制器、集成式电驱动和混合动力电驱动，开发30kW至200kW系列电机，主要客户包括东风本田、广汽本田、江淮汽车等。2021年1-6月主营收入9.72亿元，其中智能装备整体解决方案占83.13%，新能源汽车电驱动系统占16.87%。截至目前，公司传统汽车智能生产线在手订单12.85亿元，新能源汽车智能生产线在手订单23.20亿元。,145,62,62,0,4,8,13,17,15,5,20,0.3225806451612903,4,-16,2.7419354838709675,,glm4_dewrap_join_full543_20260705
688162_1211492657_glm4_dewrap_join_chunk_0003,688162,巨一科技,1211492657,3,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688162_1211492657_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7398,7151,3991,3991,16,3991,241,241,公司智能装备整体解决方案客户主要为整车、零部件和动力电池企业，产品按客户定制，主要通过招投标取得订单；新能源电驱动系统客户为整车企业，通过考核进入供应商体系后获取批量供货资格。公司设立以来主营业务未发生重大变化，2005年起从商用车装测生产线拓展至乘用车、动力总成和白车身连接，2011年交付60JPH乘用车白车身焊装自动化生产线，2015年进入轻量化车身连接领域。公司已建立新能源电驱动系统研发、试验验证、生产和检测平台，并于2015年通过苏州宏软独立运行数字化运营管理系统业务。,121,57,57,0,8,18,13,12,5,1,6,0.1052631578947368,3,-3,1.8421052631578947,,glm4_dewrap_join_full543_20260705
688162_1211492657_glm4_dewrap_join_chunk_0004,688162,巨一科技,1211492657,4,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688162_1211492657_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7435,7205,3965,3965,16,3965,203,203,公司主营业务所属行业为C35专用设备制造业，并对应高端装备制造产业中的智能制造装备产业及新能源汽车装置、配件制造。公司为智能装备整体解决方案提供商，在技术、产品和品牌方面具备优势；同时建立了新能源汽车电驱动系统研发、验证、生产、检测平台，掌握电驱动系统核心技术，产品覆盖纯电动乘用车、商用车及插电式、混合动力乘用车。公司智能装备业务所处细分行业为智能制造装备行业，主要产品应用于汽车和动力电池生产制造领域。,102,73,73,0,5,39,15,9,4,1,5,0.0684931506849315,3,-2,1.6027397260273972,,glm4_dewrap_join_full543_20260705
688162_1211492657_glm4_dewrap_join_chunk_0005,688162,巨一科技,1211492657,5,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688162_1211492657_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7481,7232,3996,3996,16,3996,170,170,公司作为锂离子动力电池生产制造智能装备供应商，面向动力电池设备需求增长带来的市场机会。数字化运营管理软件是智能制造发展的基础和核心支撑，装备制造企业因长期积累工业工艺、流程、技术和质量检测经验，并掌握设备执行层数据采集入口，在该领域具备发展基础。新能源汽车电驱动系统由电机、电机控制器和减速器构成，发行人相关产品处于新能源汽车核心部件领域。,85,54,54,0,2,34,10,5,3,0,3,0.0555555555555555,3,0,1.5,,glm4_dewrap_join_full543_20260705
688162_1211492657_glm4_dewrap_join_chunk_0006,688162,巨一科技,1211492657,6,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688162_1211492657_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7500,7270,3940,3940,16,3940,253,253,公司主营智能装备整体解决方案和新能源汽车电驱动系统，已成为汽车智能装备和新能源汽车电驱动系统主流供应商之一，客户覆盖捷豹路虎、特斯拉、上汽大众、蔚来、理想、中国一汽、东风、长安、吉利、宁德时代等。新能源汽车电驱动系统业务建立研发、验证、生产、检测平台，截至2020年底形成年产12万台套生产能力，产品供应东风本田、广汽本田、江淮、奇瑞等。2018年至2021年1-6月公司电驱动系统市场占有率为4.36%、3.36%、1.97%、2.48%，与道一动力合计为5.76%、5.82%、2.29%、3.23%。,127,73,73,0,2,42,8,10,9,2,11,0.1506849315068493,3,-8,1.8356164383561644,,glm4_dewrap_join_full543_20260705
688162_1211492657_glm4_dewrap_join_chunk_0007,688162,巨一科技,1211492657,7,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688162_1211492657_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6499,6143,3797,3797,16,3797,254,254,公司电驱动系统基于电机、控制器、减速器、CAE、软硬件开发测试及系统测试平台开发，核心技术包括永磁同步电机设计与优化、高效控制算法、高速减速器、散热结构、NVH和功能安全开发。公司已开发两个集成化电驱动系统平台，最高效率94%，效率高于85%的高效区占比87%，功率密度1.72kW/kg。公司试验中心通过CNAS认证，参与4项电驱动系统性能和测试国家及行业标准起草；2020年智能装备整体解决方案收入13.13亿元，研发投入占比9.06%，研发人员452人，发明专利232项，2020年新增发明专利43项。,127,58,58,0,3,22,11,8,11,3,14,0.2413793103448276,3,-11,2.189655172413793,,glm4_dewrap_join_full543_20260705
688162_1211492657_glm4_dewrap_join_chunk_0008,688162,巨一科技,1211492657,8,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688162_1211492657_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6575,6086,3965,3965,16,3965,336,336,发行人白车身智能连接生产线可达4-8车型共线、换型51S、生产节拍43S，在2020年中国焊接机器人系统集成商竞争力排行榜列第一；包边专机两步包边节拍25S、包边角度150°，伺服铆接合格率99.5%，并交付蔚来ES8、奇瑞捷豹路虎XFL轻量化车身项目。动力总成智能装测生产线整线节拍19S、年产能90万台，在线测量精度±0.003mm、测量合格率≥99.5%，EOL测试扭矩控制精度±0.2%FS、转速控制精度±1rpm。公司电驱动系统2020年收入1.68亿元，电机市占率1.97%、电控市占率2.00%，驱动电机峰值效率97.0%、功率比重量4.7kW/kg，控制器体积功率密度27.0kW/L，三合一批量产品系统峰值效率＞93.5%、功率比重量1.72kW/kg。,168,69,69,0,2,8,7,10,29,13,42,0.6086956521739131,3,-39,3.3768115942028984,,glm4_dewrap_join_full543_20260705
688162_1211492657_glm4_dewrap_join_chunk_0009,688162,巨一科技,1211492657,9,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688162_1211492657_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7542,7157,3986,3986,16,3986,366,366,"公司拥有通过CNAS认证的电驱动系统试验中心，并建有国家企业技术中心、自动化装备技术国家地方联合工程研究中心等平台；先后主持或参与国家重点研发计划、国家科技支撑计划、国家智能制造专项、国家863计划等40余项，获安徽省科学技术一等奖3项、中国专利优秀奖3项、安徽省专利金奖1项，拥有授权发明专利232项、软件著作权123项，参与制定国家和行业标准7项。公司客户资源覆盖国内外知名整车、零部件和动力电池厂商，并多次获得奇瑞捷豹路虎、北汽、神龙、吉利、江淮、奇瑞、上汽变速器等优秀供应商奖项。报告期汽车行业收入占主营业务收入97.53%、89.98%、92.61%、94.55%；智能装备项目期末执行数量由2018年101个增至2021年6月末188个，电驱动系统2021年上半年产销量恢复，电机销量29,612台、电控29,580台。",183,72,72,0,1,25,12,14,15,5,20,0.2777777777777778,3,-17,2.4444444444444446,,glm4_dewrap_join_full543_20260705
688162_1211492657_glm4_dewrap_join_chunk_0010,688162,巨一科技,1211492657,10,16,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688162_1211492657_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6486,5938,3962,3962,16,3962,341,341,"公司新能源电驱动系统2021年1-6月电机收入7,743.96万元、销量28,849台、均价2,684.31元，电机控制器收入8,251.34万元、销量28,817台、均价2,863.36元；2019年广汽本田、东风本田新车型量产带动电机、电控销量和均价上升，2021年上半年均价下降主要受客户产品型号结构影响。报告期前五大客户销售占营业收入比例为71.71%、54.97%、50.57%、50.89%，不存在单一客户销售超过50%或关联权益情形。智能装备业务前五大客户占比分别为70.48%、64.44%、57.43%、58.96%；新能源汽车电驱动系统业务前五大客户占比分别为98.86%、97.57%、96.29%、98.87%，客户集中度与同行业可比公司相比不存在重大差异。",171,63,63,0,2,8,10,10,25,8,33,0.5238095238095238,3,-30,3.142857142857143,,glm4_dewrap_join_full543_20260705
