custom_id,sec_code,sec_name,chunk_index,summary_token_proxy,relevant_score,summary_text,old_summary_token_proxy,old_relevant_score,old_summary_text,summary_token_proxy_delta,relevant_score_delta
688317_1209084097_glm4_dewrap_join_chunk_0001,688317,之江生物,1,108,1.8333333333333333,公司是国内分子诊断领军企业，专注于分子诊断试剂及仪器设备的研发、生产和销售，拥有纳米磁珠制备、多重实时荧光定量PCR等核心技术。公司新冠病毒核酸检测试剂被列入WHO应急使用清单，销往全球40多个国家和地区。公司拥有94项医疗器械注册证书，27项专利。公司主要产品为分子诊断试剂及仪器设备，覆盖感染性疾病诊断等领域。报告期内，公司主营业务收入主要为试剂销售，占比72.76%。公司采取以销定产的生产模式，通过直销和经销模式销售产品。,145,2.4479166666666665,公司专注分子诊断试剂及仪器设备研发、生产和销售，拥有纳米磁珠制备、全自动核酸提取、多重实时荧光定量PCR等核心技术，产品覆盖HPV、呼吸道、肝炎、肠道、生殖道感染及核酸提取等领域。公司新冠病毒核酸检测试剂于2020年1月26日取得国内首批注册证且为第一张证书，随后获欧盟CE、澳大利亚TGA认证并列入WHO应急使用清单，产品及设备销往全球40多个国家和地区。截至签署日，公司取得94项国内医疗器械注册证书/备案凭证、245个产品获欧盟CE认证、国内授权专利27项，其中发明专利18项；2017年至2020年一季度主营收入主要来自核酸检测试剂盒，2020年1-3月占比72.76%。,-37,-0.6145833333333333
688317_1209084097_glm4_dewrap_join_chunk_0002,688317,之江生物,2,150,1.5806451612903225,公司开发小型便携式PCR检测仪，实现PCR检测POCT化，与Autrax配套使用，提高市场竞争力。公司自2015年起开发便携式PCR分析仪，委托Bio Molecular Systems Pty Ltd开发Mic qPCR检测仪，目前向其定制采购功能模块进行整机组装和测试。公司仪器设备采用“优先销售，销售与投放相结合”的策略，优先销售以回笼资金，投放以培养客户使用习惯。公司自产Autrax、EX系列核酸提取仪器、Mic qPCR检测仪，其他仪器外购。公司投放仪器主要选择三级医院、区以上疾控中心等高等级客户，截至2020年3月31日，向三级医院、区以上疾控中心投放设备占全部投放设备原值比例为61.69%。,159,2.3813559322033897,公司2015年起基于便携化和与Autrax配套需求开发Mic qPCR检测仪，委托Bio Molecular Systems Pty Ltd开发并定制采购模块后自行组装测试；Autrax、EX系列核酸提取仪和Mic qPCR检测仪均由发行人提出设计或技术要求并参与组装、软件嵌入、质检及入库。发行人仪器设备采取优先销售、销售与投放结合并兼有自用的模式，截至2020年3月31日累计投放设备975台、自用130台，2020年1-3月销售306台。投放客户筛选重点考虑医院等级、检测项目、区域经济及人口，截至2020年3月31日，向三级医院、区以上疾控中心投放设备占全部投放设备原值61.69%，向北京、浙江、山东、四川等地区投放设备占47.21%。,-9,-0.8007107709130672
688317_1209084097_glm4_dewrap_join_chunk_0003,688317,之江生物,3,100,1.435483870967742,报告期内，发行人向医院、政府客户等终端客户投放仪器设备，主要用于推广销售相关产品，并最终实现销售。发行人仪器设备为开放性平台，可兼容其他厂商生产的检测试剂。报告期内，发行人用于质检、设备推广的设备数量较为稳定，研发使用数量变动主要系加大试剂产品与设备适配性优化、新适配品种开发等研发投入。发行人制定了《在外设备管理制度》及《在外设备管理规程》，对设备出库流程、退换货、调拨、盘点等事项进行规范管理。,152,2.2095238095238097,报告期内，发行人外购PCR检测仪销售及投放终端客户以二级以上医院和检测中心为主；各期末自用仪器分别为74台、109台、115台和130台，2020年3月31日自用净值697.42万元，主要用于研发、质检和设备推广。2020年一季度研发设备较2019年末增加22台，主要因新冠疫情后全自动检测仪器需求增加，研发部门领用Mic qPCR检测仪用于一体化产品开发。发行人2020年1-3月向关联方出租13台设备，租赁收入6.69万元；投放仪器与试剂销量无明显线性匹配，但2017年至2019年试剂销量由505.64万人份增至770.13万人份，新增投放设备客户当期转化率为47.83%、74.51%、72.73%。,-52,-0.7740399385560677
688317_1209084097_glm4_dewrap_join_chunk_0004,688317,之江生物,4,152,1.5806451612903225,"公司盘点制度存在缺陷，2019年起完善了投放设备盘点制度，加强对盘点人员培训，要求确认设备权属。报告期内，公司自用仪器设备数量分别为74台、109台、115台、130台，待投放/未使用仪器设备分别为119台、141台、179台、123台。公司仪器设备根据用途分为存货、固定资产等类型，外购或生产完工入库的仪器设备初始确认为存货。公司每月末对仪器设备预期用途进行判断，预期用于投放的转入固定资产，用于销售的仍在存货核算。公司仪器设备销售数量逐年增加，2020年1-3月销售2,655.75万元，结转成本1,227.58万元。公司自设立以来专注于分子诊断试剂与仪器设备的研发、生产和销售，主营业务未发生重大变化。",132,2.11,"2019年起，公司针对泰州民信保溢擅自销售借出设备且2018年末盘点未发现的问题，完善投放设备盘点制度并要求确认设备权属。报告期各期末，公司仪器设备合计数量分别为933台、1,168台、1,329台和1,391台，净值分别为6,667.71万元、6,957.52万元、6,835.05万元和5,684.87万元；其中2020年3月31日投放975台、自用130台、存货150台。报告期内仪器设备销售收入分别为593.83万元、801.23万元、2,576.12万元和4,965.19万元，2020年一季度出租收入6.69万元。",20,-0.5293548387096774
688317_1209084097_glm4_dewrap_join_chunk_0005,688317,之江生物,5,129,1.3064516129032258,公司创始人邵俊斌的生物安全相关病原微生物检测新技术获得国家技术发明奖二等奖，共36个产品获得三类医疗器械注册证。公司推出Autrax全自动核酸检测前处理系统、EX系列核酸提取仪和Mic qPCR仪等仪器设备。公司产品属于按医疗器械管理的体外诊断试剂，属于生物医药领域的高端医疗设备与器械及相关服务行业。公司获得WHO预认证、欧盟CE认证、澳大利亚TGA认证、南非SAHPRA认证、印度CDSCO认证、马来西亚MDA认证、菲律宾DOH认证、新加坡HSA认证和泰国FDA认证等国际认证。公司生产经营符合国家和地方环保要求。,152,1.6517857142857142,公司发展历程显示，其自设立以来持续围绕分子诊断试剂与仪器设备研发、生产和销售，2011年底已有17个产品获三类医疗器械注册证，2015年底增至26个，截至签署日共36个产品获三类医疗器械注册证，Autrax获二类医疗器械注册证。公司2013年H7N9核酸检测试剂国内首批获三类注册证，2015年埃博拉核酸检测试剂列入WHO官方采购名录，2018年寨卡病毒核酸检测试剂列入WHO紧急使用评估和清单，2020年新冠核酸检测试剂国内首批获三类注册证并列入WHO应急使用清单。公司生产经营符合环保要求，产品按医疗器械管理，所属行业为医药制造业中的医疗仪器设备及器械制造，并对应科创板高端医疗设备与器械及相关服务领域。,-23,-0.34533410138248843
688317_1209084097_glm4_dewrap_join_chunk_0006,688317,之江生物,6,95,0.0,本部分主要列举了国家食品药品监督管理总局、国务院等机构发布的医疗器械及体外诊断行业相关法规和政策文件，包括医疗器械生产质量管理规范、医疗器械分类规则、医疗器械经营质量管理规范、体外诊断试剂注册管理办法等，以及国务院发布的关于推进新冠病毒核酸检测能力建设、加强医疗机构感染防控、促进医药产业健康发展等政策文件。这些法规和政策文件对医疗器械和体外诊断行业的发展起到了规范和指导作用。,60,0.9682539682539684,本块主要为医疗器械、体外诊断试剂及核酸检测相关监管法规和产业政策列表，内容涉及生产质量管理、注册管理、临床试验、经营监督、广告审查、新冠核酸检测能力建设、分级诊疗、体外诊断产业化等。文本未披露发行人具体业务、产品、收入、技术或市场地位事实。,35,-0.9682539682539684
688317_1209084097_glm4_dewrap_join_chunk_0007,688317,之江生物,7,64,0.6666666666666666,近年来，政府出台多项政策支持体外诊断行业发展，对公司经营发展产生积极影响。其中，“两票制”政策旨在规范行业购销秩序，减少流通环节，缩减销售渠道，建立价格追溯机制，逐步降低医药价格。目前，陕西、福建等少数省份已对诊断试剂实行“两票制”，预计后续可能扩大范围。,81,1.3611111111111112,“两票制”主要针对药品及高值医用耗材，分子诊断试剂仅在陕西、福建等少数严格实施省份被要求执行，但后续存在扩大至检测试剂领域的可能。公司在施行与未施行省份均以直销、一级经销、配送经销为主，业务模式不存在显著区别，且极少向二级经销商销售。三明联盟覆盖含福建三明在内的29个城市，执行药品耗材含诊断试剂联合限价采购及“两票制”。,-17,-0.6944444444444445
688317_1209084097_glm4_dewrap_join_chunk_0008,688317,之江生物,8,102,1.35,公司销售模式已基本符合“两票制”要求，二级经销商收入占比极低。公司具备应对“两票制”的销售能力。分子诊断是体外诊断增长最快的细分领域，凭借早识别、灵敏度高、特异性强等特点在传染病、遗传病等领域广泛应用。我国分子诊断市场起步较晚但增速迅猛，2020年市场规模预计达125亿元，年复合增长率17.01%。全球体外诊断市场集中度高，前四大公司占据半数份额。我国体外诊断市场规模持续增长，2018年已突破600亿元。,102,1.3666666666666667,若诊断试剂“两票制”全面推开，公司受影响地区经销商将主要承担配送职能，推广及终端服务由专业客户服务商或公司承担。报告期内，公司存在二级经销情况的主要经销商共8家，二级经销销售额分别为159.23万元、138.70万元、242.62万元和266.45万元，占经销收入比例分别为1.63%、1.18%、1.68%和1.99%，占比较低。公司认为现有销售模式已基本符合“两票制”要求，并将优化销售团队和经销结构。,0,-0.016666666666666607
688317_1209084097_glm4_dewrap_join_chunk_0009,688317,之江生物,9,147,1.6,公司拥有纳米磁珠制备、锁核酸等核心技术，开发了35项三类医疗器械注册证的分子诊断试剂，覆盖国家法定传染病，产品远销全球。公司仪器设备包括Autrax全自动核酸检测系统等，解决了传统分子诊断技术难题。公司在突发公共卫生安全领域贡献突出，开发了新冠病毒核酸检测试剂，成为国内首批获得注册证的企业，并取得WHO应急使用清单认证，2020年上半年销售收入达47721.41万元。公司HPV检测试剂通过国际权威实验室验证，参与WHO国际参考品协作标定，应用于浙江等省份的“两癌筛查”项目。公司已取得94项国内医疗器械注册证书/备案凭证，其中第三类36项，245个产品获欧盟CE证书，拥有27项专利。,140,2.2916666666666665,"公司拥有纳米磁珠制备、全自动核酸提取、多重实时荧光定量PCR等核心技术，已实现分子诊断试剂和仪器设备产业化，取得分子诊断试剂类三类医疗器械注册证35项。公司产品覆盖多数国家法定传染病，已开发400余种产品，取得94项国内医疗器械注册证书或备案凭证、245个欧盟CE证书、27项国内授权专利，其中发明专利18项。公司新冠核酸检测试剂为全国首批取得三类医疗器械注册证产品，2020年上半年及1-9月销售收入分别为47,721.41万元和75,639.20万元，并列入WHO应急使用清单。公司HPV试剂通过AML、VALGENT-4评估并用于多地“两癌筛查”项目。",7,-0.6916666666666664
688317_1209084097_glm4_dewrap_join_chunk_0010,688317,之江生物,10,146,2.6379310344827585,公司作为首批获得新冠病毒核酸检测试剂注册证书的企业，在新冠检测试剂集采中中标次数排名第三，仅次于达安基因和迈克生物。公司HPV检测试剂获得CFDA/NMPA和欧盟CE认证，并通过权威项目评估，可一次检测15种高危型HPV病毒。公司拥有10项呼吸道核酸检测试剂三类注册证书，产品线在同行业中较为齐全。公司自主研发的纳米磁珠制备技术打破欧美厂商垄断，实现进口替代，并出口至多个国家。公司仪器设备装机单位包括北京协和医院、中国人民解放军总医院等国内顶尖医院，根据2018年医院排行榜，国内排名前一百名的医院中有四成左右使用公司的仪器设备。公司在分子诊断领域拥有较强的技术领先优势和市场地位。,145,2.602272727272727,"公司新冠核酸检测试剂在全国16场集采中中标13次，排名第三；2020年1-6月新冠检测试剂相关产品收入53,761.01万元，公开可比上市公司中位居前列。公司产品可同时检测ORF1ab、N和E三个靶标，具备较强技术竞争力。HPV产品已获CFDA/NMPA、欧盟CE认证，通过VALGENT-4、AML评估，终端客户包括北京协和医院、中国人民解放军总医院等，2018年国内前十医院中五家为其客户。呼吸道领域取得三类注册证书10项，为同行业较齐全企业之一。公司自主研发纳米磁珠，拥有多项发明专利，并出口至德国、俄罗斯、法国、澳大利亚等国家；公司仪器设备被国内前一百名医院中约四成使用。",1,0.03565830721003138
