custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,source_dir,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model
688317_1209084097_glm4_dewrap_join_chunk_0001,688317,之江生物,1209084097,1,26,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688317_1209084097_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6644,6139,3943,3943,26,3943,glm4_dewrap_join_full543_20260705,215,215,公司是国内分子诊断领军企业，专注于分子诊断试剂及仪器设备的研发、生产和销售，拥有纳米磁珠制备、多重实时荧光定量PCR等核心技术。公司新冠病毒核酸检测试剂被列入WHO应急使用清单，销往全球40多个国家和地区。公司拥有94项医疗器械注册证书，27项专利。公司主要产品为分子诊断试剂及仪器设备，覆盖感染性疾病诊断等领域。报告期内，公司主营业务收入主要为试剂销售，占比72.76%。公司采取以销定产的生产模式，通过直销和经销模式销售产品。,108,78,78,0,15,20,18,15,8,2,10,0.1282051282051282,6,-4,1.8333333333333333,
688317_1209084097_glm4_dewrap_join_chunk_0002,688317,之江生物,1209084097,2,26,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688317_1209084097_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6298,5430,3815,3815,26,3815,glm4_dewrap_join_full543_20260705,299,305,公司开发小型便携式PCR检测仪，实现PCR检测POCT化，与Autrax配套使用，提高市场竞争力。公司自2015年起开发便携式PCR分析仪，委托Bio Molecular Systems Pty Ltd开发Mic qPCR检测仪，目前向其定制采购功能模块进行整机组装和测试。公司仪器设备采用“优先销售，销售与投放相结合”的策略，优先销售以回笼资金，投放以培养客户使用习惯。公司自产Autrax、EX系列核酸提取仪器、Mic qPCR检测仪，其他仪器外购。公司投放仪器主要选择三级医院、区以上疾控中心等高等级客户，截至2020年3月31日，向三级医院、区以上疾控中心投放设备占全部投放设备原值比例为61.69%。,150,62,62,0,15,20,12,8,5,2,7,0.11290322580645161,5,-2,1.5806451612903225,
688317_1209084097_glm4_dewrap_join_chunk_0003,688317,之江生物,1209084097,3,26,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688317_1209084097_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6413,5772,3999,3999,26,3999,glm4_dewrap_join_full543_20260705,199,199,报告期内，发行人向医院、政府客户等终端客户投放仪器设备，主要用于推广销售相关产品，并最终实现销售。发行人仪器设备为开放性平台，可兼容其他厂商生产的检测试剂。报告期内，发行人用于质检、设备推广的设备数量较为稳定，研发使用数量变动主要系加大试剂产品与设备适配性优化、新适配品种开发等研发投入。发行人制定了《在外设备管理制度》及《在外设备管理规程》，对设备出库流程、退换货、调拨、盘点等事项进行规范管理。,100,62,62,0,22,15,10,8,5,2,7,0.11290322580645161,5,-2,1.435483870967742,
688317_1209084097_glm4_dewrap_join_chunk_0004,688317,之江生物,1209084097,4,26,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688317_1209084097_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6069,5500,3625,3625,26,3625,glm4_dewrap_join_full543_20260705,304,304,"公司盘点制度存在缺陷，2019年起完善了投放设备盘点制度，加强对盘点人员培训，要求确认设备权属。报告期内，公司自用仪器设备数量分别为74台、109台、115台、130台，待投放/未使用仪器设备分别为119台、141台、179台、123台。公司仪器设备根据用途分为存货、固定资产等类型，外购或生产完工入库的仪器设备初始确认为存货。公司每月末对仪器设备预期用途进行判断，预期用于投放的转入固定资产，用于销售的仍在存货核算。公司仪器设备销售数量逐年增加，2020年1-3月销售2,655.75万元，结转成本1,227.58万元。公司自设立以来专注于分子诊断试剂与仪器设备的研发、生产和销售，主营业务未发生重大变化。",152,62,62,0,15,20,12,8,5,2,7,0.11290322580645161,6,-1,1.5806451612903225,
688317_1209084097_glm4_dewrap_join_chunk_0005,688317,之江生物,1209084097,5,26,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688317_1209084097_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7532,7033,3977,3977,26,3977,glm4_dewrap_join_full543_20260705,258,259,公司创始人邵俊斌的生物安全相关病原微生物检测新技术获得国家技术发明奖二等奖，共36个产品获得三类医疗器械注册证。公司推出Autrax全自动核酸检测前处理系统、EX系列核酸提取仪和Mic qPCR仪等仪器设备。公司产品属于按医疗器械管理的体外诊断试剂，属于生物医药领域的高端医疗设备与器械及相关服务行业。公司获得WHO预认证、欧盟CE认证、澳大利亚TGA认证、南非SAHPRA认证、印度CDSCO认证、马来西亚MDA认证、菲律宾DOH认证、新加坡HSA认证和泰国FDA认证等国际认证。公司生产经营符合国家和地方环保要求。,129,62,62,0,15,28,9,6,3,1,4,0.06451612903225806,5,1,1.3064516129032258,
688317_1209084097_glm4_dewrap_join_chunk_0006,688317,之江生物,1209084097,6,26,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688317_1209084097_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7093,6760,3981,3981,26,3981,glm4_dewrap_join_full543_20260705,189,189,本部分主要列举了国家食品药品监督管理总局、国务院等机构发布的医疗器械及体外诊断行业相关法规和政策文件，包括医疗器械生产质量管理规范、医疗器械分类规则、医疗器械经营质量管理规范、体外诊断试剂注册管理办法等，以及国务院发布的关于推进新冠病毒核酸检测能力建设、加强医疗机构感染防控、促进医药产业健康发展等政策文件。这些法规和政策文件对医疗器械和体外诊断行业的发展起到了规范和指导作用。,95,31,31,0,31,0,0,0,0,0,0,0.0,0,0,0.0,
688317_1209084097_glm4_dewrap_join_chunk_0007,688317,之江生物,1209084097,7,26,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688317_1209084097_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6185,5358,3991,3991,26,3991,glm4_dewrap_join_full543_20260705,128,128,近年来，政府出台多项政策支持体外诊断行业发展，对公司经营发展产生积极影响。其中，“两票制”政策旨在规范行业购销秩序，减少流通环节，缩减销售渠道，建立价格追溯机制，逐步降低医药价格。目前，陕西、福建等少数省份已对诊断试剂实行“两票制”，预计后续可能扩大范围。,64,48,48,0,24,18,4,2,0,0,0,0.0,3,3,0.6666666666666666,
688317_1209084097_glm4_dewrap_join_chunk_0008,688317,之江生物,1209084097,8,26,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688317_1209084097_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6966,6501,3973,3973,26,3973,glm4_dewrap_join_full543_20260705,204,204,公司销售模式已基本符合“两票制”要求，二级经销商收入占比极低。公司具备应对“两票制”的销售能力。分子诊断是体外诊断增长最快的细分领域，凭借早识别、灵敏度高、特异性强等特点在传染病、遗传病等领域广泛应用。我国分子诊断市场起步较晚但增速迅猛，2020年市场规模预计达125亿元，年复合增长率17.01%。全球体外诊断市场集中度高，前四大公司占据半数份额。我国体外诊断市场规模持续增长，2018年已突破600亿元。,102,60,60,0,15,25,10,5,4,1,5,0.08333333333333333,6,1,1.35,
688317_1209084097_glm4_dewrap_join_chunk_0009,688317,之江生物,1209084097,9,26,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688317_1209084097_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7459,7018,3988,3988,26,3988,glm4_dewrap_join_full543_20260705,294,294,公司拥有纳米磁珠制备、锁核酸等核心技术，开发了35项三类医疗器械注册证的分子诊断试剂，覆盖国家法定传染病，产品远销全球。公司仪器设备包括Autrax全自动核酸检测系统等，解决了传统分子诊断技术难题。公司在突发公共卫生安全领域贡献突出，开发了新冠病毒核酸检测试剂，成为国内首批获得注册证的企业，并取得WHO应急使用清单认证，2020年上半年销售收入达47721.41万元。公司HPV检测试剂通过国际权威实验室验证，参与WHO国际参考品协作标定，应用于浙江等省份的“两癌筛查”项目。公司已取得94项国内医疗器械注册证书/备案凭证，其中第三类36项，245个产品获欧盟CE证书，拥有27项专利。,147,60,60,0,15,18,12,8,5,2,7,0.11666666666666667,6,-1,1.6,
688317_1209084097_glm4_dewrap_join_chunk_0010,688317,之江生物,1209084097,10,26,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688317_1209084097_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6758,6280,3954,3954,26,3954,glm4_dewrap_join_full543_20260705,292,292,公司作为首批获得新冠病毒核酸检测试剂注册证书的企业，在新冠检测试剂集采中中标次数排名第三，仅次于达安基因和迈克生物。公司HPV检测试剂获得CFDA/NMPA和欧盟CE认证，并通过权威项目评估，可一次检测15种高危型HPV病毒。公司拥有10项呼吸道核酸检测试剂三类注册证书，产品线在同行业中较为齐全。公司自主研发的纳米磁珠制备技术打破欧美厂商垄断，实现进口替代，并出口至多个国家。公司仪器设备装机单位包括北京协和医院、中国人民解放军总医院等国内顶尖医院，根据2018年医院排行榜，国内排名前一百名的医院中有四成左右使用公司的仪器设备。公司在分子诊断领域拥有较强的技术领先优势和市场地位。,146,58,58,0,0,12,15,16,12,3,15,0.25862068965517243,6,-9,2.6379310344827585,
