custom_id,sec_code,sec_name,announcement_id,source_run_name,chunk_index,chunk_count,chunk_file,chunk_token_proxy,chunk_chars,chunk_compact_chars,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,Redundancy_chunk,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target
688021_1207048360_tok_chunk_0001,688021,奥福环保,1207048360,star_token_proxy_150_20260630,1,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0001.txt,3966,9069,7932,325.0,325.0,公司专注蜂窝陶瓷技术研发应用，主要产品为直通式载体、DPF、节能蓄热体及以蜂窝陶瓷为核心部件的RTO、RCO等VOCs废气处理设备，应用于柴油车尾气处理及石化、印刷、医药、电子等行业废气治理。发行人持续承担“十一五”至“十三五”汽车尾气污染治理国家863计划和国家重点研发计划关键课题，自主研发大尺寸蜂窝陶瓷载体，打破国外垄断并填补国内空白。截至2019年8月23日，公司已有147项国六等排放标准测试项目，产品供应优美科、庄信万丰、巴斯夫等催化剂厂商，并进入中国重汽、潍柴动力、玉柴动力、康明斯、戴姆勒等供应商名录。公司VOCs设备相关技术被环保部、科技部评定为先进技术，服务中石化、中石油、齐鲁制药等客户，主营业务自2009年成立以来未重大变化。,163.0,86.0,86.0,0.0,12.0,50.0,8.0,7.0,6.0,3.0,9.0,0.1046511627906976,4.0,-5.0,1.4651162790697674,,24.33128834355828,100,35,25.214321734745337,8.825012607160867
688021_1207048360_tok_chunk_0002,688021,奥福环保,1207048360,star_token_proxy_150_20260630,2,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0002.txt,3990,8879,7980,321.0,321.0,柴油车国六阶段需在国五基础上加装DPF，重型柴油车需大尺寸高规格蜂窝陶瓷载体组成处理系统以处理NOx、PM、CO、HC及NH3等污染物。公司研发带头人参与863重点攻关课题并攻克大尺寸蜂窝陶瓷载体技术，发行人完成产业化建设，相关成果被评定为打破国外垄断、填补国内空白，发行人及潘吉庆作为第三完成单位及个人获国家科学技术进步二等奖。发行人自主构建以堇青石材料结构及结晶控制技术、高性能蜂窝陶瓷载体制备工艺技术为核心的技术和生产体系，掌握大尺寸载体从配方、模具到烧成控制的规模化生产关键技术。国六柴油车采用DOC-DPF-SCR-ASC路线，DPF捕集效率高达95%，SCR还原NOx效率高达95%，公司聚焦柴油车大尺寸载体，与国六技术路线匹配。,161.0,92.0,92.0,0.0,9.0,58.0,9.0,7.0,6.0,3.0,9.0,0.0978260869565217,4.0,-5.0,1.4782608695652173,,24.782608695652176,97,36,24.31077694235589,9.022556390977444
688021_1207048360_tok_chunk_0003,688021,奥福环保,1207048360,star_token_proxy_150_20260630,3,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0003.txt,3935,8751,7870,340.0,340.0,公司自2009年成立以来专注蜂窝陶瓷技术，产品从节能蓄热体延伸至技术要求更高的内燃机尾气处理催化剂载体，并选择柴油车蜂窝陶瓷载体作为主要产品。发行人研发带头人参与863课题并攻克大尺寸蜂窝陶瓷载体技术，公司完成产业化，相关SCR技术成果被评定为打破国外垄断、填补国内空白，并获国家科学技术进步二等奖。公司抓住柴油车国四、国五排放升级带来的认证窗口，进入整车供应商体系，并因中国重汽等客户需求战略聚焦大尺寸载体。公司VOCs废气处理设备由节能蓄热体衍生，节能蓄热体为RTO、RCO核心部件；公司可量产热膨胀系数≤0.60×10-6/℃、SCR/DOC壁厚≤3mil、目数300-600、DPF过滤效率≥95%、GPF和DPF颗粒捕捉效率≥99%的产品，相关指标符合《指导目录》要求。,170.0,80.0,80.0,0.0,8.0,49.0,8.0,6.0,6.0,3.0,9.0,0.1125,4.0,-5.0,1.525,,23.147058823529413,161,47,40.914866581956794,11.944091486658195
688021_1207048360_tok_chunk_0004,688021,奥福环保,1207048360,star_token_proxy_150_20260630,4,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0004.txt,3930,8788,7859,319.0,319.0,"蜂窝陶瓷载体随排放法规升级迭代加快，重型柴油车SCR载体由国四壁厚7mil、热膨胀系数≤1.25×10-6/℃提升至国六壁厚3-5mil、热膨胀系数≤0.50×10-6/℃，DPF还需满足孔隙率和中值孔径指标。公司SCR载体生产工艺有19道工序、DPF有23道工序，蜂窝陶瓷载体制造涉及材料配比、混料、模具、挤出、干燥、烧成、温场控制等多环节，量产稳定性构成技术壁垒。全球蜂窝陶瓷载体长期由康宁和NGK垄断，二者合计约占全球90%以上市场份额，大尺寸重型柴油车载体格局仍由其主导。公司核心产品蜂窝陶瓷载体处于内燃机尾气后处理产业链前端，国四国五已取得柴油机型式核准证书，2019年1-6月国五大尺寸车用SCR载体收入7,340.59万元。",160.0,84.0,84.0,0.0,8.0,53.0,8.0,6.0,6.0,3.0,9.0,0.1071428571428571,4.0,-5.0,1.5,,24.5625,122,80,31.043256997455472,20.356234096692113
688021_1207048360_tok_chunk_0005,688021,奥福环保,1207048360,star_token_proxy_150_20260630,5,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0005.txt,3844,8853,7687,327.0,327.0,"公司产品用于商用货车中的柴油车，重型商用货车前五大厂商一汽解放、东风汽车、中国重汽、陕汽汽车和福田汽车2015-2017年产量合计占比均超过80%，且均使用发行人产品。国六阶段柴油车需采用DOC+DPF+SCR+ASC路线，重型商用车平均排量10L，对应单车SCR、DOC、DPF使用体积分别为20L、7L、15L。发行人DPF产品2018年开始量产并出口美国汽车后市场，成为AP、Skyline等主要汽车后市场服务商的直接供应商。预计2025年我国汽车行业蜂窝陶瓷载体需求量达26,010万升、市场空间近100亿元，全球汽车市场需求达74,100万升、约250亿元；VOCs设备方面，公司所处行业核心技术包括蓄热燃烧、蓄热催化燃烧及蜂窝陶瓷蓄热体应用。",164.0,89.0,89.0,0.0,10.0,61.0,5.0,4.0,6.0,3.0,9.0,0.1011235955056179,4.0,-5.0,1.3707865168539326,,23.4390243902439,71,20,18.47034339229969,5.202913631633715
688021_1207048360_tok_chunk_0006,688021,奥福环保,1207048360,star_token_proxy_150_20260630,6,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0006.txt,3900,8593,7800,330.0,330.0,国六、非道路第四阶段及船舶排放标准实施将推动蜂窝陶瓷载体需求，并淘汰技术能力较弱厂商；康宁和NGK长期占据全球约90%市场份额，国内载体厂商国产替代进程加快。发行人蜂窝陶瓷载体国内市场占有率上升，装载公司SCR载体的商用货车占我国商用货车比例由2016年3.50%升至2018年9.49%，装载公司大尺寸SCR载体的重型商用货车占比2016-2018年分别为10.13%、17.24%、16.85%。截至2016年2月17日国五压燃式发动机型式核准证书统计，公司取得42个，仅次于NGK的184个和康宁的70个，位于国内载体厂商首位。公司下游包括机动车、船舶、非道路移动机械及石化、化学、印刷、汽车制造、医药等VOCs设备客户，国六及VOCs监管趋严扩大需求。,165.0,95.0,95.0,0.0,8.0,58.0,8.0,8.0,9.0,4.0,13.0,0.1368421052631579,5.0,-8.0,1.6210526315789473,,23.636363636363637,114,48,29.23076923076923,12.307692307692308
688021_1207048360_tok_chunk_0007,688021,奥福环保,1207048360,star_token_proxy_150_20260630,7,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0007.txt,3851,8813,7701,373.0,374.0,康宁2018年环境科技产品收入12.89亿美元，NGK 2017年收入41.01亿美元，二者为全球蜂窝陶瓷载体领导者；公司与其相比产品售价较低，直通式载体价格区间为20-50元/升、壁流式载体为50-100元/升。公司深耕柴油车大尺寸蜂窝陶瓷载体，客户覆盖优美科、庄信万丰、重汽橡塑、贵研催化、中自环保、威孚环保、艾可蓝等主要催化剂厂商，国五压燃式发动机型式核准证书42个、国六重型燃气车型式检验公告车型14个。技术指标方面，公司直通式载体热膨胀系数最优0.16×10-6℃-1、壁厚3mil，DPF热膨胀系数0.27×10-6℃-1、壁厚9mil、背压8.9in.H2O，GPF热膨胀系数0.44×10-6℃-1、抗热震稳定性750℃。公司大尺寸SCR及DPF核心指标与国外竞争对手处于同一水平，发行人蜂窝陶瓷载体技术被概括为国内领先、国际先进。,187.0,92.0,92.0,0.0,8.0,28.0,12.0,11.0,22.0,11.0,33.0,0.358695652173913,5.0,-28.0,2.4782608695652173,,20.593582887700535,136,76,35.315502466891715,19.735133731498312
688021_1207048360_tok_chunk_0008,688021,奥福环保,1207048360,star_token_proxy_150_20260630,8,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0008.txt,3956,8746,7911,424.0,424.0,"公司2018年主营业务收入24,827.21万元，其中VOCs废气处理设备业务收入5,682.12万元，主要产品包括工业VOCs、NOx等废气处理RTO、RCO设备。公司截至2019年6月30日有研发人员75人，占总人数13.37%，已结题或参与“十一五”至“十三五”国家863计划和国家重点研发计划课题11项。公司掌握堇青石材料合成与晶体生长控制、SCR/DPF/DOC大载体配方、DPF非对称孔结构大载体配方、GPF配方、模具设计制造和窑炉温度自动控制及烧成技术，关键指标达到国际先进水平。公司2016年自建25,000m3/h工业窑炉废气处理工程采用的旋转式蓄热燃烧净化技术入选环保部2016年国家先进污染防治技术目录。公司参与的“重型柴油车污染排放控制高效SCR技术研发及产业化”获2014年国家科学技术进步二等奖，大尺寸SCR载体报告期收入占营业收入49.98%-76.06%，2019年1-6月收入7,404.18万元、占56.55%。",212.0,91.0,91.0,0.0,7.0,19.0,8.0,13.0,28.0,16.0,44.0,0.4835164835164835,5.0,-39.0,2.923076923076923,,18.660377358490567,405,144,102.37613751263903,36.400404448938325
688021_1207048360_tok_chunk_0009,688021,奥福环保,1207048360,star_token_proxy_150_20260630,9,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0009.txt,3853,8739,7705,271.0,271.0,"奥福环保与优美科、庄信万丰、巴斯夫等外资催化剂厂商及重汽橡塑、威孚环保、中自环保、贵研催化、艾可蓝等国内配套企业建立长期合作，并进入中国重汽、潍柴动力、玉柴动力、康明斯、戴姆勒等供应商名录。公司VOCs设备已布局石化、化学、印刷、环保、汽车制造、医药等行业，客户包括中石化、中石油、索通发展、信立泰等。公司蜂窝陶瓷载体2019年1-6月产能367.50万升、销量328.16万升，2018年收入18,147.70万元、占主营73.21%，2019年1-6月收入占比升至90.95%；前五大客户销售7,916.42万元、占营业收入60.46%。",136.0,72.0,72.0,0.0,10.0,9.0,16.0,25.0,10.0,2.0,12.0,0.1666666666666666,3.0,-9.0,2.3055555555555554,,28.330882352941178,102,31,26.47287827666753,8.045678691928368
688021_1207048360_tok_chunk_0010,688021,奥福环保,1207048360,star_token_proxy_150_20260630,10,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0010.txt,3960,9534,7920,272.0,272.0,"报告期内发行人前五大客户较稳定，2018年前五大客户销售15,178.85万元、占61.14%，2017年为15,530.16万元、占79.19%，2016年为6,297.83万元、占67.81%。蜂窝陶瓷载体主要客户与公司长期合作，2019年1-6月优美科、重汽橡塑、中自环保、庄信万丰、潍柴净化分别采购111.05万升、68.77万升、22.88万升、19.62万升、25.17万升。公司向主要客户销售金额远低于客户营业收入，采购规模与经营规模相符；蜂窝陶瓷载体客户基本每月下达1-2次订单，VOCs设备按产线环保需求采购、交易连续性较弱。",136.0,85.0,85.0,0.0,8.0,12.0,18.0,28.0,16.0,3.0,19.0,0.2235294117647059,3.0,-16.0,2.4823529411764707,,29.11764705882353,58,10,14.646464646464647,2.5252525252525255
688021_1207048360_tok_chunk_0011,688021,奥福环保,1207048360,star_token_proxy_150_20260630,11,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0011.txt,3961,9327,7921,292.0,292.0,"节能蓄热体客户以钢厂为主，2018年公司向江苏沙钢集团销售496.02万元，而其当年收入2,410亿元，采购规模与经营规模相符；钢厂热工设备通常2-4个月检修更换，蓄热体采购周期与生产特点相符。新增主要客户中，中自环保2019年1-6月采购蜂窝陶瓷载体655.38万元、占营业收入5.01%；优美科2017年和2018年分别采购5,004.87万元、3,751.78万元。公司主要原材料包括滑石、氧化铝、高岭土、纤维素、钢材、燃烧器、保温棉，2019年1-6月前五大供应商采购额3,293.41万元、占46.21%。核心原材料单价整体上升，国五、国六产品研发和备料推动高性能原料采购。",146.0,91.0,91.0,0.0,8.0,13.0,20.0,27.0,19.0,4.0,23.0,0.2527472527472527,4.0,-19.0,2.5274725274725274,,27.13013698630137,65,5,16.409997475385005,1.2623074981065388
688021_1207048360_tok_chunk_0012,688021,奥福环保,1207048360,star_token_proxy_150_20260630,12,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0012.txt,3977,9939,7954,255.0,255.0,"报告期内发行人与前五大供应商、客户无关联关系，相关董事、监事、高级管理人员、核心人员、主要关联方及5%以上股东未在上述供应商或客户中占有权益。截至报告期末，公司固定资产原值24,504.05万元，账面价值18,415.80万元，成新率75.15%，其中房屋建筑物账面价值10,835.35万元、机器设备6,993.62万元。主要设备包括91台窑炉、16台挤出机、3台打孔机、31台模具加工机床等，服务于蜂窝陶瓷载体烧制、成型、DPF打孔和模具制作；公司及子公司拥有多处生产房屋和土地，部分资产用于银行借款抵押。",128.0,76.0,76.0,0.0,7.0,10.0,20.0,23.0,14.0,2.0,16.0,0.2105263157894736,3.0,-13.0,2.4342105263157894,,31.0703125,81,52,20.36711088760372,13.075182298214735
