custom_id,sec_code,sec_name,announcement_id,source_run_name,chunk_index,chunk_count,chunk_file,chunk_token_proxy,chunk_chars,chunk_compact_chars,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,Redundancy_chunk,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target
688021_1207048360_tok_chunk_0001,688021,奥福环保,1207048360,star_token_proxy_150_20260630,1,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0001.txt,3966,9069,7932,211,211,公司专注蜂窝陶瓷技术，产品包括直通式载体、DPF、节能蓄热体及VOCs废气处理设备。公司重点产业化大尺寸蜂窝陶瓷载体，打破国外厂商多年技术垄断并填补国内空白。发行人及研发带头人持续承担十一五至十三五期间国家863计划和国家重点研发计划关键课题。截至2019年8月23日，公司已有147项国六等排放标准测试项目。公司蜂窝陶瓷载体供应优美科、庄信万丰、巴斯夫等催化剂厂商，并进入中国重汽、潍柴动力、康明斯、戴姆勒等供应商名录。,106,86,86,0,12,31,20,12,8,3,11,0.127906976744186,5,-6,1.7906976744186047,,37.41509433962264,100,35,25.214321734745337,8.825012607160867
688021_1207048360_tok_chunk_0002,688021,奥福环保,1207048360,star_token_proxy_150_20260630,2,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0002.txt,3990,8879,7980,201,201,公司研发带头人参与863重点攻关课题并攻克大尺寸蜂窝陶瓷载体技术，发行人完成产业化建设。相关成果被评定为打破国外垄断、填补国内空白，发行人及潘吉庆作为第三完成单位及个人获国家科学技术进步二等奖。发行人构建堇青石材料结构及结晶控制技术、高性能蜂窝陶瓷载体制备工艺技术体系，掌握大尺寸载体规模化生产关键技术。发行人及技术研发带头人连续承担十一五、十二五、十三五期间国家863计划和国家重点研发计划关键课题。,101,78,78,0,8,42,18,5,3,2,5,0.0641025641025641,4,-1,1.4743589743589745,,39.504950495049506,97,36,24.31077694235589,9.022556390977444
688021_1207048360_tok_chunk_0003,688021,奥福环保,1207048360,star_token_proxy_150_20260630,3,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0003.txt,3935,8751,7870,214,214,公司自2009年成立以来专注蜂窝陶瓷技术，产品由节能蓄热体拓展至内燃机尾气处理催化剂载体。公司研发带头人参与863课题并攻克大尺寸蜂窝陶瓷载体技术，发行人完成产业化建设并获国家科学技术进步二等奖。公司柴油车载体切入国四SCR载体认证机遇，进入整车供应商体系。公司目前能够量产热膨胀系数、壁厚和目数符合《指导目录》限值的蜂窝陶瓷载体。奥福环保产品热膨胀系数≤0.29×10-6℃-1、颗粒捕捉效率≥99%、DPF过滤效率≥95%。,107,72,72,0,7,37,18,3,5,2,7,0.0972222222222222,5,-2,1.5555555555555556,,36.77570093457944,161,47,40.914866581956794,11.944091486658195
688021_1207048360_tok_chunk_0004,688021,奥福环保,1207048360,star_token_proxy_150_20260630,4,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0004.txt,3930,8788,7859,137,137,公司SCR载体生产工艺有19道工序，DPF生产工艺有23道工序。康宁和NGK合计约占全球蜂窝陶瓷载体90%以上市场份额，重型柴油车大尺寸载体市场仍由二者主导。公司SCR载体用于中国重汽HOWO-T7H平台。发行人国四柴油机型式核准证书103个、国五柴油机型式核准证书72个。,69,90,90,0,8,43,23,8,6,2,8,0.0888888888888888,4,-4,1.6333333333333333,,56.95652173913044,122,80,31.043256997455472,20.356234096692113
688021_1207048360_tok_chunk_0005,688021,奥福环保,1207048360,star_token_proxy_150_20260630,5,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0005.txt,3844,8853,7687,252,252,"2017年我国重型商用货车前五大厂商产量合计96.06万辆，占全国83.55%，且均使用发行人产品。国六柴油车需采用DOC+DPF+SCR+ASC技术路线，重型商用车单车SCR、DOC、DPF使用体积分别为20L、7L、15L。2018年发行人开始量产DPF并出口美国后市场，成为AP、Skyline等直接供应商。预计2025年全球汽车市场蜂窝陶瓷载体规模达74,100万升，按公司2018年单价估算需求约250亿元。预计2025年中国汽车行业蜂窝陶瓷载体需求量达26,010万升，市场空间近100亿元。",126,70,70,0,6,36,17,4,5,2,7,0.1,5,-2,1.6,,30.50793650793651,71,20,18.47034339229969,5.202913631633715
688021_1207048360_tok_chunk_0006,688021,奥福环保,1207048360,star_token_proxy_150_20260630,6,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0006.txt,3900,8593,7800,233,233,2016至2018年装载公司SCR载体的商用货车占我国商用货车比例分别为3.50%、8.06%、9.49%。2016至2018年装载公司大尺寸SCR载体的重型商用货车占我国重型商用货车比例分别为10.13%、17.24%、16.85%。截至2016年2月17日，公司取得国五压燃式发动机型式核准证书42个，位列国内载体厂商首位。康宁和NGK占据全球蜂窝陶瓷载体约90%市场份额。公司国内市场占有率逐年上升，市场竞争地位增强。VOCs废气处理设备市场暂无权威统计数据。,117,82,82,0,5,39,23,5,7,3,10,0.1219512195121951,6,-4,1.7439024390243902,,33.333333333333336,114,48,29.23076923076923,12.307692307692308
688021_1207048360_tok_chunk_0007,688021,奥福环保,1207048360,star_token_proxy_150_20260630,7,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0007.txt,3851,8813,7701,270,270,"2018年奥福环保蜂窝陶瓷载体收入18,147.70万元，国内市场与其他国内厂商合计不足10%。奥福环保主要产品包括柴油车、船用直通式载体、DPF和GPF，国五压燃式发动机型式核准证书42个、国六重型燃气车型式检验公告14个。公司大尺寸蜂窝陶瓷载体制造技术及产业化打破国外垄断、填补国内空白。公司热膨胀系数最优参数0.16×10-6℃-1，优于国内其他公司报道参数0.8×10-6℃-1。公司DPF背压8.9inH2O，低于国外公司10.6inH2O。公司大尺寸DPF热膨胀系数0.27×10-6℃-1、壁厚9mil、背压8.9inH2O。",135,92,92,0,8,24,19,11,18,12,30,0.3260869565217391,6,-24,2.467391304347826,,28.525925925925925,136,76,35.315502466891715,19.735133731498312
688021_1207048360_tok_chunk_0008,688021,奥福环保,1207048360,star_token_proxy_150_20260630,8,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0008.txt,3956,8746,7911,244,244,截至2019年6月30日，公司研发人员75人，占总人数13.37%。公司及技术研发带头人承担十一五至十三五期间11项国家技术课题项目。公司拥有SCR、DPF、DOC大载体配方技术、DPF非对称孔结构大载体配方技术和GPF配方技术。公司具备国六柴油车和汽油车全系列载体生产能力，可整套供应。2014年发行人参与的重型柴油车污染排放控制高效SCR技术研发及产业化获国家科学技术进步二等奖。报告期内大尺寸SCR载体收入占营业收入比重分别为63.61%、76.06%、49.98%、56.55%。,122,98,98,0,6,22,18,13,26,13,39,0.3979591836734694,6,-33,2.7142857142857144,,32.42622950819672,405,144,102.37613751263903,36.400404448938325
688021_1207048360_tok_chunk_0009,688021,奥福环保,1207048360,star_token_proxy_150_20260630,9,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0009.txt,3853,8739,7705,260,260,"公司与优美科、庄信万丰、巴斯夫等外资催化剂厂商及重汽橡塑、威孚环保、中自环保等国内客户建立长期合作。公司进入中国重汽、潍柴动力、玉柴动力、康明斯、戴姆勒等供应商名录。公司VOCs设备客户覆盖石化、化学、印刷、环保、汽车制造、医药等行业，包括中国石化、中国石油、索通发展、信立泰等。2019年1-6月公司前五大客户销售额7,916.42万元，占营业收入60.46%。2018年公司前五大客户销售额15,178.85万元，占营业收入61.14%。2017年公司前五大客户销售额15,530.16万元，占营业收入79.19%。",130,83,83,0,5,13,16,15,22,12,34,0.4096385542168674,6,-28,2.8674698795180724,,29.638461538461538,102,31,26.47287827666753,8.045678691928368
688021_1207048360_tok_chunk_0010,688021,奥福环保,1207048360,star_token_proxy_150_20260630,10,15,results/star_token_proxy_250_late50_20260702/chunks/688021_1207048360_tok_chunk_0010.txt,3960,9534,7920,310,310,"2018年中国重汽集团济南橡塑件有限公司向公司采购蜂窝陶瓷载体5,980.38万元、VOCs设备308.40万元。2017年中国重汽集团济南橡塑件有限公司向公司采购蜂窝陶瓷载体7,421.82万元，占营业收入37.84%。2016年中国重汽集团济南橡塑件有限公司向公司采购蜂窝陶瓷载体4,904.53万元，占营业收入52.81%。2019年1-6月公司向优美科销售蜂窝陶瓷载体111.05万升、3,729.33万元。2018年公司向中国重汽集团济南橡塑件有限公司销售蜂窝陶瓷载体169.60万升、5,980.38万元。2017年公司向中国重汽集团济南橡塑件有限公司销售蜂窝陶瓷载体195.76万升、7,421.82万元。",155,95,95,0,7,12,18,15,30,13,43,0.4526315789473684,6,-37,2.9263157894736844,,25.548387096774192,58,10,14.646464646464647,2.5252525252525255
