custom_id,sec_code,sec_name,chunk_index,summary_token_proxy,relevant_score,summary_text,old_summary_token_proxy,old_relevant_score,old_summary_text,summary_token_proxy_delta,relevant_score_delta
688090_1207300445_glm4_dewrap_join_chunk_0001,688090,瑞松科技,1,119,1.75,发行人专注于机器人系统集成与智能制造领域，提供智能化制造系统解决方案，产品应用于汽车、汽车零部件、3C、机械等行业。在汽车焊装领域处于国内领先地位，拥有216项专利权（含发明专利41项）。长期服务丰田、本田、三菱等知名品牌，入选中国工程院“制造业创新设计”十大案例。主要产品包括机器人自动化生产线、机器人工作站及配件销售，核心技术涵盖自动化系统集成控制、机器人仿真离线应用等。公司为广汽丰田提供自动化焊装生产线，采用160多台机器人，生产节拍52秒/台，设备稼动率超95%。,152,2.126984126984127,发行人专注机器人系统集成与智能制造，提供成套智能化、柔性化制造系统解决方案，产品主要用于汽车焊装并拓展至汽车零部件、3C、机械、电梯、摩托车、船舶等行业，不从事机器人本体及关键零部件业务。报告期内汽车制造行业收入占比分别为57.12%、55.65%、77.20%、69.44%，机器人自动化生产线为核心产品。发行人及控股子公司截至2019年6月30日取得216项专利、28项软件著作权，在申请专利109项，并为中国机器人产业联盟副会长单位等。公司长期服务丰田、本田、三菱、马自达、广汽乘用车、比亚迪、德赛电池等客户，在广汽丰田TNGA平台焊装线项目中使用160多台机器人，节拍52秒/台、稼动率超过95%。,-33,-0.376984126984127
688090_1207300445_glm4_dewrap_join_chunk_0002,688090,瑞松科技,2,125,1.6451612903225807,发行人研发的机器人智能滚边系统应用于汽车车身覆盖件装配，提升自动化水平。公司掌握电梯生产自动传送、铆接、检测等关键技术，实现层板生产工艺无人化。公司为手机电池设计建造精密装配机器人生产线，采用模块化柔性设计，装配精度达微米级。公司为摩托车、电动车设计轻量化焊接生产线，运用全自动抛光打磨、机器人缝焊等技术。公司机器人工作站集成机器人本体、夹具、焊枪等，实现焊接、机械加工等功能。公司主营业务收入中，机器人自动化生产线占比最高，达81.92%，机器人工作站和配件销售占比分别为11.70%和6.38%。,141,2.2058823529411766,发行人主要产品为机器人自动化生产线、机器人工作站和机器人配件销售，2019年1-6月收入占比分别为81.92%、11.70%、6.38%，自动化生产线长期贡献主要收入。公司在电梯生产线中掌握自动传送定位、自动铆接、自动上料、自动检测和包装等技术，并研发抽芯铆接、拉铆、无铆、锁铆等工艺。发行人为国际品牌手机电池客户建设精密装配机器人生产线，采用模块化柔性线体、机器视觉、高速传输和充放电检测等技术，装配精度达微米级。公司采取以销定产、订单式生产模式，自动化生产线单个合同金额较大、生产周期较长，2018年广汽乘用车宜昌工厂侧围顶盖焊装生产线项目金额达1.14亿元。,-16,-0.5607210626185959
688090_1207300445_glm4_dewrap_join_chunk_0003,688090,瑞松科技,3,123,1.2903225806451613,公司机器人自动化生产线业务包括设计、生产、调试、预验收、现场交付和终验收等阶段，各阶段耗时因汽车制造和非汽车制造领域而异。公司设计阶段主要成本为设计人员工资和外包成本，生产阶段主要成本为人工、外包劳务、原料配件和设备折旧，调试及预验收阶段主要成本为人工和少量原料配件。公司机器人配件业务根据客户需求外购配件并进行安装调试。公司生产环节成本可以准确核算并分摊，内部控制健全有效。公司所处行业为制造业之专用设备制造业，主管部门包括工信部、发改委、科技部等，行业政策支持机器人与智能制造行业发展。,108,1.6111111111111112,发行人机器人自动化生产线项目通常经历设计、生产、调试、预验收、现场交付和终验收，汽车制造领域典型周期分别为2-4个月、2-4个月、2-3个月、0.5-1.5个月、2-4个月、6-12个月。公司生产环节按节点目标划分，成本可按项目归集或分摊，内部控制被描述为健全有效。自动化生产线业务具有非标定制、先有买主后有标的、技术协议约定参数、资产难以替代使用、合同周期通常超过一年且部分大型项目超过2年等特点，业务实质被界定为产品建造业务。,15,-0.3207885304659499
688090_1207300445_glm4_dewrap_join_chunk_0004,688090,瑞松科技,4,133,1.5666666666666669,"发行人主要使用六关节机器人，部分 SCARA 机器人应用于 3C 行业。汽车制造是工业机器人主要下游，2018 年我国汽车产量达 2,780.92 万辆，连续 9 年全球第一。汽车装备制造市场空间巨大，2017 年汽车制造业固定资产投资达 13,099.94 亿元。新能源汽车销量快速增长，2018 年达 125.60 万辆，比亚迪、北汽等进入全球销量 TOP 20。发行人在新能源汽车白车身焊装领域积累技术优势，与广汽新能源、广汽比亚迪等建立合作。公司主要汽车客户如广汽丰田、广汽本田 2018 年销量逆势增长，但 2019 年部分客户销量下滑，存在行业景气度下降风险。",130,1.5526315789473684,发行人业务中主要使用六关节机器人，部分SCARA机器人用于3C行业，发行人尚不具备机器人关键零部件生产能力。发行人在新能源汽车白车身焊装领域可复用传统汽车焊装技术、工艺和项目经验，并针对铝合金等轻量化新材料、车身结构和柔性化焊装进行研发，已与广汽新能源、广汽比亚迪新能源客车、广汽蔚来等建立合作。2018年除广汽菲克外，广汽丰田、广汽本田、广汽三菱、广汽乘用车、广汽比亚迪产销量均增长；2019年1-10月广汽丰田和广汽本田销量仍增长。若汽车行业景气度持续大幅下降，可能导致发行人应收账款回收、坏账准备及经营业绩风险。,3,0.014035087719298511
688090_1207300445_glm4_dewrap_join_chunk_0005,688090,瑞松科技,5,118,1.5666666666666669,"中国千人汽车保有量仅为 173 辆，远低于美国、日本等发达国家。汽车零部件行业市场规模稳步增长，2017 年销售收入达 37,392 亿元。工业机器人行业在国家政策支持下取得长足发展，部分核心技术已达到或接近国际先进水平。发行人主营汽车焊装生产线，已达到首台（套）标准的技术参数，最高年产能达 20.8 万台/年。工业机器人系统集成市场规模持续扩大，2017 年为 745 亿元，预计 2020 年达 1,042 亿元。行业竞争激烈，技术壁垒高，发行人凭借技术积累和项目经验，在行业中具备竞争优势。",107,1.3692307692307693,发行人所属工业机器人系统集成行业受下游汽车、汽车零部件、3C、机械、电梯、摩托车、船舶等行业需求驱动，汽车行业景气下行可能影响发行人回款和业绩。行业竞争壁垒主要来自跨学科系统集成能力、复杂项目经验、非标生产工艺、供应商准入和资金占用。发行人白车身焊装生产线已达到首台套标准中的气动电控、机器人焊接、主基准面形状公差-0.08mm至+0.03mm、基准销位置公差-0.05mm至+0.04mm、最高年产能20.8万台/年等指标。,11,0.19743589743589762
688090_1207300445_glm4_dewrap_join_chunk_0006,688090,瑞松科技,6,87,1.6,公司坚持技术领先战略，持续增加研发投入，组建了高素质研发队伍，加强核心平台技术和产品开发。公司拥有专利216项（其中发明专利41项）、软件著作权28项，核心技术收入占比达87.94%至94.11%。2018年公司市场占有率为0.88%，在汽车焊装细分市场占有率为2.66%。公司研发人员占比23.28%，设计人员占比19.54%，具备技术研发优势。,138,2.2282608695652173,"发行人从事工业机器人系统集成和汽车焊装生产线业务，生产节拍76JPH、稼动率98%、自动化率100%、数字化率100%，智能柔性水平达8车型。报告期内来自核心技术的收入分别为57,592.64万元、65,186.52万元、69,303.29万元和29,088.65万元，占营业收入87.94%、92.45%、94.11%和91.09%。截至2019年6月30日，发行人拥有主营业务相关专利216项、软件著作权28项，研发设计人员占比40.55%，2018年营业收入7.36亿元，工业机器人系统集成市场占有率0.88%、汽车焊装细分市场占有率2.66%。",-51,-0.6282608695652172
688090_1207300445_glm4_dewrap_join_chunk_0007,688090,瑞松科技,7,194,2.1774193548387095,发行人截至2019年6月30日共持有216项专利权（含发明41项）和28项计算机软件著作权，在工业机器人领域具有技术积累。公司长期为国际主流整车厂商提供重要设备，并协助自主品牌汽车提升工艺质量。公司业务已扩展至汽车零部件、3C、机械、电梯等多个行业，开发了重载机器人、搅拌摩擦焊接系统等领先工艺装备。公司拥有项目经验、本土化服务、整体技术解决方案、市场和品牌、人才团队及质量控制等多重优势，在华南地区汽车焊装机器人市场占有率较高。但公司存在资金实力相对较弱、收入规模与行业领先企业有差距、客户行业集中度较高、日系以外品牌占比低等竞争劣势。公司面临产业政策支持、市场空间广阔、技术进步等机遇，但也需应对行业企业规模普遍较小、国际厂商先发优势等挑战。公司未来将加大研发投入，巩固汽车焊装领域市场地位，拓展其他行业业务，提升运营效率和管理水平，并加强产学研合作以保持持续经营能力。,135,2.104761904761905,截至2019年6月30日，发行人及控股子公司取得216项专利权、28项软件著作权，在申请专利109项，并拥有研发人员112人、设计人员94人，员工合计481人。发行人主要产品为定制化机器人自动化生产线，产能关键环节为研发设计，产品覆盖汽车、汽车零部件、3C、机械、电梯、摩托车、船舶等行业。公司及广州瑞北、武汉瑞北通过ISO9001：2015和ISO14001：2015认证，广州瑞北八次获广汽丰田“品质优良奖”并于2017年获“品质优秀奖”；但汽车制造行业收入占比较高，报告期分别为57.12%、55.65%、77.20%和69.44%。,59,0.07265745007680469
688090_1207300445_glm4_dewrap_join_chunk_0008,688090,瑞松科技,8,97,1.6666666666666667,"报告期内，发行人通过外包设计劳务维持总工时增长，2018年产能利用率达109.67%，主营业务收入31,908.48万元，同比增长4.44%。机器人自动化生产线收入占比81.92%，地板焊装生产线收入占比45.68%。前五大客户销售占比72.64%，主要客户包括广汽乘用车、广汽丰田等汽车厂商，其产能利用率均超100%且处于扩张阶段。公司持续中标汽车客户扩产项目，合作关系具有可持续性。",159,3.011627906976744,"报告期内，发行人包括外包劳务后的总定额工时和总实际工时与收入增长相匹配，2016年至2018年产能利用率分别为116.58%、109.47%、109.67%，主营业务收入分别为65,474.44万元、70,499.60万元、73,631.64万元。机器人自动化生产线是核心收入来源，2016年至2019年1-6月收入占比分别为78.42%、82.75%、84.03%、81.92%，其中2018年地板、侧围、门盖和白车身柔性总拼焊装生产线合计占机器人自动化生产线收入90.55%。报告期前五大客户销售占营业收入比例为48.01%、51.50%、76.82%、72.64%，2019年1-6月长安马自达、广汽丰田和广汽系合计客户贡献较高。",-62,-1.3449612403100775
688090_1207300445_glm4_dewrap_join_chunk_0009,688090,瑞松科技,9,156,3.806451612903226,"报告期内，发行人对广汽系客户的销售金额合计分别为30,943.53万元、34,558.56万元、46,369.70万元和13,274.49万元，占主营业务收入比例分别为47.25%、49.04%、62.96%和41.60%。公司对广汽系客户销售规模持续增加，主要原因是广汽系客户自身产销量持续增长，产能扩建及生产线改造计划需求增加，以及公司技术实力、服务水平和产品质量持续受到广汽系客户的好评。公司主要客户的产能扩张需求较大，广汽集团2020年目标产能300万辆，较2018年增长36.18%。公司与主要客户的合作具有可持续性，未来将进一步提升技术实力和服务能力，拓展欧美系、自主品牌和新能源新锐汽车等车企领域的市场份额。",158,2.75531914893617,"报告期主要自动化生产线项目集中于广汽丰田、广汽乘用车、广汽三菱、长安马自达等客户，2016年至2019年1-6月列示前十项目销售合计分别为21,574.34万元、20,837.58万元、49,488.62万元和18,361.09万元。广汽集团2020年目标产能300万辆，较2018年增长36.18%，广汽丰田、广汽本田2018年产能利用率分别为124.88%、125.12%，部分扩建和更新项目仍在实施。发行人对广汽系客户销售金额分别为30,943.53万元、34,558.56万元、46,369.70万元和13,274.49万元，占比47.25%、49.04%、62.96%和41.60%，但相关合资企业独立运营、独立招投标。",-2,1.0511324639670558
688090_1207300445_glm4_dewrap_join_chunk_0010,688090,瑞松科技,10,153,1.6612903225806452,公司客户集中度较高，主要因国内汽车产业集中度所致。公司立足华南，在汽车白车身机器人焊装自动化生产线系统集成领域综合实力领先，与广汽系客户形成长期稳定合作。报告期内，公司对广汽系合资公司的销售金额无需合并计算披露。公司同行业可比公司客户集中度均较高，除机器人和天奇股份外。公司分业务客户集中度较高，与汽车行业经营特点一致。公司获取客户通过公开信息、行业资讯、行业交流锁定目标客户，并通过技术交流参与招投标或竞争性谈判获取订单。公司安排专门的项目经理负责各主要客户的维护与服务，建立了全生命周期跟踪、开发、服务的模式。公司正在开拓的新客户包括吉利汽车、宝能汽车、小鹏汽车等，处于拟招投标、技术方案交流等不同开拓阶段。,117,2.3037974683544302,广汽系合资企业报告期内独立运营、独立决策，与广汽集团及相互之间不存在控制关系，发行人对其销售金额无需合并计算披露。公司客户集中度较高主要源于汽车产业地域集中，除机器人和天奇股份外，同业汽车焊装或自动化集成公司前五大客户集中度普遍较高。发行人进入广汽丰田、广汽本田、广汽乘用车、广汽新能源、广汽三菱、广汽菲克、长安马自达等客户供应商体系，2016-2019年6月在多家客户焊装生产线采购中约占30%-50%，并正在开拓吉利汽车、宝能汽车、小鹏汽车、长安新能源等新客户。,36,-0.642507145773785
