sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,section_status,tech_text_compact_chars,chunk_count,chunks,completed_chunks,original_compact_chars,summary_compact_chars,original_length_units,summary_length_units,sentence_count_sum,summary_sentence_count_sum,high_score_count_sum,high_score_share_mean,summary_high_score_gap_mean,relevant_score_mean,n0_sum,n1_sum,n2_sum,n3_sum,n4_sum,n5_sum,llm_complete,length_mode,redundancy_partial,redundancy
688090,瑞松科技,1207300445,首次公开发行股票并在科创板上市招股说明书,2020-02-11,final_prospectus,ok,137528,24,24,24,137528,6150,90269,3084,1469,119,567,0.33189300062916444,-18.666666666666668,2.4647409782052137,179,276,181,206,495,72,True,token_proxy,29.2701037613489,29.2701037613489
688200,华峰测控,1207304039,首次公开发行股票并在科创板上市招股说明书,2020-02-13,final_prospectus,ok,74466,12,12,12,74466,3389,46571,1697,658,61,205,0.2952132316695884,-12.0,2.261564330848012,112,143,99,99,131,74,True,token_proxy,27.44313494401886,27.44313494401886
688169,石头科技,1207308744,首次公开发行股票并在科创板上市招股说明书,2020-02-17,final_prospectus,ok,106164,17,17,17,106164,4202,67275,2105,956,88,258,0.2770954342586221,-10.0,2.050170370050419,218,229,151,100,181,77,True,token_proxy,31.959619952494062,31.959619952494062
688177,百奥泰,1207308742,首次公开发行股票并在科创板上市招股说明书.PDF,2020-02-17,final_prospectus,ok,141918,24,24,24,141918,5809,91507,2909,1221,116,182,0.1880817738057233,-2.75,1.812499701629675,326,348,183,151,127,55,True,token_proxy,31.456514266070815,31.456514266070815
688233,神工股份,1207308739,首次公开发行股票并在科创板上市招股说明书,2020-02-17,final_prospectus,ok,51490,9,9,9,51490,2144,33064,1076,457,50,89,0.19266970228951796,-4.333333333333333,2.0369026284348863,73,119,87,89,70,19,True,token_proxy,30.728624535315983,30.728624535315983
688086,紫晶存储,1207316126,首次公开发行股票并在科创板上市招股说明书,2020-02-21,final_prospectus,ok,150588,26,26,26,150588,7035,99312,3523,1337,130,196,0.21765049927606706,-2.5384615384615383,1.92945796083071,275,378,243,187,152,44,True,token_proxy,28.1896111268805,28.1896111268805
688396,华润微,1207310023,首次公开发行股票并在科创板上市招股说明书,2020-02-18,final_prospectus,ok,84962,14,14,14,84962,3822,54270,1915,787,78,280,0.3702540041267807,-14.428571428571429,2.450265224815328,112,167,115,113,237,43,True,token_proxy,28.339425587467364,28.339425587467364
688051,佳华科技,1207374313,首次公开发行股票并在科创板上市招股说明书,2020-03-16,final_prospectus,ok,119510,20,20,20,119510,4596,75270,2303,1162,103,177,0.14651691552072382,-3.7,1.775463204648148,247,325,228,185,128,49,True,token_proxy,32.683456361267915,32.683456361267915
688189,南新制药,1207387722,首次公开发行股票并在科创板上市招股说明书,2020-03-20,final_prospectus,ok,140675,23,23,23,140675,5730,90334,2871,1291,120,150,0.11578021262350113,-1.3043478260869565,1.5102126847506767,389,353,238,161,108,42,True,token_proxy,31.464298153953326,31.464298153953326
688228,开普云,1207391449,首次公开发行股票并在科创板上市招股说明书,2020-03-23,final_prospectus,ok,146003,24,24,24,146003,5668,91280,2839,1476,119,237,0.2737966129415458,-4.916666666666667,2.0598898897926587,451,430,186,172,163,74,True,token_proxy,32.15216625572385,32.15216625572385
688085,三友医疗,1207440882,首次公开发行股票并在科创板上市招股说明书,2020-04-01,final_prospectus,ok,139109,24,24,24,139109,5704,91293,2857,1379,123,305,0.2202865420005029,-7.583333333333333,1.9054249639296186,309,336,236,193,257,48,True,token_proxy,31.95414770738537,31.95414770738537
688096,京源环保,1207449039,首次公开发行股票并在科创板上市招股说明书,2020-04-02,final_prospectus,ok,116674,20,20,20,116674,4715,75301,2362,1062,107,166,0.18481543258728758,-2.95,1.8061532634678499,244,304,176,172,130,36,True,token_proxy,31.880186282811177,31.880186282811177
688222,成都先导,1207462684,首次公开发行股票并在科创板上市招股说明书,2020-04-08,final_prospectus,ok,88521,15,15,15,88521,3538,55842,1772,1701,76,783,0.17727659071201754,-47.13333333333333,1.7834597807031332,230,334,137,217,601,182,True,token_proxy,31.513544018058692,31.513544018058692
688126,沪硅产业,1207500150,首次公开发行股票并在科创板上市招股说明书,2020-04-15,final_prospectus,ok,73165,12,12,12,73165,3183,46090,1593,631,63,106,0.20216839274538967,-3.5833333333333335,1.875413900885792,132,196,111,86,78,28,True,token_proxy,28.932831136220965,28.932831136220965
688318,财富趋势,1207542988,首次公开发行股票并在科创板上市招股说明书,2020-04-21,final_prospectus,ok,103338,16,16,16,103338,4072,61702,2041,866,87,186,0.23918258387584423,-6.1875,1.967121064579302,189,218,154,119,151,35,True,token_proxy,30.2312591866732,30.2312591866732
688365,光云科技,1207586048,首次公开发行股票并在科创板上市招股说明书,2020-04-24,final_prospectus,ok,75807,13,13,13,75807,2547,49213,1277,791,55,97,0.1249101715431826,-3.230769230769231,1.4276342849415493,272,227,103,92,83,14,True,token_proxy,38.53797963978074,38.53797963978074
688466,金科环境,1207660164,首次公开发行股票并在科创板上市招股说明书,2020-04-29,final_prospectus,ok,89726,15,15,15,89726,3880,58052,1945,871,81,198,0.2444850597624922,-7.8,2.114695723750038,176,208,149,140,129,69,True,token_proxy,29.846786632390746,29.846786632390746
688566,吉贝尔,1207731367,首次公开发行股票并在科创板上市招股说明书,2020-05-12,final_prospectus,ok,146833,25,25,25,146833,6051,97249,3032,1468,134,269,0.18859362613163655,-5.4,1.8182477124064167,407,360,229,203,187,82,True,token_proxy,32.074208443271765,32.074208443271765
688598,金博股份,1207731369,首次公开发行股票并在科创板上市招股说明书,2020-05-12,final_prospectus,ok,69106,12,12,12,69106,2801,44369,1406,638,67,193,0.3105871664675428,-10.5,2.3512987707030244,120,128,86,111,132,61,True,token_proxy,31.556899004267425,31.556899004267425
688516,奥特维,1207821126,首次公开发行股票并在科创板上市招股说明书,2020-05-18,final_prospectus,ok,149915,28,28,28,149915,5913,103988,2962,1744,128,774,0.3883531503239775,-23.071428571428573,2.373157194262355,284,302,194,190,731,43,True,token_proxy,35.10735989196489,35.10735989196489
