custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,source_dir
688055_1208153501_glm4_dewrap_join_chunk_0001,688055,龙腾光电,1208153501,1,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6954,6481,3996,3996,15,3996,288,288,"龙腾光电主要从事TFT-LCD研发、生产与销售，产品应用于笔记本电脑、手机、车载和工控显示等领域，2019年笔电、车载、智能手机面板出货量分别位列全球第六、第八、第九。公司建有国家企业技术中心等科研平台，自主研发HVA防窥、金属网格On-cell触控、负性IPS、光配向等技术，截至2019年末获授权专利1,748项，其中发明专利535项。公司与惠普、联想、戴尔、松下、传音等客户合作，HVA防窥笔电面板应用于惠普高端商务笔记本，2018年累计销量超过百万台。2019年主营收入37.66亿元，其中笔电面板占55.20%、手机面板占24.02%、车载和工控面板占17.02%。",144,86,86,0,8,11,24,25,14,4,18,0.2093023255813953,4,-14,2.441860465116279,,glm4_dewrap_join_full543_20260705
688055_1208153501_glm4_dewrap_join_chunk_0002,688055,龙腾光电,1208153501,2,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7140,6533,3996,3996,15,3996,149,151,本块主要为平板显示行业监管、政策及技术路线背景，发行人仅披露其为中国光学光电子行业协会及南京平板显示行业协会会员。行业部分说明TFT-LCD仍为主流显示技术，a-Si适用于电视、笔电、车载等主要市场，OLED、Mini LED、Micro LED等技术在不同应用场景发展，但多为未绑定发行人的行业信息。,75,72,72,0,6,54,10,2,0,0,0,0.0,2,2,1.1111111111111112,,glm4_dewrap_join_full543_20260705
688055_1208153501_glm4_dewrap_join_chunk_0003,688055,龙腾光电,1208153501,3,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6983,6437,3998,3998,15,3998,177,177,"本块以平板显示行业、下游应用和产能转移为主，披露全球平板显示2018年产值1,144.26亿美元、TFT-LCD产值占比77.67%、AMOLED产值243.25亿美元等行业数据，未直接形成发行人核心事实。与发行人相关的信息主要是其在中小尺寸领域参与竞争，2017年至2022年中国大陆新增高世代线较多、AMOLED和OLED产能扩张等内容属于行业背景。",89,68,68,0,7,55,4,1,1,0,1,0.0147058823529411,2,1,1.0294117647058822,,glm4_dewrap_join_full543_20260705
688055_1208153501_glm4_dewrap_join_chunk_0004,688055,龙腾光电,1208153501,4,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6881,6147,3966,3966,15,3966,215,218,本块主要为IGZO、LTPS、Mini LED等行业技术发展及竞争格局背景，发行人绑定的核心事实集中在前沿技术研发。公司采用色域可切换显示技术，搭配两组LED和同一组LCD色阻实现低色域与高色域切换，高色域模式色彩覆盖率达到NTSC 72%，已产出样品并推广，称尚无其他厂商出货类似产品。公司还提出嵌入式光传感器方案，利用面板TFT元件感光并通过成熟a-Si TFT工艺将光传感器嵌入面板，面向车载显示自动调光，预计2021年小量送样。,108,66,66,0,6,51,4,2,2,1,3,0.0454545454545454,3,0,1.181818181818182,,glm4_dewrap_join_full543_20260705
688055_1208153501_glm4_dewrap_join_chunk_0005,688055,龙腾光电,1208153501,5,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6574,5874,3997,3997,15,3997,283,283,龙腾光电拥有国内第三条第5代a-Si生产线，主要产品为笔记本电脑、手机、车载和工控等中小尺寸面板，产品技术和客户群扎实，在中小尺寸领域具有一定份额。2019年发行人智能手机面板出货量位列全球第九，市场占有率4.76%；其自身销售口径下，2019年笔电、智能手机、车载面板全球份额分别为2.19%、4.13%、4.23%。公司2019年营业收入38.49亿元，低于多数可比公司但总体稳定；2017年至2019年扣非后均盈利，2019年扣非净利润1.06亿元。公司依靠成本管控、产线运营、灵活产品组合及HVA防窥、金属网格On-cell触控等高附加值技术形成差异化优势。,142,55,55,0,5,20,12,8,7,3,10,0.1818181818181818,4,-6,2.018181818181818,,glm4_dewrap_join_full543_20260705
688055_1208153501_glm4_dewrap_join_chunk_0006,688055,龙腾光电,1208153501,6,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6906,6415,3976,3976,15,3976,306,306,"报告期内，发行人研发投入为23,676.45万元、22,958.09万元和26,110.12万元，占营业收入5.50%、6.16%和6.78%，研发技术人员占比33.37%、34.25%和35.07%，均高于同行业平均。公司仅有1条第5代a-Si生产线，技术和规模弱于龙头，但通过中小尺寸差异化产品竞争，主营业务毛利率41.46%、24.15%和17.34%，高于同行业。公司2011年以来形成PET广视角、负性IPS、HVA防窥、金属网格On-cell触控、低功耗、车载异形等技术，2019年末获授权专利1,748项，其中发明专利535项，并与惠普、联想、戴尔、传音、Panasonic、BOSCH等客户合作。",153,93,93,0,8,29,15,16,20,5,25,0.2688172043010752,3,-22,2.2795698924731185,,glm4_dewrap_join_full543_20260705
688055_1208153501_glm4_dewrap_join_chunk_0007,688055,龙腾光电,1208153501,7,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6693,6014,3971,3971,15,3971,320,320,"发行人2019年每月可生产不同光罩产品约60只，原材料国产化率超过70%，报告期主营业务毛利率为41.46%、24.15%和17.34%，扣非后均保持盈利。公司劣势在于仅有第5代TFT-LCD生产线，产能规模和显示技术组合受限，主要依托a-Si并开发HVA防窥、金属网格On-cell触控、负性IPS等高附加值技术。报告期主营收入分别为421,447.62万元、360,204.30万元和376,561.30万元，2019年笔电面板收入207,860.50万元、占55.20%，手机面板90,436.85万元、占24.02%，车载和工控面板64,081.48万元、占17.02%；产能利用率为100.63%、101.81%和105.49%。",160,72,72,0,5,25,11,9,17,5,22,0.3055555555555556,3,-19,2.3194444444444446,,glm4_dewrap_join_full543_20260705
688055_1208153501_glm4_dewrap_join_chunk_0008,688055,龙腾光电,1208153501,8,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6545,5510,3994,3994,15,3994,329,329,"报告期内，公司Module产品销售占比由30.25%升至67.15%，Cell产品占比由69.75%降至32.85%，主要因笔电、车载和工控面板销售上升而手机面板下降。2019年前五大客户销售237,744.43万元、占63.14%，其中HP为126,779.13万元、占33.67%，联想54,190.78万元、占14.39%，不存在单一客户销售超过营业收入50%的情况。分应用看，2019年笔电面板前五大客户占96.31%，手机面板前五大客户占70.41%，车载显示前五大客户占89.58%，工控显示前五大客户占58.09%。主要原材料包括上下基板、背光源、控制电路板、偏光片、驱动芯片和液晶，2019年合计采购197,315.63万元、占83.99%。",165,78,78,0,8,4,13,14,31,8,39,0.5,3,-36,3.0256410256410255,,glm4_dewrap_join_full543_20260705
688055_1208153501_glm4_dewrap_join_chunk_0009,688055,龙腾光电,1208153501,9,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6488,5673,3990,3990,15,3990,344,344,"报告期内，背光源、控制电路板和驱动芯片采购均价上升，其中背光源由59.22元/片升至119.50元/片，控制电路板由29.91元/片升至51.18元/片，主要与HVA高端笔电面板定制化规格提高有关。公司外协加工费占营业成本0.59%、1.23%和1.02%，劳务外包费占0.91%、1.13%和0.79%，比例较小；前五大供应商采购占比54.78%、56.86%和55.81%，不存在单一供应商采购超过50%的情况。截至2019年末，公司固定资产原值1,118,541.82万元、净值277,627.46万元，已提足折旧仍使用的生产设备原值687,300.40万元，占机器设备原值80.47%，产能利用率仍达100.63%、101.81%和105.49%，Array良率可达99.60%。",172,67,67,0,6,3,14,13,24,7,31,0.4626865671641791,3,-28,3.0,,glm4_dewrap_join_full543_20260705
688055_1208153501_glm4_dewrap_join_chunk_0010,688055,龙腾光电,1208153501,10,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6211,5853,3976,3976,15,3976,309,310,发行人HVA宽窄视角防窥技术可实现左右50°防窥角度，通过单液晶盒结构、一键切换和定制化IC、液晶材料及光学膜片实现防窥，已经历5代演变并量产，2019年单液晶盒防窥笔电面板出货169.3万片，市场占有率95.22%。金属网格On-cell触控技术以金属网格替代ITO，触控线性度中心由±1mm提升至±0.4mm、边缘由±2mm提升至±0.5mm，触控层穿透率由90%提升至97%，可用于最大27英寸面板。负性IPS、光配向、PET广视角、低功耗和窄边框等技术分别提升对比度、穿透率、视角、功耗和边框指标，其中低功耗产品通过Intel 150nits亮度下总功耗低于1w认证，窄边框可做到弧形1.0mm、直线0.9mm。,155,65,65,0,3,7,11,8,24,12,36,0.5538461538461539,3,-33,3.2153846153846155,,glm4_dewrap_join_full543_20260705
688055_1208153501_glm4_dewrap_join_chunk_0011,688055,龙腾光电,1208153501,11,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6535,6135,3982,3982,15,3982,293,293,"发行人金属网格On-cell触控技术主要用于笔电，金属线宽可达2.5μm且稳定量产，较外挂触控少一道贴合工艺，背光功耗较传统On-cell降低约12%，最大尺寸可达27英寸。负性IPS技术穿透率提升20%、逻辑功耗下降8%，光配向产品对比度最高达2000:1。PET广视角在80°时对比度不低于100:1、85°时不低于50:1；低功耗产品通过Intel实验室TTL<1w@150nits认证并量产，窄边框手机下边框可达2.6mm。报告期核心技术产品收入为246,967.76万元、271,096.55万元、318,863.03万元，占营业收入57.35%、72.77%、82.85%。",147,86,86,0,2,14,22,27,17,4,21,0.2441860465116279,3,-18,2.63953488372093,,glm4_dewrap_join_full543_20260705
688055_1208153501_glm4_dewrap_join_chunk_0012,688055,龙腾光电,1208153501,12,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6475,5682,3919,3919,15,3919,299,299,"公司将核心技术产品分为HVA防窥面板、On-cell触控面板、高穿透率显示屏、手机全面屏、高对比度显示屏、窄边框显示屏、车载后视镜和车载中控屏，2019年收入合计318,863.03万元，占营业收入82.85%，较2017年的57.35%持续上升。公司自成立以来承担省级和国家级重点项目逾100项，项目覆盖HVA防窥、In-cell触控、光配向、低功耗、负性IPS等技术。公司获得国家企业技术中心、国家知识产权示范企业、中国专利优秀奖等资质奖项；2017至2019年研发费用分别为23,676.45万元、22,958.09万元、26,110.12万元，占营业收入5.50%、6.16%、6.78%。",150,70,70,0,2,18,18,16,12,4,16,0.2285714285714285,3,-13,2.4285714285714284,,glm4_dewrap_join_full543_20260705
688055_1208153501_glm4_dewrap_join_chunk_0013,688055,龙腾光电,1208153501,13,15,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688055_1208153501_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6601,6055,3953,3953,15,3953,286,287,"公司在研项目包括金属氧化物TFT、四向防窥、In-cell触控、Mini LED、高色域、中小尺寸高分辨率等，均应用于TFT-LCD显示面板，并计划以金属氧化物TFT储备支撑后续前沿技术研发。IGZO器件电子迁移率达7.8cm2/V*s，高温高湿动作信赖性300小时通过，漏电流达6*10-13A，累计投入568.52万元。四向防窥已开发13.3英寸全高清样品，累计投入80.87万元，预计2021年客户送样和小量出货。In-cell触控累计投入1,695.47万元，5.5英寸产品2019年送样小量生产，触摸精度中心误差±0.5mm、边缘误差±0.9mm并实现10点触摸。",143,78,78,0,1,16,18,22,17,4,21,0.2692307692307692,4,-17,2.641025641025641,,glm4_dewrap_join_full543_20260705
