custom_id,sec_code,sec_name,chunk_index,summary_token_proxy,relevant_score,summary_text,old_summary_token_proxy,old_relevant_score,old_summary_text,summary_token_proxy_delta,relevant_score_delta
688099_1206491566_glm4_dewrap_join_chunk_0001,688099,晶晨股份,1,167,2.661290322580645,公司主营业务为多媒体智能终端SoC芯片的研发、设计与销售，产品应用于智能机顶盒、智能电视和AI音视频系统终端。公司采用12纳米技术制造工艺，产品技术先进性、市场覆盖率和性能稳定性位居行业前列。公司是全球领先的集成电路设计商，为智能机顶盒芯片的领导者、智能电视芯片的引领者和AI音视频系统终端芯片的开拓者。公司采用Fabless模式，专注于集成电路的设计研发和销售。公司芯片产品具有性能高、体积小、功耗低、发热小、兼容性强等特点，在视频编解码及视觉处理等方面可以实现多格式高兼容，且集成度高，有助于整机产品降低成本并实现快速量产。公司智能机顶盒芯片、智能电视芯片及AI音视频系统终端芯片产品销量有不同程度的增长，其中，智能电视芯片及AI音视频系统终端芯片增长尤为迅速。,138,2.4871794871794872,"公司主营多媒体智能终端SoC芯片研发、设计与销售，产品用于智能机顶盒、智能电视和AI音视频系统终端，业务覆盖中国大陆、香港、美国、欧洲等区域。公司采用12纳米工艺，形成超高清视频SoC核心芯片、全格式音视频处理及编解码芯片等产品，客户包括小米、阿里巴巴、百度、海尔、TCL、创维、中兴通讯、Google、Amazon及多国电信运营商。2018年收入236,906.94万元，其中智能机顶盒、智能电视、AI音视频系统终端芯片收入分别为131,763.39万元、78,483.28万元、26,561.02万元，占比55.62%、33.13%、11.21%。",29,0.1741108354011578
688099_1206491566_glm4_dewrap_join_chunk_0002,688099,晶晨股份,2,140,1.5806451612903225,公司从事多媒体智能终端SoC芯片研发设计，晶圆生产委托台积电，封装测试委托长电科技、天水华天。报告期内，公司向台积电采购金额占总采购额比例分别为79.18%、76.26%、68.83%，向长电科技采购金额占比分别为17.97%、21.82%、21.91%。公司与台积电、长电科技等主要供应商签署长期有效的框架协议。公司采用‘经销为主、直销为辅’的销售模式，主要产品为多媒体智能终端SoC芯片，面向智能机顶盒、智能电视和智能音箱等消费类电子产品生产商。公司已成为国内最大的智能机顶盒、智能电视和AI音视频系统终端等智能多媒体SoC芯片和全系统解决方案供应商之一。,129,2.193548387096774,公司采用Fabless模式，将晶圆制造、封装和测试委托外部完成，晶圆代工厂商主要为台积电，封装测试服务供应商主要为长电科技、天水华天。最近三年，公司向台积电采购金额占总采购额79.18%、76.26%、68.83%，向长电科技采购占比17.97%、21.82%、21.91%，并通过框架协议、供应商准入、质量考评和保密协议维护合作。公司销售采用经销为主、直销为辅模式，主要由晶晨香港负责销售，产品演进中2018年推出12纳米4K超高清OTT/IPTV机顶盒SoC、支持8K解码的智能电视SoC及视觉识别人工智能芯片。,11,-0.6129032258064515
688099_1206491566_glm4_dewrap_join_chunk_0003,688099,晶晨股份,3,71,1.5806451612903225,公司是全球IC设计行业的重要参与者，2018年国内IPTV/OTT机顶盒芯片市场份额32.6%，位居第二。智能电视SoC芯片出货量超2000万颗，位居国内前列。AI音视频系统终端芯片被百度、小米等企业采用。公司技术水平达到12nm制程，支持8K解码。公司产品迭代周期为30-40个月。,112,1.4933333333333334,"公司产品主要应用于智能机顶盒、智能电视和AI音视频系统终端，其中AI音视频系统终端收入主要来自智能音箱。公司所处下游市场中，2018年全球智能音箱出货量达8,200万台，同比增长152.31%，2019年一季度同比增长181.52%。在市场地位方面，2018年公司在OTT机顶盒芯片零售市场份额位列国内第一，在我国IPTV/OTT机顶盒芯片方案市场以32.6%份额位列第二；智能电视SoC芯片2018年出货量超过2,000万颗，位居国内市场前列。",-41,0.08731182795698911
688099_1206491566_glm4_dewrap_join_chunk_0004,688099,晶晨股份,4,119,1.8148148148148149,公司采用12nm制程工艺，支持4K、8K解码能力，应用于智能机顶盒、智能电视芯片，并完成T972和T962X3芯片流片。公司在中国、美国设立研发中心，业务覆盖全球主要经济区域。公司毛利率34.81%-35.19%，存货周转率4.08-6.46次/年，期间费用率21.38%-27.73%。公司拥有全格式视频解码处理、芯片级安全解决方案等核心技术，芯片产品应用于小米、阿里巴巴、Google等企业。公司技术研发人员占比81.13%，掌握4K 60帧HDR 10比特的全4K特性技术。,124,2.3780487804878048,公司三类产品均已采用12nm工艺并支持4K、8K解码能力，智能电视芯片方案T972和T962X3已完成流片，相关终端包括阿里巴巴天猫精灵魔盒、Google Home Hub等。公司在中国、美国设立研发中心，持续加大核心IP研发并提升芯片性能、功耗和面积指标。公司自主研发全格式视频解码、全格式音频解码、全球数字电视解调、超高清电视图像处理、高速外围接口、芯片级安全、超低功耗、内存带宽压缩等核心技术；截至2018年末，技术研发人员占比81.13%，视频处理最高支持4K 60帧HDR 10比特全4K特性。,-5,-0.5632339656729899
688099_1206491566_glm4_dewrap_join_chunk_0005,688099,晶晨股份,5,117,1.6774193548387095,公司主营多媒体智能终端SoC芯片研发、设计及销售，产品包括智能机顶盒芯片、智能电视芯片和AI音视频系统终端芯片。报告期内，公司前五大客户合计销售金额占营业收入比例较高，客户集中度较高。公司面临的主要挑战包括研发投入较大、高端专业人才需求较大、产业创新要素积累不足等。公司进入行业的主要壁垒包括技术壁垒、规模壁垒、人才壁垒、客户壁垒和资本壁垒。公司前五大客户中，路必康公司、文晔科技股份有限公司、小米、深圳市中兴康讯电子有限公司和中国电子器材国际有限公司为公司主要客户。,120,2.257142857142857,"截至2018年12月31日，公司研发人员619人，占总人数81.13%，主要研发人员由内部培养，研发团队相对稳定。报告期内，公司主要产品产销增长明显：2018年智能机顶盒、智能电视、AI音视频系统终端芯片产量分别为5,929.67万颗、2,397.30万颗、1,424.49万颗，销量分别为5,294.12万颗、2,199.14万颗、1,235.65万颗。2018年前五名客户销售额合计150,078.79万元，占营业收入63.35%，其中路必康公司、小米、中兴康讯等为重要客户。",-3,-0.5797235023041476
688099_1206491566_glm4_dewrap_join_chunk_0006,688099,晶晨股份,6,120,1.5147058823529411,公司2018年前五大客户中，小米销售单价较高因采购芯片集成DDR内存；AI音视频系统终端芯片2017年推出后，客户采购金额大幅增加。经销模式下，路必康公司因服务小米加大采购量，成为第一大经销商；中国电子器材国际有限公司因采购量大获得价格优惠。直销模式下，小米2018年成为第一大客户，采购智能电视芯片和智能音箱芯片；中兴通讯因美国制裁采购额下降。2018年公司开始境内销售，主要销售给小米智能电视芯片。报告期内，公司前五大客户存在波动，主要因经销商自身经营和终端客户采购安排变化。,134,2.206896551724138,报告期内，公司客户结构随经销与直销切换明显变化：2018年前五大经销客户合计销售134098.96万元、占56.60%，前五大直销客户合计65922.79万元、占27.83%，小米成为第一大直销客户。2016年经销模式占主营业务收入77.26%，路必康自2017年服务终端客户小米后采购增加并连续成为主要经销商；中兴通讯2017年加大采购，2018年受制裁影响下降。2018年境内销售8644.21万元、占3.65%，境外前五大客户合计142723.16万元、占60.24%；公司与主要客户通过框架协议和订单确定型号、数量、价格及交付。,-14,-0.6921906693711968
688099_1206491566_glm4_dewrap_join_chunk_0007,688099,晶晨股份,7,128,1.6451612903225807,"公司与小米、中兴通讯等直销客户形成稳定合作关系，通过直销模式提供智能芯片产品。公司芯片产品以稳定质量、优异性能、超低功耗赢得客户信赖，品牌影响力不断增强。报告期内，公司对创维销售收入逐年下降，2018年为5,256.83万元。公司主要原材料为晶圆和封装测试服务，2018年采购金额分别为12.03亿元和4.50亿元。公司主要供应商为台积电和长电科技，采购金额变动趋势与主营业务收入变动趋势一致。公司固定资产主要为房屋及建筑物，以及电子设备、运输工具、办公设备等，截至2018年底账面价值18,895.27万元。",168,2.2872340425531914,公司与小米、中兴通讯等直销客户及主要经销商保持合作，并披露对创维销售价格与其他客户基本一致：2018年至2016年对创维销售收入分别为5256.83万元、9062.88万元、10655.48万元。公司原材料主要为晶圆和封装测试服务，2018年晶圆采购120280.45万元、封装测试45026.39万元；主营业务收入236807.68万元，同比增长40.22%。主要供应商高度集中，2018年向台积电采购127143.32万元、占68.83%，向长电科技采购40468.15万元、占21.91%，前五名供应商合计占99.42%。文晔科技同时为客户和供应商，系公司通过其采购DDR存储芯片晶圆；2018年公司向路必康和小米销售加载DDR的T962系列芯片286.75万颗。,-40,-0.6420727522306107
688099_1206491566_glm4_dewrap_join_chunk_0008,688099,晶晨股份,8,114,1.6290322580645162,公司拥有49项专利（境内16项、境外33项）、40项集成电路布图设计专有权和8项计算机软件著作权，均自主研发且权属清晰。公司核心技术包括全格式视频解码处理、全格式音频解码处理等11项，处于国内领先水平，部分技术国际领先。公司自主研发的8K和4K视频解码技术支持H.265、VP9等格式，音频解码技术支持主流格式及音效处理。公司芯片被小米、阿里巴巴、Google等知名企业及中国移动、中国电信等运营商采用。公司正在申请且已取得受理通知书的专利为290余项。,158,2.6144578313253013,截至招股说明书签署日，公司累计取得49项专利，其中境内16项、境外33项，正在申请且已获受理通知书的专利290余项，并拥有40项集成电路布图设计专有权、8项软件著作权。公司主要从事多媒体智能终端SoC芯片研发、设计与销售，在智能机顶盒和智能电视芯片领域居于国内领先地位，在AI音视频系统终端芯片领域具有技术优势。公司形成全格式视频解码处理、全格式音频解码处理、全球数字电视解调、超高清电视图像处理、内存带宽压缩等11项自主研发核心技术。其视频技术支持4K 60帧HDR 10比特及最高8K解码，音频技术支持主流格式及Dolby、DTS、DRA等处理；产品被小米、阿里巴巴、百度、TCL、创维、中兴通讯、Google、Amazon等采用。,-44,-0.9854255732607851
688099_1206491566_glm4_dewrap_join_chunk_0009,688099,晶晨股份,9,97,2.0483870967741935,公司专注于多媒体智能终端SoC芯片设计，核心技术包括视频和音频编解码技术，已研发支持8K解码的智能电视SoC芯片。报告期内，核心技术产品收入占营业收入比重超过99%，研发投入占营业收入比例平均为16.67%。公司拥有集成电路设计企业、高新技术企业等多项资质，并获多项创新产品和技术奖项。截至2018年末，公司研发人员619人，占员工总数81.13%，其中研究生及以上学历占比37.8%。,168,2.58974358974359,公司T962智能电视芯片与联发科同等级别芯片同为28nm制程，均支持4K解码；2018年公司导入12nm制程并研发出支持8K解码和低功耗远场语音识别的T972智能电视SoC芯片。公司音视频编解码技术经20余年积累，2018年导入12nm制程，研制出支持8K解码的智能电视SoC芯片。报告期内，公司核心技术产品和服务收入分别为114086.37万元、168888.59万元、236807.69万元，占营业收入99.24%、99.91%、99.96%。公司拥有集成电路设计企业、高新技术企业、ISO9001等资质，2016年至2018年获得多项半导体创新产品和技术奖；研发投入分别为21077.68万元、26707.96万元、37629.31万元，占营业收入平均16.67%。,-71,-0.5413564929693964
688099_1206491566_glm4_dewrap_join_chunk_0010,688099,晶晨股份,10,99,1.7142857142857142,公司智能机顶盒和智能电视芯片研发人员人均创收同比变动显著，AI音视频芯片研发人员人均创收同比大幅增长。公司核心技术人员包括Michael Yip、潘照荣、钟富尧、石铭，拥有丰富研发经验和多项专利。公司拥有11项核心技术、49项专利和40项集成电路布图设计，研发投入占营业收入比例平均为16.67%。公司境外销售收入占营业收入比例分别为100%、100%及96.35%，主要由境外子公司晶晨香港完成。,150,2.557142857142857,报告期内，公司智能电视芯片和AI音视频系统终端芯片研发人员人均创收增长较快，2018年AI音视频系统终端芯片产品线人均创收同比增长470.50%。公司核心技术人员为Michael Yip、潘照荣、钟富尧、石铭，均为研发部门主要成员，并通过保密协议、竞业禁止协议、专利奖励和项目奖励维持稳定。公司截至招股说明书签署日拥有11项核心技术、49项专利和40项集成电路布图设计，正在申请且已受理专利290余项。报告期内，公司境外销售收入占营业收入比例为100.00%、100.00%和96.35%，商品销售主要由晶晨香港完成；2018年境内销售收入8648.69万元，主要来自小米及阿里巴巴境内主体采购调整。,-51,-0.8428571428571427
688036_1206947132_glm4_dewrap_join_chunk_0001,688036,传音控股,1,123,2.161290322580645,"公司主营业务为以手机为核心的智能终端的设计、研发、生产和销售，主要品牌包括TECNO、itel和Infinix，销售区域集中在非洲、南亚等新兴市场。公司在非洲市场占有率高达48.71%，排名第一。公司自主研发的智能终端操作系统和移动互联网服务，为用户提供符合当地文化的应用服务。公司手机出货量2018年达1.24亿部，全球市场占有率7.04%。公司累计出口销售超过3.5亿部手机，创汇超过95亿美元。公司研发投入持续增长，2018年研发费用达71,179.14万元，研发人员占比10.6%。",166,2.608108108108108,"公司主营以手机为核心的智能终端设计、研发、生产、销售和品牌运营，主要产品为TECNO、itel、Infinix三大品牌手机，销售集中于非洲、南亚、东南亚、中东和南美等新兴市场。2018年公司手机出货量1.24亿部，全球、印度、非洲市场占有率分别为7.04%、6.72%、48.71%，排名全球第四、印度第四、非洲第一；报告期手机产品销售收入占主营业务收入均达95%以上，2016至2018年主营业务收入由108.40亿元增至221.72亿元。公司设有上海、深圳研发中心，研发深肤色人脸识别、本地化场景、用户画像等技术，2019年上半年研发人员1,559人、研发费用3.49亿元；Carlcare全球服务网点超过2,000个，并合作开发5款月活超1,000万应用。",-43,-0.4468177855274629
688036_1206947132_glm4_dewrap_join_chunk_0002,688036,传音控股,2,98,2.0806451612903225,公司在非洲市场凭借产品性能和本地化创新获得高市场占有率和品牌影响，智能机销量从2016年的1661万台增至2018年的3406万台。公司采用以产定购的采购模式和以销定产的生产模式，拥有深圳、重庆、惠州等自有工厂及埃塞俄比亚、印度、孟加拉等境外生产基地，2018年自主生产占营业成本57.72%。公司采取以经销商销售为主、运营商销售为辅的模式，经销商合作模式为卖断式销售，主要采取预收款结算。,146,2.4318181818181817,"公司智能机销量由2016年的1,661万台增至2018年的3,406万台，销售金额由67.41亿元增至154.79亿元，销售网络下沉和印度等亚洲市场拓展推动收入增长。公司采购采用以产定购，生产采用以销定产，并结合自主生产、外协和ODM；2019年上半年自主、外协、ODM生产成本占比分别为57.72%、38.42%、3.86%，外协加工费形成成本占营业成本3.33%，报告期均低于5%。公司自有生产基地分布于深圳、重庆、惠州、埃塞俄比亚、印度、孟加拉，2018年重庆传音产能3,117.16万台、泰衡诺658.78万台；销售以经销商为主、运营商为辅，经销商通常先款后货、买断式销售。",-48,-0.35117302052785915
688036_1206947132_glm4_dewrap_join_chunk_0003,688036,传音控股,3,129,1.530612244897959,"报告期内，公司经销商数量从2016年初的306家增长至2019年6月末的2,398家，主要因拓展印度等新兴市场。2019年上半年经销商数量减少，系印度市场优化渠道布局。公司非洲地区经销商主要为长期合作客户，占收入比例64.65%；印度地区经销商规模小、数量多，占收入比例93.87%。2016年初以来新增经销商收入占比逐期增长，2019年1-6月达45.38%，但老经销商收入占比仍较高。主要经销商客户合作关系稳定，收入整体呈增长趋势，公司在非洲市场占有率从2016年的33.73%提升至2017年的45.12%。",138,2.7333333333333334,"公司经销商数量由2016年初306家增至2018年末2,737家，2019年6月末为2,398家，增长主要来自2016年后拓展印度等亚洲新兴市场，2019年上半年减少主要因印度渠道优化。2019年6月末，非洲地区2016年前签约经销商对应收入占非洲收入64.65%，3,000万元以上经销商收入占比76.43%；印度及其他地区经销商多为报告期内签约，300万元以下经销商收入占比49.60%。2016年以来新增经销商收入占各期收入比例由21.64%升至45.38%，但公司主要经销商合作整体稳定，主要客户收入随非洲、印度市场需求及公司份额提升整体增长。",-9,-1.2027210884353743
