custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,source_dir
688777_1208751864_glm4_dewrap_join_chunk_0001,688777,中控技术,1208751864,1,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7296,6882,3996,3996,14,3996,234,234,发行人定位为面向流程工业的智能制造产品及解决方案提供商，以自动化控制系统为核心，涵盖工业软件、自动化仪表及运维服务，由DCS起步逐步形成“工业3.0+4.0”产品体系。其掌握嵌入式控制系统设计、先进控制与优化、高可靠实时通信、功能安全等关键技术，产品包括DCS、SIS、APC、RTO、MES、OTS等，契合智能制造规划。发行人SIS已在上千个生产现场应用，并承担多项国家级智能制造专项、参与起草部分智能制造标准，主要产品包括控制系统、工业软件、自动化仪表和运维服务。,117,86,86,0,7,23,24,21,9,2,11,0.127906976744186,3,-8,2.0930232558139537,,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0002,688777,中控技术,1208751864,2,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6825,6276,3977,3977,14,3977,341,341,"发行人将以自动化控制系统为基础、整合软件、仪表或运维服务的项目型收入列为工业自动化及智能制造解决方案，2020年1-6月、2019年、2018年、2017年主营业务收入分别为119,970.95万元、252,228.19万元、212,642.18万元和170,600.28万元。公司采购实行计划调度、采购和仓储分工，生产以自主生产为主，标准化部件备库生产、定制化项目订单生产，外协加工金额占采购总额2%以内。销售以直销为主，报告期经销收入占比仅0.04%、0.02%、0.04%和0.04%。设立以来，公司由中小项目DCS供应商发展为中大型自动化系列产品供应商，并在2016年后形成SIS、ESP-iSYS、APC-Suite、MES-Suite、VxOTS等智能制造解决方案体系。",171,88,88,0,8,16,25,24,12,3,15,0.1704545454545454,4,-11,2.284090909090909,,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0003,688777,中控技术,1208751864,3,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7476,6914,3995,3995,14,3995,284,284,"发行人报告期内主要污染物排放符合环保要求，2017年至2020年1-6月环保费用支出分别为47.82万元、30.42万元、47.09万元和24.17万元，未发生环保事故或因环保问题受到行政处罚。公司业务属于工业自动化领域，产品覆盖控制系统、自动化仪表、工业软件和运维服务，控制系统装置及仪表归属仪器仪表制造业，嵌入式软件和工业软件归属软件和信息技术服务业。其智能制造产品在系统层级上贯穿设备层、单元层和车间层，在智能特征上覆盖资源要素、互联互通和系统集成。2019年中国自动化市场规模为1,865亿元，国内DCS市场规模87.4亿元，化工、石化、电力合计占80.7%。",142,82,82,0,9,47,12,8,5,1,6,0.073170731707317,4,-2,1.4634146341463414,,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0004,688777,中控技术,1208751864,4,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7433,6829,3991,3991,14,3991,284,284,"SIS方面，2019年国内市场规模为3.2亿美元，化工、炼化石化及油气合计占比超过80%，ARC预计2024年市场规模达4.76亿美元。工业软件方面，2019年我国工业软件收入1,720亿元，国内MES市场规模26.8亿元，发行人MES国内占有率4.5%、排名第四；APC及RTO市场规模5,150万美元，发行人APC和RTO占有率均为26%、排名第一。压力变送器和调节阀市场仍由外资或分散竞争主导。发行人已建立PlantMate高端服务运营品牌并在数百家工业园区打造自动化管家店，科技成果覆盖控制系统、工业软件和自动化仪表，研发目标包括产业化落地和打破跨国公司垄断。",142,78,78,0,5,41,14,9,7,2,9,0.1153846153846153,4,-5,1.7179487179487178,,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0005,688777,中控技术,1208751864,5,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7194,6416,3987,3987,14,3987,377,377,"发行人下游主要为化工、石化、电力、制药、冶金、建材、造纸等流程工业，需求来自新建项目及存量项目技术改造，2018年和2019年主营业务收入为212,642.18万元、252,228.19万元，同比增长24.64%、18.62%。报告期内约80%主营收入来自智能制造解决方案，DCS为核心产品；2011至2019年，公司DCS在化工、石化、电力市场份额分别由26.8%、13.3%、1.6%升至40.7%、29.7%、13.3%。发行人连续九年位居国内DCS市场占有率第一，2019年整体份额27.0%，领先第二名超过11个百分点。2019年公司在化工DCS市场份额40.7%、石化DCS市场份额29.7%，SIS市场占有率24.5%排名第二，APC市场占有率26%排名第一，MES市场占有率4.5%排名第四，并牵头或参与起草国际标准2项、国家标准19项。",189,85,85,0,6,21,23,18,11,6,17,0.2,4,-13,2.2941176470588234,,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0006,688777,中控技术,1208751864,6,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7360,6732,3990,3990,14,3990,234,234,发行人承担多个工信部智能制造项目和国内首台套、突破型控制系统应用，覆盖化工、石化、制药、煤化工、油气管道等场景，并在百万吨级乙烯、千万吨炼油、大型煤制烯烃等装置实现国产控制系统应用。报告期末公司取得281项专利、373项软件著作权，牵头或参与制定2项国际标准、19项国家标准，拥有控制系统、工业软件、自动化仪表三大技术平台和八大类核心技术。2019年DCS国内市占率27.0%、连续九年第一，化工领域40.7%；SIS市占率24.5%、第二，APC市占率26%、第一。,117,118,118,0,18,38,24,25,10,3,13,0.1101694915254237,3,-10,1.8305084745762712,,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0007,688777,中控技术,1208751864,7,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6385,5731,3990,3990,14,3990,307,307,"发行人以核心控制系统模块数量反映DCS和SIS产能，2017年至2020年上半年产能利用率分别为82.98%、83.10%、86.00%和81.61%，产品出库率约98.54%至100.86%。报告期内前五名客户较稳定，多为大型国有企业，中石化连续四年为第一大客户，中石油、中核连续三年进入前五名，前五名客户销售占比为13.05%至16.68%，不存在单一客户销售超过50%或严重依赖少数客户。采购端系统物资为主要原材料，2017年至2020年上半年采购总额分别为96,544.05万元、115,459.05万元、169,783.51万元和84,720.05万元，前五名供应商采购占比为14.92%至17.63%。",154,93,93,0,9,27,28,20,8,1,9,0.0967741935483871,3,-6,1.935483870967742,,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0008,688777,中控技术,1208751864,8,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6217,5451,3983,3983,14,3983,214,214,"发行人新增深圳博科、大容机电、英迪控制、空间新盛等主要供应商，分别服务于进口电子元器件报关、含网络化混合控制系统项目进入、齐鲁制药等安装工程及DCS改造升级项目。报告期内公司不存在单一供应商采购超过50%或严重依赖少数供应商，前五名供应商累计9家且无关联关系。截至2020年6月30日，固定资产账面原值36,382.05万元、净值22,418.82万元，成新率61.62%，并拥有多处杭州滨江、富阳非住宅房产和主要办公租赁场所。",107,86,86,0,10,25,34,13,4,0,4,0.0465116279069767,3,-1,1.7209302325581397,,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0009,688777,中控技术,1208751864,9,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7111,6606,3962,3962,14,3962,241,241,截至2020年6月30日，发行人及子公司取得213项注册商标、281项专利，其中176项为发明专利；报告期末存在52项共有专利，其中与浙江大学相关48项。公司将48项浙大共有专利划分为42项非核心专利和6项对应核心产品或具行业影响力的专利，后者占全部专利2.14%、占发明专利3.41%，且公司称已具备技术储备或升级方案，核心产品不存在对单项共有专利的依赖。ECS-700系统由95个部件、9种工业软件、83项专利技术及平台技术和行业经验构成，单一专利共享或授权不足以复制完整产品。,121,105,105,0,6,24,30,31,11,3,14,0.1333333333333333,3,-11,2.2476190476190476,,glm4_dewrap_join_full543_20260705
688777_1208751864_glm4_dewrap_join_chunk_0010,688777,中控技术,1208751864,10,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688777_1208751864_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6923,6442,3999,3999,14,3999,259,260,发行人技术高管黄文君在中控技术任职已获浙江大学及相关学院同意，4名核心技术人员中仅2名毕业于浙江大学且为发行人全职员工，核心技术涉及专利状态均为“专利权维持”，不存在纠纷或潜在纠纷。截至2020年6月30日，公司取得373项软件著作权，另有8项共有软件著作权，权属清晰且无诉讼仲裁。公司已形成控制系统、工业软件、自动化仪表三大技术平台和八大类核心技术；其中控制系统热冗余高可靠性设计技术对应22项发明专利，高可用性控制网络及现场总线实时通信技术对应14项发明专利，相关产品获得国家科技进步二等奖、TUV SIL3认证等。,130,96,96,0,7,23,24,27,12,3,15,0.15625,3,-12,2.2395833333333335,,glm4_dewrap_join_full543_20260705
