sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,section_status,tech_text_compact_chars,chunk_count,chunks,completed_chunks,original_compact_chars,summary_compact_chars,original_length_units,summary_length_units,sentence_count_sum,summary_sentence_count_sum,high_score_count_sum,high_score_share_mean,summary_high_score_gap_mean,relevant_score_mean,n0_sum,n1_sum,n2_sum,n3_sum,n4_sum,n5_sum,llm_complete,length_mode,redundancy_partial,redundancy
688358,祥生医疗,1207116567,首次公开发行股票并在科创板上市招股说明书,2019-11-27,final_prospectus,ok,94547,17,17,17,94547,3866,61669,1937,881,76,270,0.3722913991656118,-11.411764705882353,2.514653733863812,124,174,110,79,206,64,True,token_proxy,31.83737738771296,31.83737738771296
688357,建龙微纳,1207119374,首次公开发行股票并在科创板上市招股说明书,2019-11-28,final_prospectus,ok,94260,17,17,17,94260,3965,65810,1987,936,89,302,0.32790252627606925,-12.529411764705882,2.3728743533907535,176,172,128,158,219,83,True,token_proxy,33.1202818319074,33.1202818319074
688399,硕世生物,1207122312,首次公开发行股票并在科创板上市招股说明书,2019-11-29,final_prospectus,ok,134894,23,23,23,134894,5094,87768,2554,1240,111,180,0.1555644912395655,-3.0,1.7984759040158451,260,349,216,173,131,49,True,token_proxy,34.364917776037586,34.364917776037586
688198,佰仁医疗,1207130602,首次公开发行股票并在科创板上市招股说明书,2019-12-03,final_prospectus,ok,120656,21,21,21,120656,5402,79244,2705,1247,119,176,0.13937433421026302,-2.7142857142857144,1.7252590541523234,288,342,249,192,127,49,True,token_proxy,29.295378927911276,29.295378927911276
688258,卓易信息,1207126567,首次公开发行股票并在科创板上市招股说明书,2019-12-02,final_prospectus,ok,99923,18,18,18,99923,3979,68451,1994,1010,78,271,0.2323199958037887,-10.722222222222221,1.9643064757338125,193,237,131,118,247,24,True,token_proxy,34.32848545636911,34.32848545636911
688039,当虹科技,1207141672,首次公开发行股票并在科创板上市招股说明书,2019-12-06,final_prospectus,ok,90095,15,15,15,90095,3896,56459,1951,820,76,221,0.22970981972644441,-9.666666666666666,2.0034680954008945,153,202,129,115,175,46,True,token_proxy,28.938493080471552,28.938493080471552
688037,芯源微,1207150125,首次公开发行股票并在科创板上市招股说明书,2019-12-10,final_prospectus,ok,71361,13,13,13,71361,3062,47650,1534,763,64,329,0.36447251742315817,-20.384615384615383,2.420859973577863,106,140,86,102,290,39,True,token_proxy,31.0625814863103,31.0625814863103
688089,嘉必优,1207165961,首次公开发行股票并在科创板上市招股说明书,2019-12-16,final_prospectus,ok,97145,16,16,16,97145,3989,62300,1998,939,84,121,0.1315140311338753,-2.3125,1.6299826351294673,277,243,170,128,89,32,True,token_proxy,31.18118118118118,31.18118118118118
688268,华特气体,1207147509,首次公开发行股票并在科创板上市招股意向书,2019-12-09,intention_prospectus,ok,108242,21,21,21,108242,4422,77316,2218,1041,95,239,0.30842953576982673,-6.857142857142857,1.9873219437577438,321,219,141,121,193,46,True,token_proxy,34.85843101893598,34.85843101893598
688181,八亿时空,1207208602,首次公开发行股票并在科创板上市招股说明书,2019-12-31,final_prospectus,ok,97745,17,17,17,97745,4050,64297,2031,984,89,405,0.41626945540961796,-18.58823529411765,2.56392164205328,147,175,128,129,354,51,True,token_proxy,31.65780403741999,31.65780403741999
688178,万德斯,1207233188,首次公开发行股票并在科创板上市招股说明书,2020-01-08,final_prospectus,ok,90243,15,15,15,90243,3831,57295,1920,886,76,224,0.2938326791148617,-9.866666666666667,2.325342536292497,131,204,152,116,154,70,True,token_proxy,29.841145833333332,29.841145833333332
688158,优刻得,1207247016,首次公开发行股票并在科创板上市招股说明书,2020-01-14,final_prospectus,ok,125779,22,22,22,125779,5754,81983,2884,1142,105,168,0.19493226669339297,-2.8636363636363638,1.9414841658807738,225,291,182,143,131,37,True,token_proxy,28.426837725381414,28.426837725381414
688100,威胜信息,1207242791,首次公开发行股票并在科创板上市招股说明书,2020-01-13,final_prospectus,ok,134670,23,23,23,134670,5356,87624,2683,1268,124,274,0.23830718331068962,-6.521739130434782,2.0270770923570964,269,308,219,198,228,46,True,token_proxy,32.65896384644055,32.65896384644055
688026,洁特生物,1207257930,首次公开发行股票并在科创板上市招股说明书,2020-01-17,final_prospectus,ok,143602,24,24,24,143602,6228,93604,3121,1364,130,323,0.2633336913094009,-8.041666666666666,2.1418130065476393,254,321,235,231,256,67,True,token_proxy,29.99166933675104,29.99166933675104
688266,泽璟制药,1207265390,首次公开发行股票并在科创板上市招股说明书,2020-01-20,final_prospectus,ok,150938,26,26,26,150938,6432,99033,3222,1341,134,164,0.14496550923658003,-1.1538461538461537,1.6632249863472544,326,437,237,177,120,44,True,token_proxy,30.736499068901303,30.736499068901303
688298,东方生物,1207277661,首次公开发行股票并在科创板上市招股说明书,2020-01-22,final_prospectus,ok,138941,23,23,23,138941,5696,88345,2855,1367,111,341,0.2960123491958381,-10.0,2.381843449548684,203,256,151,416,294,47,True,token_proxy,30.943957968476358,30.943957968476358
688186,广大特材,1207242846,首次公开发行股票并在科创板上市招股意向书,2020-01-13,intention_prospectus,ok,117878,21,21,21,117878,4519,81237,2266,1093,92,197,0.2617436171433366,-5.0,2.153138888309,210,209,150,147,169,28,True,token_proxy,35.85039717563989,35.85039717563989
688398,赛特新材,1207293073,首次公开发行股票并在科创板上市招股说明书,2020-02-05,final_prospectus,ok,90677,15,15,15,90677,3897,58370,1952,808,79,154,0.1809958602977301,-5.0,1.7596811678158677,192,217,136,109,131,23,True,token_proxy,29.90266393442623,29.90266393442623
688080,映翰通,1207293074,首次公开发行股票并在科创板上市招股说明书,2020-02-05,final_prospectus,ok,90403,15,15,15,90403,3945,56895,1977,906,84,234,0.2669221087094924,-10.0,2.0277400552922376,216,197,148,111,203,31,True,token_proxy,28.77845220030349,28.77845220030349
688208,道通科技,1207298613,首次公开发行股票并在科创板上市招股说明书,2020-02-10,final_prospectus,ok,84830,14,14,14,84830,3463,52763,1735,841,71,261,0.2416675535002037,-13.571428571428571,1.8889861308508078,181,198,114,87,241,20,True,token_proxy,30.410951008645533,30.410951008645533
