custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,source_dir
688538_1210050965_glm4_dewrap_join_chunk_0001,688538,和辉光电,1210050965,1,19,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688538_1210050965_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7118,6538,3999,3999,19,3999,226,226,公司专注中小尺寸AMOLED半导体显示面板研发、生产和销售，产品覆盖智能手机、智能穿戴、平板/笔记本电脑及专业显示。公司获授权专利896项，其中发明专利651项；拥有第4.5代和第6代产线，已量产产能30K/月，刚性AMOLED量产产能国内第一、全球第二。2019年智能手机面板出货量全球第2、国内第1，智能手表面板全球第3、国内第1；2020年主营收入24.56亿元，智能手机、智能穿戴和平板/笔记本占比分别为58.37%、31.66%、9.96%。,113,94,94,0,8,43,16,11,12,4,16,0.1702127659574468,3,-13,1.872340425531915,,glm4_dewrap_join_full543_20260705
688538_1210050965_glm4_dewrap_join_chunk_0002,688538,和辉光电,1210050965,2,19,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688538_1210050965_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6470,6026,3873,3873,19,3873,190,190,公司销售分直销和贸易，均为买断；生产以销定产，并对薄化和部分模组工序委外。采购按生产计划、库存、供需、价格和交期制定，供应商导入需经技术、质量、商务、EHS和生产验证评审。公司研发分新技术和新产品开发，分别设置立项、验证、量产等流程；自2012年成立后，2014年量产智能手机面板，2015年量产智能穿戴面板，2019年在第6代线量产智能手机面板，2020年量产平板/笔记本面板。,95,58,58,0,5,25,12,10,6,0,6,0.1034482758620689,3,-3,1.7758620689655171,,glm4_dewrap_join_full543_20260705
688538_1210050965_glm4_dewrap_join_chunk_0003,688538,和辉光电,1210050965,3,19,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688538_1210050965_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6848,6388,3945,3945,19,3945,221,221,行业政策将AMOLED、新型显示、柔性显示及相关关键材料设备列入鼓励或战略性新兴产业方向。AMOLED相较TFT-LCD具备更高对比度、约1ms响应时间、可实现屏下摄像和屏下指纹、温域可达-40℃至80℃、可弯曲折叠等指标优势。中游产线建设是竞争关键，第4.5代线基板尺寸920mm*730mm、经济切割1-4英寸，第6代线1850mm*1500mm、经济切割5-17英寸，并涉及高迁移率LTPS、超高分辨率光刻、高精密刻蚀、柔性封装等门槛。,111,62,62,0,3,45,8,3,3,0,3,0.0483870967741935,3,0,1.3225806451612905,,glm4_dewrap_join_full543_20260705
688538_1210050965_glm4_dewrap_join_chunk_0004,688538,和辉光电,1210050965,4,19,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688538_1210050965_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6985,6314,3855,3855,19,3855,251,251,第4.5代AMOLED线15K/月投资约50-70亿元，第6代线15K/月约100-140亿元；第6代基板面积约为第4.5代近4倍，适合智能手机、平板/笔记本等5-17英寸产品。2019年AMOLED下游出货中智能手机占80.34%、智能穿戴占16.69%。Omdia预计全球AMOLED销售额由2017年220亿美元增至2025年547亿美元，中小尺寸AMOLED销售额2021年占比55.80%、2025年达60.67%；2019年全球刚性和柔性AMOLED出货量分别为3.90亿片和1.94亿片。,126,70,70,0,4,49,8,4,5,0,5,0.0714285714285714,3,-2,1.3857142857142857,,glm4_dewrap_join_full543_20260705
688538_1210050965_glm4_dewrap_join_chunk_0005,688538,和辉光电,1210050965,5,19,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688538_1210050965_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6910,6371,3981,3981,19,3981,236,236,柔性AMOLED相较刚性在阵列段新增PI涂覆，模组段新增激光剥离和支撑膜贴附，有机成膜段主要差异在封装，涉及水氧透过率、PI均匀性、激光能量和支撑膜材料等控制要求。截至报告期末，全球AMOLED产能736.89K/月，其中柔性393.89K/月、占53.45%，刚性274K/月、占37.18%，刚柔兼顾69K/月、占9.36%；2017年以来新增产线主要为柔性。智能手机AMOLED市场预计由2019年206亿美元增至2025年425亿美元，年均复合增长率12.83%。,118,57,57,0,3,38,8,3,5,0,5,0.087719298245614,3,-2,1.456140350877193,,glm4_dewrap_join_full543_20260705
688538_1210050965_glm4_dewrap_join_chunk_0006,688538,和辉光电,1210050965,6,19,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688538_1210050965_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7301,6852,3996,3996,19,3996,142,142,本块主要披露AMOLED在平板、笔记本、车载、工控等领域受寿命补偿算法、专用驱动芯片、宽版FMM等技术约束，渗透较慢。发行人已开发5.5英寸柔性固定曲面屏、5.5英寸卷曲屏及多型号折叠屏，卷曲屏达到R=5mm卷曲10万次，折叠屏通过R=3mm内折20万次及高温高湿240h信赖性实验。,71,77,77,0,3,58,11,3,2,0,2,0.0259740259740259,2,0,1.2597402597402598,,glm4_dewrap_join_full543_20260705
688538_1210050965_glm4_dewrap_join_chunk_0007,688538,和辉光电,1210050965,7,19,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688538_1210050965_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7478,7149,3986,3986,19,3986,285,285,公司出货模式包括Panel、Panel+IC/COF、COG、FOG和MDL，智能手机产品以COG为主，智能穿戴以FOG和MDL为主，平板/笔记本以MDL为主。公司是境内最早量产AMOLED面板的厂商，拥有第4.5代和第6代两条生产线，第4.5代量产产能15K/月，第6代规划30K/月且已量产15K/月，刚性AMOLED量产产能国内第一、全球第二。公司形成7大类设计技术和6大类制造技术；据Omdia，2019年智能手机AMOLED出货量全球第2、国内第1，智能手表全球第3、国内第1，2020年二季度成为国内首家、全球第二家量产出货平板/笔记本AMOLED面板厂商。,143,74,74,0,2,45,15,5,5,2,7,0.0945945945945946,3,-4,1.6216216216216215,,glm4_dewrap_join_full543_20260705
688538_1210050965_glm4_dewrap_join_chunk_0008,688538,和辉光电,1210050965,8,19,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688538_1210050965_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7086,6336,3989,3989,19,3989,296,296,"发行人拥有1条第4.5代AMOLED量产线和1条已具备15K量产能力的第6代线，产品面向智能手机、智能穿戴、平板笔电和车载工控，是国内最早量产AMOLED面板的厂商。2019年发行人整体出货占比4.57%、全球第4、国内第2，智能手机出货占比3.80%、全球第2、国内第1，智能穿戴占比9.00%、全球第5、国内第3，智能手表类国内第1。公司报告期累计研发投入9.50亿元，占营业收入19.71%；截至2020年末技术人员1,535人，占员工36.05%，授权专利896项，其中发明专利651项。公司形成7大类AMOLED设计技术，并在智能手机、智能手表和平板/笔记本量产出货中体现市场地位。",148,95,95,0,5,28,19,18,17,8,25,0.2631578947368421,4,-21,2.4,,glm4_dewrap_join_full543_20260705
688538_1210050965_glm4_dewrap_join_chunk_0009,688538,和辉光电,1210050965,9,19,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688538_1210050965_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6849,6363,3999,3999,19,3999,328,328,"公司自主开发高迁移率低温多晶硅制造、超高分辨率光刻制造、高精密刻蚀制造、高均匀性有机成膜制造、柔性封装制造和柔性面板芯片绑定制造6大类AMOLED制造技术，并用于各类产品生产。公司客户覆盖华为、步步高、小米、OPPO、VIVO、联想等，作为华为核心供应商于2020年获CBG质量守护奖，并仍有多款智能手机、智能穿戴和平板/笔记本AMOLED产品接受华为委托开发。公司短板包括融资渠道、产线和产能规模、市场份额、收入规模及研发绝对投入偏小，目前量产产能30K/月，低于三星436K/月、LGD84K/月、京东方100K/月。2019年发行人出货量占比4.57%、全球第四，报告期累计研发投入9.50亿元，占营收19.71%，2020年末技术人员1,535人。",164,65,65,0,1,11,17,20,12,4,16,0.2461538461538461,4,-12,2.6615384615384614,,glm4_dewrap_join_full543_20260705
688538_1210050965_glm4_dewrap_join_chunk_0010,688538,和辉光电,1210050965,10,19,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688538_1210050965_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6814,6153,3996,3996,19,3996,345,345,"公司6.39英寸智能手机AMOLED产品分辨率1080×2340、亮度430nits、对比度100,000:1、色域102%NTSC，支持屏下指纹，寿命T95≥200h，并凭13项核心技术实现全球第2、国内第1的智能手机类出货量。1.39英寸智能穿戴产品分辨率454×454、亮度450nits、对比度100,000:1、寿命T95≥300h，智能手表类出货量全球第3、国内第1。公司与三星同采LTPS和最高第6代产线，但生产规模、良率和新产品研发存在差距；2019年三星全球出货占比73.34%，公司为4.57%。公司11英寸平板和15.6英寸笔记本AMOLED已量产出货，依托寿命补偿、芯片设计和宽版FMM技术，成为国内首家、全球继三星后第二家量产出货平板/笔记本AMOLED面板厂商。",173,78,78,0,2,10,13,17,25,11,36,0.4615384615384615,4,-32,3.102564102564102,,glm4_dewrap_join_full543_20260705
688538_1210050965_glm4_dewrap_join_chunk_0011,688538,和辉光电,1210050965,11,19,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688538_1210050965_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7051,6535,3962,3962,19,3962,252,252,报告期内，公司第4.5代线产能利用率为90.65%、93.08%和85.55%，第6代线2019年5月量产后利用率为86.75%、87.88%，总体处于较高水平。2019年公司AMOLED全球出货份额为4.57%，居全球第四、中国大陆第二。公司形成7类AMOLED面板设计技术和6类显示制造工艺技术，至2020年末获授权专利896项，其中发明专利651项。公司产品应用于智能手机、智能穿戴、平板/笔记本电脑等领域，客户包括华为、步步高、小米、OPPO、VIVO、联想等，2020年获华为CBG质量守护奖。,126,86,86,0,8,29,16,21,9,3,12,0.1395348837209302,4,-8,2.0348837209302326,,glm4_dewrap_join_full543_20260705
