custom_id,sec_code,sec_name,chunk_index,summary_token_proxy,relevant_score,summary_text,old_summary_token_proxy,old_relevant_score,old_summary_text,summary_token_proxy_delta,relevant_score_delta
688663_1209649781_glm4_dewrap_join_chunk_0001,688663,新风光,1,124,1.7419354838709675,"公司是专业从事大功率电力电子节能控制技术及相关产品研发、生产、销售的高新技术企业，产品包括高压动态无功补偿装置、高中低压变频器、轨道交通能量回馈装置等，应用于新能源发电、轨道交通、冶金等领域。公司高压动态无功补偿装置与高压变频器产品市场份额均在国内排名前列。报告期内，公司主营业务收入分别为42,598.86万元、52,554.54万元、62,323.50万元和30,520.28万元，收入规模增长较快。公司采用订单生产与备货生产相结合的生产模式，核心流程自主完成，并通过直销和经销模式进行销售。",136,2.405940594059406,"公司从事大功率电力电子节能控制设备研发、生产、销售和服务，产品包括高压SVG、高中低压变频器、轨道交通能量回馈装置和特种电源，应用于新能源发电、轨道交通、冶金、电力、矿业、化工等领域。公司以大功率电力电子节能控制技术为核心平台，高压动态无功补偿装置与高压变频器市场份额均居国内前列。2017年至2020年1-6月主营业务收入分别为42,598.86万元、52,554.54万元、62,323.50万元和30,520.28万元，其中高压SVG和高压变频器为主要收入来源；公司主要产品按订单生产，核心工序自主完成，采用直销为主、经销为辅的销售模式。",-12,-0.6640051101884383
688663_1209649781_glm4_dewrap_join_chunk_0002,688663,新风光,2,98,1.3548387096774193,公司生产废水达标处理，噪声和固体废物符合环保标准。公司主营高压动态无功补偿装置、高压变频器、轨道交通能量回馈装置，属于电气机械和器材制造业，细分行业为新能源领域的电力电子节能控制设备制造。公司产品属于国家支持的节能技术和新能源产业，受益于多项国家政策支持。无功补偿行业以SVG技术为主流，市场增长迅速，公司产品在冶金等行业应用广泛。高压变频器用于调速节能，在电力、矿业、水泥等行业有广泛应用。,109,1.3978494623655917,公司所属行业为电气机械和器材制造业下的其他输配电及控制设备制造，产品属于新能源领域电力电子节能控制设备。行业政策支持无功补偿、高压变频器、能量回馈装置等节能控制产品，2019年国内高压SVG市场规模为41亿元，2011-2019年复合增长率为32.45%，近三年行业技术进步包括60MVar、80MVar、100MVar大容量项目应用和单元自动冗余等。公司无重大生产废水，2020年4月26日完成排污登记，最近三年未因环保问题受到处罚。,-11,-0.04301075268817245
688663_1209649781_glm4_dewrap_join_chunk_0003,688663,新风光,3,148,1.5416666666666667,公司的高压变频器通过调节电机负载转速，改变风量、风压，避免能量浪费，降低设备维护费用与生产噪声。公司的高压变频器具备矢量控制算法和四象限运行等功能，应用于矿井提升机牵引变频、轧机变频传动等高端领域，实现电机复杂的精确调速控制。公司的高压变频器采用IGBT功率单元H桥级联式主拓扑结构，输出波形质量高，谐波含量低，适用于通用行业。公司的高压动态无功补偿装置（SVG）电压等级可达35kV，单机最大容量可达到100MVar，跟踪响应时间小于10ms，整机损耗小于0.8%。公司的轨道交通能量回馈装置可满足直流电压等级0.75kV-3kV，功率可达到6MW，输出电流谐波≤2%，系统效率≥98%。,130,1.9186046511627908,高压变频器行业中，国产品牌市占率已超过60%，新风光等国产企业在成本、营销和技术提升下持续进口替代。公司高性能电能质量治理产品为高压级联式SVG，电压等级可达35kV、单机最大容量100MVar，跟踪响应时间小于10ms、整机损耗小于0.8%，低电压穿越可在电压低穿到20%时提供额定容性电流。公司高压级联四象限变频器整机效率可达98%以上、响应时间10ms以内，轨道交通能量回馈装置满足0.75kV-3kV直流电压等级、功率达6MW，输出电流谐波≤2%、单元不均流度≤1%、系统效率≥98%，并牵头起草相关国家标准。,18,-0.37693798449612403
688663_1209649781_glm4_dewrap_join_chunk_0004,688663,新风光,4,145,2.185185185185185,公司是高压变频器领域知名制造商，拥有“中国电器工业领军品牌”等称号，产品连续多年获评“中国高压变频器市场十大品牌”。公司轨道交通能量回馈装置2014年被科技部列入国家火炬计划项目，2019年国内招标中占比42.78%，市场份额高。公司拥有99名研发人员，拥有135项专利（含27项发明专利）和50项软件著作权，承担国家技术发明二等奖项目。公司是变频调速器国家标准起草单位，参与多项国家及行业标准制定。公司研发的“电磁轴承控制系统”等应用于国家863项目。公司融资渠道单一，经营规模与同行业上市公司相比有待提升。公司面临宏观经济、核心功率器件供应及市场对电能质量问题认识不足等挑战。,119,2.1538461538461537,公司高压变频器被评为“中国高压变频器市场十大品牌”等，“高压提升机变频器项目”被列入国家火炬计划产业化示范项目。轨道交通能量回馈装置2019年国内招标180套，新风光中标77套，占比42.78%，并在该领域形成先发地位。公司截至2020年6月30日拥有研发人员99人，具备多个省级研发平台，并参与国家技术发明二等奖项目及多项863项目应用。公司拥有授权专利135项，其中发明专利27项，软件著作权50项，并参与或牵头多项变频器、SVG和轨道交通再生制动能量吸收逆变装置标准。,26,0.031339031339031376
688663_1209649781_glm4_dewrap_join_chunk_0005,688663,新风光,5,91,2.0,新风光电气在电力电子节能控制设备领域具有优势，拥有发明专利27项、实用新型92项等核心技术。公司高压SVG、高压变频器、轨道交通能量回馈装置产品技术指标处于行业领先地位。报告期内，公司产能利用率较高，高压动态无功补偿装置和高压变频器产销率接近100%。轨道交通能量回馈装置2019年中标数量77套，市场占比42.78%。公司主要产品按订单生产，具有以销定产的特点。,150,2.7611940298507465,"新风光与同行相比，电力电子节能控制设备在光伏、风电、钢铁及轨道交通领域应用具有一定优势，截至招股书签署日拥有发明专利27项、实用新型92项、外观设计16项，并参与国家技术发明二等奖及多项863项目产品应用。关键技术参数方面，公司高压SVG输出电流谐波≤3%、最高IP65、指令响应<5ms、跟踪响应<10ms、效率不小于额定容量99.20%；高压变频器效率>97%、输入电流谐波<1.5%；轨道交通能量回馈装置THDi<2%、功率因数>0.99。2019年公司SVG收入34,014.64万元，轨道交通能量回馈装置中标77套、市场占比42.78%，主要产品以销定产，部分年度产能利用率超过100%。",-59,-0.7611940298507465
688663_1209649781_glm4_dewrap_join_chunk_0006,688663,新风光,6,128,1.75,公司轨道交通能量回馈装置2019年产量59台，销量29台，产销率低因产品需半年至一年投入运行确认收入，2020年1-6月销量仅1台受疫情影响。主营业务收入主要来自高压SVG、高压变频器和轨道交通能量回馈装置，2017年至2020年1-6月合计占比分别为89.44%、91.94%、91.06%和94.04%。公司以直销模式为主，报告期内直销占比均在93%以上。主要客户包括新能源项目建设企业、大型国企、市政、电网公司等，如正泰集团、中国电力建设集团等。主要原材料包括变压器、功率模块、电容等，采购金额逐年增加。,135,2.576923076923077,"公司主营业务收入主要来自高压SVG、高压变频器和轨道交通能量回馈装置，2017年至2020年1-6月主营业务收入分别为42,598.86万元、52,554.54万元、62,323.50万元和30,520.28万元，三类主要产品合计占比分别为89.44%、91.94%、91.06%和94.04%。公司以直销为主，报告期直销占比均在93%以上，主要客户包括新能源项目建设企业、大型国企、市政、电网公司等。报告期各年前五大客户销售占营业收入比例为18.21%、17.94%、20.31%和15.84%，不存在单一客户销售占比超过50%的情况。",-7,-0.8269230769230771
688663_1209649781_glm4_dewrap_join_chunk_0007,688663,新风光,7,103,1.6451612903225807,"公司报告期前两年第一大供应商北京晶川电子技术发展有限责任公司在2019年下滑至第四位，原因是代理销售的英飞凌功率模块因产线调整供应紧张。公司拥有27项发明专利、92项实用新型专利和16项外观设计专利，其中包括1项国外发明专利。公司固定资产原值10,262.37万元，累计折旧2,406.89万元，固定资产净值7,855.48万元，成新率76.55%。公司拥有土地使用权面积总计122,570平方米，用于工业用途。",115,2.227272727272727,"公司2019年因英飞凌功率模块供应紧张，将部分功率模块采购调整至集晟国际贸易（上海）有限公司；截至2020年6月30日，公司固定资产原值中房屋及建筑物10,262.37万元、机器设备2,488.04万元，固定资产不存在减值准备。公司拥有多处自建房屋及工业用地，主要生产工序包括软件烧录、线路板焊接、装配、连接、调试、检验，所需机器设备较少且使用状况良好。截至招股说明书签署日，公司拥有发明专利27项、实用新型专利92项、外观设计专利16项，专利均为原始取得。",-12,-0.5821114369501463
688663_1209649781_glm4_dewrap_join_chunk_0008,688663,新风光,8,87,4.0,新风光拥有大量自主专利技术，包括高压变频器机械旁路、大功率二极管箝位式三电平单元结构、矿用防爆SVG整机结构等发明专利，以及动态无功补偿机柜、控制柜、功率单元等外观设计专利。公司还拥有9个注册商标和50项软件著作权，涵盖高压SVG水冷系统触摸屏软件、高压储能变流器单元FPGA软件、RMS远程监控系统软件等。这些自主知识产权权属清晰，不存在纠纷。,101,1.8870967741935485,公司实用新型专利覆盖高压变频器、SVG、轨道交通制动能量吸收装置、功率单元、散热结构、光纤通信控制系统等方向，外观设计专利覆盖动态无功补偿机柜、控制柜、功率单元、变频器和再生制动能量吸收装置等产品。上述专利均为公司自主申请取得，权属清晰且不存在纠纷；截至招股说明书签署日，公司还拥有9个注册商标和50项软件著作权，软件著作权包括高压SVG、储能变流器、轨道交通再生制动能量回馈装置、高压变频器等控制软件。,-14,2.1129032258064515
688663_1209649781_glm4_dewrap_join_chunk_0009,688663,新风光,9,129,3.3902439024390243,新风光电子科技股份有限公司拥有135项专利授权（其中发明专利27项）和50项计算机软件著作权，具备完全自主知识产权。公司获得高新技术企业认证，并拥有方圆标志质量管理体系认证、环境管理体系认证、职业健康安全管理体系认证等多项资质。公司主持或参与制定了多项国家标准与行业标准，包括GB/T12668系列标准、DL/T994-2006等。公司研发平台包括国家发改委新能源与高效节能研究中心、山东省院士工作站等省级科技创新平台。公司产品涵盖高压变频器、低压变频器、动态无功补偿装置等，广泛应用于轨道交通、冶金、电力等领域。,112,2.1875,公司拥有高新技术企业、质量管理体系、环境管理体系、职业健康安全管理体系、知识产权管理体系以及多项矿用隔爆兼本质安全型变频器、静止无功发生器和高压动态无功补偿装置认证。公司或核心技术人员参与多项调速电气传动系统、通用变频调速设备、冶金用变频调速设备标准制定，并主持国家标准《城市轨道交通再生制动能量吸收逆变装置》。公司研发平台取得国家发改委新能源与高效节能研究中心、山东省院士工作站、山东省企业技术中心等称号，拥有专利授权135项、软件著作权50项。,17,1.2027439024390243
688663_1209649781_glm4_dewrap_join_chunk_0010,688663,新风光,10,224,4.0,公司获得多项国家级科技奖项，参与国家重大科研项目，并主导或参与多项国家及行业标准制定。公司核心技术涵盖高压动态无功补偿装置和高压变频器两大领域，拥有超大规模H桥功率单元级联控制、大数据监控和模块化冗余、基于环形光纤技术的多机并联智能运行、电网自适应高性能补偿、SVG强环境适应性等关键技术，在35kV超大规模H桥级联控制技术方面，公司能控制210个H桥，远超行业普遍的126个，并采用成本更低的1700V功率模块；在模块化冗余技术方面，可实现4个单元冗余，优于行业普遍的2个；在多机并联智能运行技术方面，采用环形光纤架构，无需额外控制器，容错能力更强；在电网自适应高性能补偿技术方面，具备纯实物高低电压穿越测试能力，优于行业普遍的半实物仿真；在SVG强环境适应性技术方面，通过全密封、水冷、油冷等方式，实现IP65防护等级，行业领先。公司高压变频器核心技术包括矢量控制、振荡抑制、多机主从控制、快速飞车启动等技术，在低频启动性能、转矩响应速度、电机振动抑制、电流不平衡度控制等方面均优于行业水平。,150,3.0172413793103448,公司产品曾获4项山东省科技进步奖、5项国家重点新产品称号、2项国家火炬计划和1项国家科学技术发明二等奖，参与3项国家“863”计划产品研制，并牵头制定城市轨道交通再生制动能量吸收逆变装置国家标准。公司高压SVG核心技术覆盖H桥级联控制、冗余监控、环形光纤并联、电网自适应补偿和强环境适应性，其中35kV超大功率机型可控制210个级联H桥，每相自动冗余最多4个单元，低穿可做到0电压穿越、高穿做到1.3倍过压，功率单元最高防护等级IP65。公司高压变频器技术包括矢量控制、振荡抑制、多机主从控制和快速飞车启动，低频启动最大可达额定转矩150%，转矩动态响应时间50ms，主从控制电流不平衡度小于5%。,74,0.9827586206896552
688663_1209649781_glm4_dewrap_join_chunk_0011,688663,新风光,11,203,4.375,公司拥有飞车启动技术，可在0.1秒内从保护状态复位并重新带载运行，响应时间优于合康、汇川等公司，处于行业领先位置。公司星点漂移技术能在100μs内旁路故障单元并保持输出电压平衡，线电压不平衡度优于合康、汇川等公司，处于行业领先位置。公司工变频无扰切换技术可实现电流冲击小于电机额定电流的平滑切换，优于新风光、合康等公司，处于行业领先位置。公司输出电压自动稳压技术可在输入电压波动±10%时保持输出电压波动小于±1%，与合康、汇川技术相当，处于行业领先位置。公司故障单元热复位技术可在运行中对轻故障单元进行复位，优于同行业其他公司，处于行业领先位置。公司电网瞬时掉电重启技术可在电网恢复后自动重启，响应时间优于新风光、合康等公司，处于行业领先位置。公司轨道交通能量回馈装置采用多电平电路拓扑结构及控制技术，使用常规电压等级功率器件实现高电压逆变输出，谐波小于2%，优于行业普遍采用的两电平方案，处于行业领先位置。,185,2.7435897435897436,"公司变频器核心技术包括快速飞车启动、星点漂移、工变频无扰切换、输出电压自动稳压、故障单元热复位和电网瞬时掉电重启等，飞车启动和瞬时掉电重启响应时间为0.1秒，星点漂移可在100μs内旁路故障单元且线电压不平衡度小于1%，工变频切换电流冲击小于额定电流，输入电压波动±10%时输出波动小于±1%。轨道交通能量回馈装置采用多电平拓扑、电流源控制、逆变单元并联、逆变器并网及制动能量逆变吸收等核心技术，谐波小于2%、并网响应小于50ms、功率因数0.99、系统效率0.98，并拥有多项发明专利保护。2020年1-6月、2019年、2018年、2017年核心技术收入分别为29,039.90万元、57,805.44万元、50,848.99万元和40,786.25万元，占主营业务收入比例分别为95.15%、92.76%、96.75%和95.75%。",18,1.6314102564102564
688663_1209649781_glm4_dewrap_join_chunk_0012,688663,新风光,12,100,2.129032258064516,新风光的变频器产品采用模块化设计，技术水准在行业内处于领先水平。公司累计获得授权专利76项、软件著作权33项，参与国家科技进步奖项目并排名第二。公司获得国家技术发明奖二等奖、国家火炬计划产业化示范项目等重大奖项，并承担多项国家863计划课题。公司研发投入逐年增加，2020年上半年研发费用达1049.86万元，占营业收入3.42%。核心技术人员包括何洪臣、胡顺全等7人，拥有多项发明专利和省部级奖励。,186,2.7604166666666665,"公司高压变频器采用级联式结构，应用于电力、矿业、化工、冶金、建材等高耗能领域，整机和控制系统模块化、功率单元密封性较强；轨道交通能量回馈装置采用三电平、功率单元并联和抽屉式结构，输出波形质量高、谐波小、单元可独立控制并便于标准化生产和维护。报告期初至招股说明书签署日，公司累计获得授权专利76项、软件著作权33项，与山东大学等承担的“高比例新能源电力系统电能净化关键控制技术及应用”通过2020年度国家科技进步奖初评，公司在主要完成单位中排名第二。公司获得国家知识产权优势企业、山东省工程实验室等荣誉，参与多项国家“863”计划、国家重大科学研究项目和山东省重点研发计划；报告期内研发费用为1,617.03万元、2,069.11万元、2,803.07万元和1,049.86万元，占营业收入比例为3.75%、3.89%、4.44%和3.42%。",-86,-0.6313844086021505
688663_1209649781_glm4_dewrap_join_chunk_0013,688663,新风光,13,121,4.580645161290323,公司核心技术团队拥有丰富的专利和科研成果，包括授权专利21项（发明专利15项），参与国家及省级科研项目多项，并参与制定5项国家、行业标准。公司研发人员99人，占员工总数20.41%，研发体系完善，拥有院士工作站、工程研究中心等研发平台。公司持续研发能力突出，正研发高防护等级风冷SVG、井下防爆型SVG、永磁同步电机零速额定转矩控制技术、10kV变频器防爆技术、轨道交通整流回馈协调控制技术及高压级联储能技术等核心技术。公司通过竞业禁止协议、研发奖励制度等措施约束和激励核心技术人员。,182,2.7954545454545454,公司核心技术人员共7人，报告期内未发生变动；其中李瑞来获得授权专利21项、参与多项国家级科研项目并获国家技术发明奖二等奖等成果，尹彭飞获得授权专利26项并参与制定国家、行业标准5项，郭少明获得授权专利14项及软件著作权4项，任其广获得授权专利22项及软件著作权6项。公司截至2020年6月30日拥有技术研发人员99人，占员工总数20.41%，并建立以董事长、总经理为技术创新带头人，硬件、软件、结构、工艺部门及四条产品线矩阵管理的研发体系，拥有院士工作站、工程实验室和多个技术中心。公司技术储备包括适用于风冷型SVG的新型功率单元、SVG防爆技术、永磁同步电机零速额定转矩控制、最高10kV防爆变频器、轨道交通整流回馈协调控制和高压级联储能技术；高压级联储能拟直接连接10kV甚至35kV电网，10kV单机功率可达15MW以上。,-61,1.7851906158357775
